growth_rate_per_hr,cell_size
0.3,1.6272970465884
0.344897959183673,1.66478662033751
0.389795918367347,1.70319206494488
0.43469387755102,1.74241328937095
0.479591836734694,1.78252536849343
0.524489795918367,1.82397781053393
0.569387755102041,1.86685820268644
0.614285714285714,1.91124779437758
0.659183673469388,1.95690989228641
0.704081632653061,2.00462025425898
0.748979591836735,2.05421018959787
0.793877551020408,2.1059572204963
0.838775510204082,2.15993058706107
0.883673469387755,2.21629882516071
0.928571428571429,2.27536051881373
0.973469387755102,2.33717988559169
1.01836734693878,2.40222955475077
1.06326530612245,2.47056725542211
1.10816326530612,2.54239095718831
1.1530612244898,2.61830134820443
1.19795918367347,2.69836050208063
1.24285714285714,2.78298188516599
1.28775510204082,2.87302510799035
1.33265306122449,2.96866337198685
1.37755102040816,3.07051194679178
1.42244897959184,3.17912536425567
1.46734693877551,3.29529532435763
1.51224489795918,3.41992148094672
1.55714285714286,3.55418117732301
1.60204081632653,3.69738940815183
1.6469387755102,3.85445417440609
1.69183673469388,4.02336206048154
1.73673469387755,4.20745827169914
1.78163265306122,4.4087559889807
1.8265306122449,4.62899263427183
1.87142857142857,4.87243506495768
1.91632653061225,5.14211499585523
1.96122448979592,5.44348956747896
2.00612244897959,5.7751263136666
2.05102040816327,6.15563693850011
2.09591836734694,6.5795143564632
2.14081632653061,7.07456084489931
2.18571428571429,7.64503009005343
2.23061224489796,8.31070912868232
2.27551020408163,9.09994204948569
2.32040816326531,10.0505326442632
2.36530612244898,11.2167441246337
2.41020408163265,12.6815129310703
2.45510204081633,14.572830628368
2.5,17.1093467837673
