growth_rate_per_hr,cell_size
0.2,5.95045313998155
0.226734693877551,5.66257569179452
0.253469387755102,5.42190276986499
0.280204081632653,5.21713504362043
0.306938775510204,5.04028759309304
0.333673469387755,4.88545209885993
0.360408163265306,4.7498146018266
0.387142857142857,4.6292873569613
0.413877551020408,4.52133921513679
0.440612244897959,4.4241369407883
0.46734693877551,4.33680738656387
0.494081632653061,4.25629929664202
0.520816326530612,4.18305448413126
0.547551020408163,4.11658985323821
0.574285714285714,4.05574158697703
0.601020408163265,3.99969632873381
0.627755102040816,3.94717224406758
0.654489795918367,3.89961200187616
0.681224489795918,3.85607851212605
0.707959183673469,3.81474098796798
0.734693877551021,3.7767679916307
0.761428571428572,3.7418370620856
0.788163265306123,3.70928743749342
0.814897959183674,3.67915606646427
0.841632653061225,3.65131055333462
0.868367346938776,3.62503349220805
0.895102040816327,3.60132544192121
0.921836734693878,3.57929628748992
0.948571428571429,3.55887379098343
0.97530612244898,3.53999262458513
1.00204081632653,3.5225890787955
1.02877551020408,3.50660321422408
1.05551020408163,3.49197797279881
1.08224489795918,3.47866038108632
1.10897959183673,3.46660221471229
1.13571428571429,3.45575828844029
1.16244897959184,3.44638623101401
1.18918367346939,3.43789347916977
1.21591836734694,3.43046726281014
1.24265306122449,3.42408139630739
1.26938775510204,3.41871013540335
1.29612244897959,3.41433305784756
1.32285714285714,3.41092829718616
1.34959183673469,3.40847742476306
1.37632653061225,3.4069643500561
1.4030612244898,3.40637379334199
1.42979591836735,3.40650260958799
1.4565306122449,3.40815802937237
1.48326530612245,3.40994649331354
1.51,3.41300868152749
