scaled_birth_size_bin_avg,scaled_delta_size_bin_avg
0.733338665532042,1.06420117362667
0.812259317950182,1.04247846899265
0.854075489176681,1.0294018987167
0.886748965932154,1.01856807892803
0.915262838051502,1.01767910583736
0.941487774341034,1.00927242596621
0.966429646079614,1.00508022628178
0.991134310332112,0.997300838656701
1.01644238906273,0.995511711615753
1.04322477106625,0.988369118613779
1.07195232484363,0.983369622965528
1.10500662763274,0.972857016007537
1.14502065004235,0.970688822632403
1.19918406380283,0.962198029127468
1.31761237834529,0.942765234926038
