sigma,a_sat,q,goodness_fit,log_goodness_fit,a_max,a_fast_growth,a_medium_nut_and_cm
6.671875,0.159375,0.015625,0.0738109954996883,-2.60624756796301,0.222488592793535,0.100618461935564,0.0751655762922196
8.296875,0.034375,0.890625,NaN,NaN,NaN,NaN,NaN
14.796875,0.134375,0.390625,0.00308983463138394,-5.77963770685606,0.126791458969523,0.060982705347216,0.0458815734112389
5.046875,0.084375,0.140625,0.0449342965940276,-3.10255393184928,0.196213650366675,0.0850471992063411,0.0632208999139423
11.546875,0.184375,0.640625,NaN,NaN,NaN,NaN,NaN
4.234375,0.021875,0.703125,NaN,NaN,NaN,NaN,NaN
10.734375,0.121875,0.203125,0.0197716556206221,-3.92350590121784,0.145090420424296,0.0685370669805089,0.0514691816108671
7.484375,0.071875,0.453125,0.00129410563952313,-6.64993544827339,0.138749292506615,0.0635650297288236,0.0475642798922724
13.984375,0.171875,0.953125,NaN,NaN,NaN,NaN,NaN
12.359375,0.046875,0.078125,0.0373057082694413,-3.28860892732705,0.0829296879085217,0.0395139877776301,0.0296934068471194
5.859375,0.146875,0.578125,NaN,NaN,NaN,NaN,NaN
9.109375,0.096875,0.828125,NaN,NaN,NaN,NaN,NaN
2.609375,0.196875,0.328125,NaN,NaN,NaN,NaN,NaN
8.8046875,0.0015625,0.6640625,0.0185163488460407,-3.98910121574212,0.0184997902181554,0.00860441944707648,0.00646176089359441
2.3046875,0.1015625,0.1640625,NaN,NaN,NaN,NaN,NaN
12.0546875,0.0515625,0.4140625,0.00305499146118025,-5.7909784813935,0.0882347416584195,0.0419769019515437,0.0315420661825709
5.5546875,0.1515625,0.9140625,NaN,NaN,NaN,NaN,NaN
7.1796875,0.0265625,0.0390625,0.0497227718829799,-3.00129226403479,0.086614345697276,0.0395377688313944,0.029550646939864
13.6796875,0.1265625,0.5390625,0.00483280663713009,-5.33232789578981,0.128607252629775,0.0616100958870033,0.046354292876568
3.9296875,0.0765625,0.7890625,NaN,NaN,NaN,NaN,NaN
10.4296875,0.1765625,0.2890625,0.0105060585721942,-4.55580318134748,0.177622041120244,0.0837626409566273,0.0628655514323944
4.7421875,0.0140625,0.3515625,0.00720677174360283,-4.93273417502705,0.0838639239354932,0.0359237537962695,0.0266669903064864
11.2421875,0.1140625,0.8515625,NaN,NaN,NaN,NaN,NaN
7.9921875,0.0640625,0.6015625,0.00649263789280476,-5.03708637586897,0.125684786831707,0.0579804730042019,0.0434058753554168
14.4921875,0.1640625,0.1015625,NaN,NaN,NaN,NaN,NaN
12.8671875,0.0390625,0.9765625,NaN,NaN,NaN,NaN,NaN
6.3671875,0.1390625,0.4765625,NaN,NaN,NaN,NaN,NaN
9.6171875,0.0890625,0.2265625,0.0164677981285976,-4.10634843355394,0.132377966717903,0.0620437306424262,0.0465407248832573
3.1171875,0.1890625,0.7265625,NaN,NaN,NaN,NaN,NaN
14.0859375,0.0078125,0.1328125,0.0262874761369418,-3.6386626457258,0.031435646816354,0.0150762403821119,0.0113687595037807
7.5859375,0.1078125,0.6328125,NaN,NaN,NaN,NaN,NaN
10.8359375,0.0578125,0.8828125,NaN,NaN,NaN,NaN,NaN
4.3359375,0.1578125,0.3828125,NaN,NaN,NaN,NaN,NaN
2.7109375,0.0328125,0.5078125,NaN,NaN,NaN,NaN,NaN
9.2109375,0.1328125,0.0078125,0.0629977691749316,-2.76465596313927,0.165903078855702,0.0774935658533715,0.0581032349686772
5.9609375,0.0828125,0.2578125,0.018576952652081,-3.98583357131483,0.172899435258949,0.07702599377367,0.0574504425575706
12.4609375,0.1828125,0.7578125,NaN,NaN,NaN,NaN,NaN
6.7734375,0.0203125,0.8203125,NaN,NaN,NaN,NaN,NaN
13.2734375,0.1203125,0.3203125,0.00639956315579099,-5.05152554785378,0.12753676316988,0.0610300649771762,0.0458772174479984
3.5234375,0.0703125,0.0703125,0.0825052395417868,-2.49489347806074,0.239245634064106,0.0946892753325471,0.0697875041773742
10.0234375,0.1703125,0.5703125,0.00431854510033385,-5.44483671578015,0.17774609172977,0.0839844506736377,0.0630058184960362
11.6484375,0.0453125,0.4453125,0.00297359926976292,-5.81798218455467,0.0843662203697586,0.0400525937324503,0.0301021345708566
5.1484375,0.1453125,0.9453125,NaN,NaN,NaN,NaN,NaN
14.8984375,0.0953125,0.6953125,0.0222611208444239,-3.80491358200238,0.10636779382994,0.0511808588447847,0.0385100594617876
8.3984375,0.1953125,0.1953125,0.0271472552467007,-3.60647933359852,0.212836464914641,0.098644810524993,0.0738701598958249
7.7890625,0.0046875,0.3984375,0.00301816608190302,-5.80310588969897,0.0345533011315513,0.015914218213898,0.0118862244222947
14.2890625,0.1046875,0.8984375,NaN,NaN,NaN,NaN,NaN
4.5390625,0.0546875,0.6484375,NaN,NaN,NaN,NaN,NaN
11.0390625,0.1546875,0.1484375,0.0294274406915889,-3.5258276830874,0.16081969401139,0.0761281329310964,0.0571667299319662
9.4140625,0.0296875,0.7734375,NaN,NaN,NaN,NaN,NaN
2.9140625,0.1296875,0.2734375,NaN,NaN,NaN,NaN,NaN
12.6640625,0.0796875,0.0234375,0.0503934321679243,-2.98789442652492,0.106634729809053,0.0508977239375953,0.038257224435466
6.1640625,0.1796875,0.5234375,NaN,NaN,NaN,NaN,NaN
11.8515625,0.0171875,0.5859375,0.011361895165153,-4.47749005168496,0.0514502941244827,0.0244579865675778,0.0183671554889944
5.3515625,0.1171875,0.0859375,0.0595453434361593,-2.82101718210463,0.221683498871263,0.0971013291327788,0.0722811946645244
8.6015625,0.0671875,0.3359375,0.00563666762452478,-5.17846223480634,0.123022548471047,0.0571198808175758,0.0427992120074417
2.1015625,0.1671875,0.8359375,NaN,NaN,NaN,NaN,NaN
3.7265625,0.0421875,0.2109375,0.0384642243006952,-3.25802670864153,0.176335172388152,0.0710776646163809,0.0524937854385739
10.2265625,0.1421875,0.7109375,NaN,NaN,NaN,NaN,NaN
6.9765625,0.0921875,0.9609375,NaN,NaN,NaN,NaN,NaN
13.4765625,0.1921875,0.4609375,0.00159956819214592,-6.43802156606934,0.159826264421513,0.0765220609349952,0.0575533554550081
3.3203125,0.0109375,0.9296875,NaN,NaN,NaN,NaN,NaN
9.8203125,0.1109375,0.4296875,0.0015757952797618,-6.45299519461231,0.145909914545492,0.0685094724645891,0.0513762145414941
6.5703125,0.0609375,0.1796875,0.0269536339057602,-3.61363715191335,0.138968980364815,0.0627339684239478,0.0468412361847917
13.0703125,0.1609375,0.6796875,NaN,NaN,NaN,NaN,NaN
14.6953125,0.0359375,0.3046875,0.00821076623899972,-4.80230902990934,0.0658331070016292,0.031637536932161,0.0238254494804462
8.1953125,0.1359375,0.8046875,NaN,NaN,NaN,NaN,NaN
11.4453125,0.0859375,0.5546875,0.00535376939888958,-5.22995440562037,0.117367808969783,0.0556850583855503,0.0418351380528217
4.9453125,0.1859375,0.0546875,0.0817736541144729,-2.50380016409151,0.29562582964393,0.127650658755799,0.0948736843358425
10.6328125,0.0234375,0.1171875,0.0298258562824051,-3.51237960118715,0.0639680129351708,0.0302162592952241,0.0226700371472425
4.1328125,0.1234375,0.6171875,NaN,NaN,NaN,NaN,NaN
13.8828125,0.0734375,0.8671875,NaN,NaN,NaN,NaN,NaN
7.3828125,0.1734375,0.3671875,0.00703413478380892,-4.95698058335548,0.217421449786075,0.0994726916186113,0.0743870629012742
5.7578125,0.0484375,0.7421875,NaN,NaN,NaN,NaN,NaN
12.2578125,0.1484375,0.2421875,0.0142588436917287,-4.25037795482032,0.14827214442144,0.0706350109520941,0.0530747465960867
2.5078125,0.0984375,0.4921875,NaN,NaN,NaN,NaN,NaN
9.0078125,0.1984375,0.9921875,NaN,NaN,NaN,NaN,NaN
6.01171875,0.00078125,0.99609375,NaN,NaN,NaN,NaN,NaN
12.51171875,0.10078125,0.49609375,0.00294547170637963,-5.8274863027592,0.12073364340472,0.0575626970966398,0.0432905829959237
2.76171875,0.05078125,0.24609375,NaN,NaN,NaN,NaN,NaN
9.26171875,0.15078125,0.74609375,NaN,NaN,NaN,NaN,NaN
10.88671875,0.02578125,0.37109375,0.00424605412218111,-5.46176516915464,0.0661867130342405,0.0312965328735855,0.0235224008395781
4.38671875,0.12578125,0.87109375,NaN,NaN,NaN,NaN,NaN
14.13671875,0.07578125,0.62109375,0.0131226520180555,-4.3334153803703,0.0976901053294897,0.0468967550493096,0.0352722870520683
7.63671875,0.17578125,0.12109375,0.0431855535323919,-3.14224924863163,0.214238453769021,0.0983717684460052,0.073606331280062
14.94921875,0.01328125,0.05859375,0.0387188288291913,-3.25142926421119,0.039644013571776,0.0190664862898805,0.0143474566678216
8.44921875,0.11328125,0.55859375,0.00341808889665474,-5.67867368624347,0.161480584682113,0.0748818409652339,0.0560902048822871
11.69921875,0.06328125,0.80859375,NaN,NaN,NaN,NaN,NaN
5.19921875,0.16328125,0.30859375,0.0212199198003744,-3.85281492523915,0.26710946359102,0.116420604568167,0.0866093911134142
3.57421875,0.03828125,0.68359375,NaN,NaN,NaN,NaN,NaN
10.07421875,0.13828125,0.18359375,0.0239169579036056,-3.73316753593041,0.160455718469122,0.075475628425874,0.0566276358539433
6.82421875,0.08828125,0.43359375,0.00224864717035838,-6.09742650121215,0.163175064070114,0.0739885756064958,0.0552657053862763
13.32421875,0.18828125,0.93359375,NaN,NaN,NaN,NaN,NaN
3.98046875,0.00703125,0.46484375,0.00341925598654017,-5.67833229936985,0.068064142874927,0.0279593727837792,0.0206867711762486
10.48046875,0.10703125,0.96484375,NaN,NaN,NaN,NaN,NaN
7.23046875,0.05703125,0.71484375,NaN,NaN,NaN,NaN,NaN
13.73046875,0.15703125,0.21484375,0.0172815421624827,-4.05811627407433,0.142951441135733,0.0685051136231425,0.0515237013323449
12.10546875,0.03203125,0.83984375,NaN,NaN,NaN,NaN,NaN
5.60546875,0.13203125,0.33984375,0.0131662068179465,-4.33010182157232,0.227770616018279,0.100527741143065,0.0748762048094523
8.85546875,0.08203125,0.08984375,0.0404229132298734,-3.20835849563372,0.133533233562347,0.0621834457083385,0.0465924795303152
2.35546875,0.18203125,0.58984375,NaN,NaN,NaN,NaN,NaN
9.66796875,0.01953125,0.52734375,0.00512968732304274,-5.27271057233096,0.0617840835652792,0.0289887772003237,0.0217453835995757
3.16796875,0.11953125,0.02734375,0.119885055890406,-2.12122186282835,0.345118783605569,0.131139634585303,0.0963584464522828
12.91796875,0.06953125,0.27734375,0.00971645519297359,-4.63393441910703,0.0984748892143612,0.0470454372530662,0.035357016781437
6.41796875,0.16953125,0.77734375,NaN,NaN,NaN,NaN,NaN
8.04296875,0.04453125,0.15234375,0.027286930300018,-3.60134743501461,0.104394887767693,0.0481725602567652,0.0360609470630776
14.54296875,0.14453125,0.65234375,0.0148340011496301,-4.2108333581681,0.132792871098669,0.0638041462852985,0.0480063676195477
4.79296875,0.09453125,0.90234375,NaN,NaN,NaN,NaN,NaN
11.29296875,0.19453125,0.40234375,0.00237393573055881,-6.04320605537729,0.177956473767204,0.0843497093303873,0.06335968154414
11.49609375,0.00390625,0.19921875,0.017520041637336,-4.04440981691644,0.0249692983140478,0.0118720773366092,0.0089039348527368
4.99609375,0.10390625,0.69921875,NaN,NaN,NaN,NaN,NaN
14.74609375,0.05390625,0.94921875,NaN,NaN,NaN,NaN,NaN
8.24609375,0.15390625,0.44921875,0.00178067358094126,-6.33076357000039,0.191094359307535,0.0884034989031854,0.0662157123231728
6.62109375,0.02890625,0.57421875,0.00427336092838186,-5.45535465867892,0.0952365047662341,0.0430256140262591,0.0321247173163034
13.12109375,0.12890625,0.07421875,0.0410724548079544,-3.19241758148375,0.132897549467144,0.0635469683619933,0.0477784890389907
3.37109375,0.07890625,0.32421875,NaN,NaN,NaN,NaN,NaN
9.87109375,0.17890625,0.82421875,NaN,NaN,NaN,NaN,NaN
2.55859375,0.01640625,0.76171875,NaN,NaN,NaN,NaN,NaN
9.05859375,0.11640625,0.26171875,0.0133725120164507,-4.31455402096509,0.15688168731518,0.0731729737186272,0.0548530879914882
5.80859375,0.06640625,0.01171875,0.0686581150815371,-2.67861594426364,0.157598584277944,0.0699410208399749,0.0521374008511635
12.30859375,0.16640625,0.51171875,0.00244645832471026,-6.01311388203775,0.156594701995037,0.0746215994256988,0.0560743194935744
13.93359375,0.04140625,0.38671875,0.00447747363893674,-5.40869631149805,0.0728151877762658,0.0349082835560804,0.0262565889053689
7.43359375,0.14140625,0.88671875,NaN,NaN,NaN,NaN,NaN
10.68359375,0.09140625,0.63671875,0.0114409475619547,-4.47055646761841,0.125994291103197,0.0595115004553917,0.0446767595937497
4.18359375,0.19140625,0.13671875,0.0711484639133748,-2.64298654409079,0.341013981594967,0.141955332240221,0.10513711455293
12.71484375,0.01015625,0.73046875,0.031472618944502,-3.45863735101566,0.0379740367874854,0.0181255468664277,0.0136389018445846
6.21484375,0.11015625,0.23046875,0.0235275227185346,-3.74958436361562,0.193877054499913,0.0868614000301596,0.0648383990043203
9.46484375,0.06015625,0.48046875,0.00189418356805311,-6.2689673680842,0.109828636106998,0.0514194416284726,0.0385555598399737
2.96484375,0.16015625,0.98046875,NaN,NaN,NaN,NaN,NaN
4.58984375,0.03515625,0.10546875,0.0488001215886204,-3.02002247455605,0.13593093638358,0.0578154636911669,0.0428911408356968
11.08984375,0.13515625,0.60546875,0.00783445838839094,-4.84922353276317,0.149901668797608,0.0709818674102977,0.0532958620793855
7.83984375,0.08515625,0.85546875,NaN,NaN,NaN,NaN,NaN
14.33984375,0.18515625,0.35546875,0.00426878732757752,-5.45642549030214,0.151476450859272,0.0727412811246606,0.054748555281975
7.02734375,0.02265625,0.29296875,0.00891580736209124,-4.71992946955877,0.0811086550393845,0.0368936098334603,0.0275722357707029
13.52734375,0.12265625,0.79296875,NaN,NaN,NaN,NaN,NaN
3.77734375,0.07265625,0.54296875,NaN,NaN,NaN,NaN,NaN
10.27734375,0.17265625,0.04296875,0.0540910755976275,-2.91708606796415,0.177179833148377,0.0834454361381791,0.062633932696021
8.65234375,0.04765625,0.91796875,NaN,NaN,NaN,NaN,NaN
2.15234375,0.14765625,0.41796875,NaN,NaN,NaN,NaN,NaN
11.90234375,0.09765625,0.16796875,0.0236482578498159,-3.74446583061308,0.122327606627836,0.0581510097515639,0.0437156069278549
5.40234375,0.19765625,0.66796875,NaN,NaN,NaN,NaN,NaN
12.20703125,0.00234375,0.33203125,0.00766670030550845,-4.87086896405571,0.0186686167129152,0.00888491540495548,0.00667209855256156
5.70703125,0.10234375,0.83203125,NaN,NaN,NaN,NaN,NaN
8.95703125,0.05234375,0.58203125,0.00621332347327424,-5.08105934531344,0.105928238388887,0.0493551240733724,0.0370035326602572
2.45703125,0.15234375,0.08203125,0.145880076165489,-1.92497039093123,0.521825300759348,0.171742555598644,0.124921978594474
4.08203125,0.02734375,0.95703125,NaN,NaN,NaN,NaN,NaN
10.58203125,0.12734375,0.45703125,0.00136920257555164,-6.59352677024688,0.14956578763139,0.0705887177529826,0.0529779896158782
7.33203125,0.07734375,0.20703125,0.021760825558269,-3.82764391845539,0.145839352107947,0.0666872354616442,0.0498613019068113
13.83203125,0.17734375,0.70703125,NaN,NaN,NaN,NaN,NaN
8.14453125,0.01484375,0.64453125,0.0128882421289783,-4.35143984611927,0.059799561964485,0.0276327234783189,0.0206786954363253
14.64453125,0.11484375,0.14453125,0.0266461450463716,-3.62511079000132,0.117882848807841,0.0566766244655108,0.0426411950298657
4.89453125,0.06484375,0.39453125,0.00761175339877186,-4.87806172645085,0.175910478938598,0.0758172533405441,0.056323964114502
11.39453125,0.16484375,0.89453125,NaN,NaN,NaN,NaN,NaN
9.76953125,0.03984375,0.01953125,0.0513010911438661,-2.97004325717068,0.087727359297045,0.0411646415280356,0.0308775481286236
3.26953125,0.13984375,0.51953125,NaN,NaN,NaN,NaN,NaN
13.01953125,0.08984375,0.76953125,NaN,NaN,NaN,NaN,NaN
6.51953125,0.18984375,0.26953125,0.021068076531857,-3.85999634475619,0.246548931075493,0.111180942651423,0.0830065714112154
10.17578125,0.00859375,0.86328125,NaN,NaN,NaN,NaN,NaN
3.67578125,0.10859375,0.36328125,NaN,NaN,NaN,NaN,NaN
13.42578125,0.05859375,0.11328125,0.0308944991240593,-3.47717713280132,0.0884233286526958,0.0423450065196261,0.0318401201561486
6.92578125,0.15859375,0.61328125,NaN,NaN,NaN,NaN,NaN
5.30078125,0.03359375,0.48828125,0.00174759255920731,-6.34951611861675,0.119496771022237,0.0522569442183129,0.0388779784255695
11.80078125,0.13359375,0.98828125,NaN,NaN,NaN,NaN,NaN
2.05078125,0.08359375,0.73828125,NaN,NaN,NaN,NaN,NaN
8.55078125,0.18359375,0.23828125,0.0194297880501497,-3.94094792403367,0.204085226475709,0.0947394770762201,0.0709670925260838
2.86328125,0.02109375,0.17578125,0.0583574610945577,-2.84116806047955,0.161276138366371,0.0584068919050938,0.0427473381319856
9.36328125,0.12109375,0.67578125,NaN,NaN,NaN,NaN,NaN
6.11328125,0.07109375,0.92578125,NaN,NaN,NaN,NaN,NaN
12.61328125,0.17109375,0.42578125,0.00175024785005649,-6.34799787247139,0.156593896342897,0.074709516257591,0.0561512205037636
14.23828125,0.04609375,0.55078125,0.00842213061753173,-4.77689244027555,0.0758829594753384,0.0364362624035358,0.0274091772209828
7.73828125,0.14609375,0.05078125,0.0574787162288919,-2.8563405522432,0.193687660255543,0.0890700125721048,0.0666395563182396
10.98828125,0.09609375,0.30078125,0.00799432656691887,-4.82902316802392,0.127074988463744,0.0601211481804372,0.0451527786303727
4.48828125,0.19609375,0.80078125,NaN,NaN,NaN,NaN,NaN
5.09765625,0.00546875,0.59765625,0.00504576974930836,-5.28920506014357,0.049600446838969,0.0215311461937372,0.0160194782865615
11.59765625,0.10546875,0.09765625,0.0366057181838456,-3.30755081624686,0.129027655399088,0.0612688063535593,0.0460202839428043
8.34765625,0.05546875,0.34765625,0.00480050337169559,-5.33903449746342,0.113848203126042,0.0527302431252663,0.0394963552006553
14.84765625,0.15546875,0.84765625,NaN,NaN,NaN,NaN,NaN
13.22265625,0.03046875,0.22265625,NaN,NaN,NaN,NaN,NaN
6.72265625,0.13046875,0.72265625,NaN,NaN,NaN,NaN,NaN
9.97265625,0.08046875,0.97265625,NaN,NaN,NaN,NaN,NaN
3.47265625,0.18046875,0.47265625,NaN,NaN,NaN,NaN,NaN
9.16015625,0.01796875,0.41015625,0.00284180241744518,-5.86331677408673,0.0612272946265819,0.0285865139415627,0.0214336731165639
2.66015625,0.11796875,0.91015625,NaN,NaN,NaN,NaN,NaN
12.41015625,0.06796875,0.66015625,0.0165089302862315,-4.10385381501887,0.0996213092619541,0.047481942332242,0.0356872846427052
5.91015625,0.16796875,0.16015625,0.0427898365396673,-3.1514546686199,0.247683558299089,0.110209248086198,0.0821543248524639
7.53515625,0.04296875,0.78515625,NaN,NaN,NaN,NaN,NaN
14.03515625,0.14296875,0.28515625,0.00923319706396351,-4.68494991298136,0.134740151414069,0.0646368301482657,0.0486309562851692
4.28515625,0.09296875,0.03515625,0.0827930004163105,-2.49141175719919,0.233158063619021,0.0976315560004956,0.0723220977762395
10.78515625,0.19296875,0.53515625,0.00264782375761894,-5.93401719991281,0.182068427445574,0.0860277953314018,0.0646059283829847
6.31640625,0.01171875,0.06640625,0.0433004821831814,-3.13959150816546,0.062534464576369,0.0280890252465767,0.0209817075690564
12.81640625,0.11171875,0.56640625,0.00636578465098916,-5.05681777868858,0.125392113963574,0.0598667555546905,0.0450181030469127
3.06640625,0.06171875,0.81640625,NaN,NaN,NaN,NaN,NaN
9.56640625,0.16171875,0.31640625,0.0082326532781475,-4.79964692522355,0.178946673655883,0.0838488425429768,0.0628738546287141
11.19140625,0.03671875,0.69140625,0.0210358261721894,-3.86152828663823,0.0777252009215065,0.036809254421074,0.0276395809643218
4.69140625,0.13671875,0.19140625,0.0437284945461789,-3.1297553402606,0.263639680083319,0.112643867479281,0.083633506665637
14.44140625,0.08671875,0.44140625,0.00308775231709259,-5.78031185823186,0.10327253587148,0.0495907712072137,0.0373210397335036
7.94140625,0.18671875,0.94140625,NaN,NaN,NaN,NaN,NaN
13.62890625,0.02421875,0.87890625,NaN,NaN,NaN,NaN,NaN
7.12890625,0.12421875,0.37890625,0.00526766099223489,-5.24616884944308,0.188140760365513,0.0857479850934694,0.0641275835642184
10.37890625,0.07421875,0.12890625,0.0304181188324055,-3.49271683389203,0.115490121617114,0.0544374925279238,0.0408585418524802
3.87890625,0.17421875,0.62890625,NaN,NaN,NaN,NaN,NaN
2.25390625,0.04921875,0.25390625,NaN,NaN,NaN,NaN,NaN
8.75390625,0.14921875,0.75390625,NaN,NaN,NaN,NaN,NaN
5.50390625,0.09921875,0.50390625,NaN,NaN,NaN,NaN,NaN
12.00390625,0.19921875,0.00390625,0.062453282338694,-2.77333648432507,0.17384448505203,0.0827122811347397,0.0621537519955024
13.806640625,0.000390625,0.501953125,0.0101960493481164,-4.58575495253134,0.00710868635254633,0.00340544025295783,0.00256310158743844
7.306640625,0.100390625,0.001953125,0.0679358198734757,-2.68919184487973,0.166505805234689,0.0761053450694563,0.0569103650883357
10.556640625,0.050390625,0.251953125,0.0121888414700933,-4.40723437937437,0.0942251598078964,0.0444647679179702,0.0333619863456423
4.056640625,0.150390625,0.751953125,NaN,NaN,NaN,NaN,NaN
2.431640625,0.025390625,0.126953125,0.0905285925053591,-2.40208953888883,0.217261271931393,0.0705402337581013,0.0512957121437688
8.931640625,0.125390625,0.626953125,NaN,NaN,NaN,NaN,NaN
5.681640625,0.075390625,0.876953125,NaN,NaN,NaN,NaN,NaN
12.181640625,0.175390625,0.376953125,0.00325350877926242,-5.72802124062734,0.161744022697142,0.0770231969753795,0.0578761919235377
6.494140625,0.012890625,0.439453125,0.00144924502873245,-6.53671252798495,0.0644197561844119,0.0290185973578035,0.021677042340181
12.994140625,0.112890625,0.939453125,NaN,NaN,NaN,NaN,NaN
3.244140625,0.062890625,0.689453125,NaN,NaN,NaN,NaN,NaN
9.744140625,0.162890625,0.189453125,0.0242610622485559,-3.71888259041674,0.177638326588246,0.0833407660848354,0.0625354958234133
11.369140625,0.037890625,0.814453125,NaN,NaN,NaN,NaN,NaN
4.869140625,0.137890625,0.314453125,0.0210481757003011,-3.86094138767821,0.257500646516733,0.110865903927964,0.0823555550678051
14.619140625,0.087890625,0.064453125,NaN,NaN,NaN,NaN,NaN
8.119140625,0.187890625,0.564453125,NaN,NaN,NaN,NaN,NaN
8.525390625,0.006640625,0.033203125,0.0455267033712876,-3.08945623789517,0.038885299728893,0.0180456854357813,0.0135347546726642
2.025390625,0.106640625,0.533203125,NaN,NaN,NaN,NaN,NaN
11.775390625,0.056640625,0.783203125,NaN,NaN,NaN,NaN,NaN
5.275390625,0.156640625,0.283203125,0.0238084364040811,-3.73771529035491,0.258939875147339,0.113133650803208,0.084173299680634
6.900390625,0.031640625,0.658203125,NaN,NaN,NaN,NaN,NaN
