scaled_birth_size_bin_avg,scaled_delta_size_bin_avg
0.739961704948701,1.13596302038725
0.817458306598367,1.08986773498202
0.859344700027126,1.07178541705632
0.892063907571959,1.04615429934478
0.919770540808156,1.03499094958282
0.944976902191096,1.01651073683691
0.969208155561445,1.00946192689778
0.992758740124685,1.00089877411442
1.01762957439944,0.99443533100609
1.04332583510883,0.96911631251052
1.07007069712253,0.961462810558625
1.1012725430453,0.947968737378631
1.13924489941411,0.936220256423337
1.19108876841403,0.913834838950011
1.30061208009114,0.868412866099037
