scaled_birth_size_bin_avg,scaled_delta_size_bin_avg
0.812020325403419,1.1699736377981
0.870941208917432,1.10591218011484
0.901020321333414,1.08516885619217
0.923740499369135,1.05941900855544
0.943503718230902,1.04603035109533
0.961884057362299,1.03447118656976
0.979323183334227,1.01379992068676
0.996441743407832,0.999740636845965
1.01398551831791,0.984547098385628
1.03163357142883,0.972928731617568
1.05166409002883,0.950959177167969
1.07384436438166,0.930178013245827
1.09972053423924,0.913440566498497
1.13363833234076,0.893768853004758
1.20541445554439,0.840416514075481
