sigma,a_sat,q,goodness_fit,log_goodness_fit,a_max,a_fast_growth,a_medium_nut_and_cm
7.37109375,0.1775390625,0.418994140625,0.00402120625160433,-5.51617335877284,0.220197751587869,0.100731569069906,0.0753351452563057
12.62109375,0.0150390625,0.409619140625,0.00485419000129189,-5.32791302920279,0.0464085933295559,0.0221278300505398,0.0166331423351615
6.62109375,0.1150390625,0.484619140625,0.00209119381072469,-6.17002017477511,0.189965302096051,0.0858319096517091,0.0641142573766868
9.62109375,0.0650390625,0.447119140625,0.0016501242104293,-6.40690471485491,0.113092345379821,0.0530163672416582,0.0397579820855338
3.62109375,0.1650390625,0.372119140625,NaN,NaN,NaN,NaN,NaN
5.12109375,0.0400390625,0.465869140625,0.00248014238228583,-5.99943930824124,0.13372979974068,0.0581145780374574,0.0432253457280369
11.12109375,0.1400390625,0.390869140625,0.00266006198036879,-5.92940585556947,0.152347705713367,0.072156248755335,0.0541850608247921
8.12109375,0.0900390625,0.353369140625,0.00507941070291502,-5.28256002748384,0.147555053835018,0.0681628326942265,0.0510218818772726
14.12109375,0.1900390625,0.428369140625,0.00184918802680505,-6.29300864066835,0.15479659324972,0.0742843416465429,0.0558745098853876
3.99609375,0.0087890625,0.367431640625,0.00851897310077245,-4.76545947348336,0.0758676086376266,0.0311998811625554,0.0230803415334669
9.99609375,0.1087890625,0.442431640625,0.00142731155562796,-6.55196263521619,0.142973166223039,0.0672188992672751,0.0504183589308421
6.99609375,0.0587890625,0.479931640625,0.00120974758422104,-6.71734354921696,0.131019664762338,0.0596025440329753,0.0445444509290395
12.99609375,0.1587890625,0.404931640625,0.00227580829082435,-6.08541999701067,0.148305204455469,0.0708844958515678,0.0532924733610146
14.49609375,0.0337890625,0.461181640625,0.00512382506529017,-5.27385403579387,0.0643315393668919,0.0308987026852696,0.0232459933072762
8.49609375,0.1337890625,0.386181640625,0.00359469359541091,-5.62829652220339,0.174887777843191,0.0811547832031093,0.0607842878748787
11.49609375,0.0837890625,0.423681640625,0.00216994902623004,-6.13305160192224,0.115598940427398,0.0548585167989146,0.0412017570668167
5.49609375,0.1837890625,0.498681640625,NaN,NaN,NaN,NaN,NaN
10.74609375,0.0212890625,0.489306640625,0.00435141099027411,-5.43725512089643,0.0605869801487302,0.0286312700682193,0.0214927274505611
4.74609375,0.1212890625,0.414306640625,NaN,NaN,NaN,NaN,NaN
13.74609375,0.0712890625,0.376806640625,0.00398351020311767,-5.52559188780217,0.096253448027028,0.046117388052987,0.0347012482586781
7.74609375,0.1712890625,0.451806640625,0.00233666057705627,-6.05903247271716,0.209592489947301,0.0963816516700467,0.0721256301170332
6.24609375,0.0462890625,0.395556640625,0.00331112788571687,-5.71046639666373,0.125255418664639,0.0561713241728008,0.0419082350517773
12.24609375,0.1462890625,0.470556640625,0.00170802987570016,-6.37241469214101,0.147269447188037,0.070161862408444,0.0527176945687389
3.24609375,0.0962890625,0.433056640625,NaN,NaN,NaN,NaN,NaN
9.24609375,0.1962890625,0.358056640625,0.0057431213715499,-5.15975242349952,0.201239023821502,0.0940279671773494,0.0704991115180336
9.43359375,0.0056640625,0.402587890625,0.0038795842829953,-5.55202727464515,0.0337664584433759,0.0158037239442871,0.0118408935021438
3.43359375,0.1056640625,0.477587890625,NaN,NaN,NaN,NaN,NaN
12.43359375,0.0556640625,0.440087890625,0.00301079407691083,-5.80555142208668,0.0900561739432056,0.0429418837843841,0.032278716217042
6.43359375,0.1556640625,0.365087890625,0.00885346160965375,-4.72694675410476,0.225229875822382,0.101381439298927,0.0756659431066177
7.93359375,0.0306640625,0.496337890625,0.00203480978031019,-6.1973529385056,0.0873634433326162,0.0402689502513812,0.0301447778046424
13.93359375,0.1306640625,0.421337890625,0.00233151384425394,-6.06123750381633,0.129330518976335,0.0620239829340687,0.0466420255952868
4.93359375,0.0806640625,0.383837890625,0.00925543235758547,-4.6825446179392,0.195064538480619,0.0842047671010105,0.0625797210896323
10.93359375,0.1806640625,0.458837890625,0.00127014822652975,-6.66862167151921,0.174781421943334,0.0826714769930884,0.0620703252109815
5.68359375,0.0181640625,0.449462890625,0.00139737610579453,-6.5731590110371,0.0836748738069862,0.0370024415686028,0.0275684975057083
11.68359375,0.1181640625,0.374462890625,0.00332462556766947,-5.70639822244267,0.136001455205675,0.0645953280673087,0.0485182983661025
8.68359375,0.0681640625,0.411962890625,0.00196229769117549,-6.23363920092069,0.123184116904725,0.057273501756753,0.042897493416107
14.68359375,0.1681640625,0.486962890625,0.00254127239776762,-5.97509037937925,0.142454586453991,0.0684766849605046,0.0515517990578922
13.18359375,0.0431640625,0.355712890625,0.00509554017805237,-5.27938959671977,0.0767070460685294,0.0366730056725691,0.0275732356394559
7.18359375,0.1431640625,0.430712890625,0.00306047434277111,-5.78918536105379,0.201023492287131,0.0916964456340217,0.0685671868058985
10.18359375,0.0931640625,0.468212890625,0.00156576108475618,-6.45938325706526,0.130854942349867,0.061585547108847,0.0462317692747268
4.18359375,0.1931640625,0.393212890625,NaN,NaN,NaN,NaN,NaN
13.55859375,0.0119140625,0.472900390625,0.00649343215232021,-5.03696405102185,0.0396744533736253,0.0189929607212875,0.0142990928209141
7.55859375,0.1119140625,0.397900390625,0.0033890386316699,-5.68720898728678,0.172061835607411,0.07892700057715,0.0590328216668795
10.55859375,0.0619140625,0.360400390625,0.00402645505684881,-5.51486892863157,0.1044261842126,0.0492858217409424,0.0369905131587863
4.55859375,0.1619140625,0.435400390625,NaN,NaN,NaN,NaN,NaN
3.05859375,0.0369140625,0.416650390625,NaN,NaN,NaN,NaN,NaN
9.05859375,0.1369140625,0.491650390625,0.00136353327931444,-6.59767594870517,0.170164930912761,0.0793656501728639,0.0594859608051195
6.05859375,0.0869140625,0.454150390625,0.00262673157168136,-5.94201495405477,0.175207992164329,0.0782140777786058,0.0583427836289413
12.05859375,0.1869140625,0.379150390625,0.00319742977644851,-5.74540798677011,0.167950177559438,0.0799231651536834,0.0600746307182984
6.80859375,0.0244140625,0.369775390625,0.00363955358982823,-5.61589424501149,0.0859320755779545,0.0389498870751623,0.0291074385572511
12.80859375,0.1244140625,0.444775390625,0.00195189361667132,-6.23895529213248,0.1323821031005,0.063191018532323,0.047529101526825
3.80859375,0.0744140625,0.482275390625,NaN,NaN,NaN,NaN,NaN
9.80859375,0.1744140625,0.407275390625,0.00244133714516458,-6.01520937946649,0.183067433125539,0.0859494492629591,0.0644744929991393
11.30859375,0.0494140625,0.426025390625,0.00269979674994001,-5.91457878660537,0.0896307413728461,0.0424689077087546,0.0319066679770153
5.30859375,0.1494140625,0.351025390625,0.0145415344922995,-4.23074627652373,0.251744564340158,0.110119317680152,0.0819535948798523
14.30859375,0.0994140625,0.388525390625,0.0033969509516255,-5.68487702864049,0.111147289052666,0.0533618919143306,0.0401709912490283
8.30859375,0.1994140625,0.463525390625,0.00203896808883425,-6.19531143791236,0.21649040390393,0.10023631830736,0.0750680656883666
7.34765625,0.0005859375,0.387646484375,0.00348649064806967,-5.65885959363301,0.0126905089771577,0.00578174321473097,0.00434586897460044
13.34765625,0.1005859375,0.462646484375,0.00258903362114057,-5.95647059214774,0.116270597681867,0.0556372532038509,0.0418288160281782
4.34765625,0.0505859375,0.425146484375,0.00743407449846231,-4.9016811858414,0.170027395270039,0.071451432446027,0.0529437780509112
10.34765625,0.1505859375,0.350146484375,0.00498346351997073,-5.30163014374595,0.164802981530194,0.0776729868563815,0.058290848278794
11.84765625,0.0255859375,0.481396484375,0.00460251805846809,-5.38115172124321,0.0627846656153843,0.0298407178799822,0.022415362523059
5.84765625,0.1255859375,0.406396484375,0.00645660282701456,-5.04265197768117,0.215719514196282,0.0958342596085113,0.071447396021104
14.84765625,0.0755859375,0.368896484375,0.0044524613823698,-5.41429821608461,0.0949212052781376,0.0456451256230805,0.0343676277091025
8.84765625,0.1755859375,0.443896484375,0.00178962584940498,-6.32574870365654,0.19547953942511,0.0910017862607858,0.0681917415456809
14.09765625,0.0130859375,0.453271484375,0.00616009816454504,-5.08966256576092,0.0406427311664127,0.0195023465200753,0.0146916276827984
8.09765625,0.1130859375,0.378271484375,0.00397799683432576,-5.52697689434611,0.165647092506391,0.0765131729862929,0.0572736285815298
11.09765625,0.0630859375,0.415771484375,0.0024448552540324,-6.01376935861248,0.102381347520502,0.0484570702386059,0.036404769376381
5.09765625,0.1630859375,0.490771484375,NaN,NaN,NaN,NaN,NaN
3.59765625,0.0380859375,0.359521484375,0.0177214420034072,-4.03297995994869,0.172809034656129,0.0688851986687545,0.0507888261629313
9.59765625,0.1380859375,0.434521484375,0.00152431570755153,-6.48620968598572,0.165036141510438,0.0773570752294749,0.0580142816449623
6.59765625,0.0880859375,0.472021484375,0.00172186009275539,-6.3643501232254,0.166608736370579,0.0752466302998689,0.0561943862618372
12.59765625,0.1880859375,0.397021484375,0.00244827914911023,-6.01236988933388,0.164302063081033,0.078379806544605,0.058911840743309
5.47265625,0.0068359375,0.467333984375,0.00118145541549586,-6.74100819755853,0.0526925106759984,0.0231614515787823,0.0172354260686589
11.47265625,0.1068359375,0.392333984375,0.00266421443511978,-5.92784603587986,0.130695594525581,0.0620040533570172,0.0465656792039101
8.47265625,0.0568359375,0.354833984375,0.00435173472583106,-5.43718072582879,0.114177036685124,0.0529679812715544,0.0396759388753717
14.47265625,0.1568359375,0.429833984375,0.00213133524853184,-6.15100661842127,0.138696064138371,0.0666231765844994,0.0501455664354372
12.97265625,0.0318359375,0.411083984375,0.00410915904969574,-5.49453688218926,0.0664662770759613,0.0317599385258175,0.0238763260071213
6.97265625,0.1318359375,0.486083984375,0.00202162110123077,-6.20385556405855,0.196625607080915,0.0893935326174375,0.0668088460357563
9.97265625,0.0818359375,0.448583984375,0.00156465299590356,-6.46009120743242,0.124177771951626,0.058362108347591,0.0437771553019913
3.97265625,0.1818359375,0.373583984375,NaN,NaN,NaN,NaN,NaN
9.22265625,0.0193359375,0.382958984375,0.00342998546537962,-5.67519925531192,0.063253568344754,0.0295488033406288,0.0221633812956145
3.22265625,0.1193359375,0.457958984375,NaN,NaN,NaN,NaN,NaN
12.22265625,0.0693359375,0.495458984375,0.00350650245449123,-5.65313619000431,0.101504003652122,0.0483441694588635,0.0363264502456551
6.22265625,0.1693359375,0.420458984375,0.00617570514604633,-5.08713220929599,0.240171894806292,0.107650146793649,0.080308077008655
7.72265625,0.0443359375,0.439208984375,0.00141933104341752,-6.55756961455449,0.106852372044159,0.0491114922752833,0.0367726763573146
13.72265625,0.1443359375,0.364208984375,0.00385702358832455,-5.55785948405669,0.137114527886034,0.0657026141371522,0.0494055161128578
4.72265625,0.0943359375,0.401708984375,0.0099779770755399,-4.60737490704644,0.217884083059189,0.0932437088795639,0.0692232444488785
10.72265625,0.1943359375,0.476708984375,0.00128147417029357,-6.6597441682013,0.183354153823995,0.0866098452816987,0.0650067953849003
10.91015625,0.0037109375,0.432177734375,0.00506047230836193,-5.28629545846531,0.0250738177705873,0.0118692232278835,0.00890191281298453
4.91015625,0.1037109375,0.357177734375,0.0133048227939639,-4.31962869339624,0.221953801464059,0.0957155610816495,0.0711193839426402
13.91015625,0.0537109375,0.394677734375,0.00396758805662021,-5.52959691132476,0.0829809887672539,0.0397998469216852,0.0299314795500133
7.91015625,0.1537109375,0.469677734375,0.00169936469622684,-6.3775008058681,0.195952696976121,0.0903019442754515,0.0675973743150036
6.41015625,0.0287109375,0.375927734375,0.00363787395707674,-5.6163558456995,0.0969610543302509,0.043615549030964,0.0325783679523689
12.41015625,0.1287109375,0.450927734375,0.00179679496343507,-6.3217507770589,0.137087073594407,0.0653598388539478,0.0491188692572906
3.41015625,0.0787109375,0.488427734375,NaN,NaN,NaN,NaN,NaN
9.41015625,0.1787109375,0.413427734375,0.00241567883728544,-6.02577493933291,0.18999294782705,0.0889038526155383,0.0666641923181954
4.16015625,0.0162109375,0.422802734375,0.00528354212792988,-5.24315854862583,0.0996925360703387,0.0414309509601926,0.0306855958833423
10.16015625,0.1162109375,0.497802734375,0.0017830615214532,-6.32942343623583,0.146353959221821,0.0688626821017004,0.0516860750397785
7.16015625,0.0662109375,0.460302734375,0.0012638006100517,-6.67363174091282,0.136984928320594,0.0624551867288365,0.0467078284165262
13.16015625,0.1662109375,0.385302734375,0.00289341169796076,-5.84531895479612,0.150655877723601,0.072025169250028,0.0541787120270103
14.66015625,0.0412109375,0.479052734375,0.00531822625550709,-5.23661544184123,0.0705856282299298,0.0339336200965564,0.0255249701818387
8.66015625,0.1412109375,0.404052734375,0.00275781348641105,-5.89331712828973,0.177588604993669,0.0825194725096244,0.06185398818717
11.66015625,0.0912109375,0.366552734375,0.00373709073627977,-5.58944784825984,0.119634194947323,0.0568187653392902,0.0426970072209059
5.66015625,0.1912109375,0.441552734375,NaN,NaN,NaN,NaN,NaN
12.03515625,0.0099609375,0.352490234375,0.00606470068902362,-5.10527008833587,0.038808904631654,0.0184608947505002,0.0138750761415562
6.03515625,0.1099609375,0.427490234375,0.00427714307094451,-5.45446999905894,0.197587223367908,0.0881735231294752,0.0657516684682889
9.03515625,0.0599609375,0.464990234375,0.00154007546319979,-6.47592386167937,0.112769083801598,0.052597187565379,0.0394213983286756
3.03515625,0.1599609375,0.389990234375,NaN,NaN,NaN,NaN,NaN
4.53515625,0.0349609375,0.446240234375,0.00437922655064941,-5.43088315679676,0.136783065477235,0.0580339543576861,0.0430408428202814
10.53515625,0.1349609375,0.371240234375,0.00357859192875254,-5.63278587192946,0.154377795401955,0.072826376809848,0.0546868084186351
7.53515625,0.0849609375,0.408740234375,0.00248235766713144,-5.99854649817748,0.150207348058413,0.0688630145649213,0.051532866864763
13.53515625,0.1849609375,0.483740234375,0.00193929272830705,-6.24543194541741,0.156398138945546,0.0749097370723879,0.0563363454912118
8.28515625,0.0224609375,0.493115234375,0.00250392858740889,-5.98989434555637,0.0727748642323334,0.0337120505072347,0.0252247292566843
14.28515625,0.1224609375,0.418115234375,0.00254843441941768,-5.97227606152776,0.123451522227002,0.0592820973300568,0.0445890976597534
5.28515625,0.0724609375,0.380615234375,0.00749341045699802,-4.89373125037372,0.175873594784923,0.0768774321237477,0.0571922351416528
11.28515625,0.1724609375,0.455615234375,0.00131585798033639,-6.63326636958006,0.16761928581948,0.0794580014251669,0.0596781697374619
9.78515625,0.0474609375,0.399365234375,0.00260126549864202,-5.95175722212251,0.0956403876320716,0.0449022150532395,0.033676991166738
3.78515625,0.1474609375,0.474365234375,NaN,NaN,NaN,NaN,NaN
12.78515625,0.0974609375,0.436865234375,0.00229763837182744,-6.07587347841964,0.117275199032976,0.0559840272008786,0.0420890370239045
6.78515625,0.1974609375,0.361865234375,0.00966467438745363,-4.63927785675448,0.244941570000065,0.110997445580584,0.0829222976112464
13.25390625,0.0021484375,0.487255859375,0.00839469081175034,-4.78015581917848,0.0170527149249233,0.00816273978352,0.00614279301405698
7.25390625,0.1021484375,0.412255859375,0.00285232633753533,-5.85962035887528,0.168733967819919,0.0770602406609102,0.0576071053038547
10.25390625,0.0521484375,0.374755859375,0.00343951172155338,-5.67242575908037,0.0974889854391139,0.0459046061900393,0.0344530928015707
4.25390625,0.1521484375,0.449755859375,NaN,NaN,NaN,NaN,NaN
5.75390625,0.0271484375,0.393505859375,0.00334531386150639,-5.70019475975695,0.101426183771774,0.0449298282113628,0.0334844453478879
11.75390625,0.1271484375,0.468505859375,0.00171924409164863,-6.36587056635675,0.140580125521164,0.0668033075152187,0.0501990662260821
8.75390625,0.0771484375,0.431005859375,0.0015407703313612,-6.47547277245289,0.130394172203984,0.0606584910422853,0.0454412530836381
14.75390625,0.1771484375,0.356005859375,0.00425432051975176,-5.45982021954365,0.145821247847124,0.0701133107113489,0.0527693640026297
8.00390625,0.0146484375,0.365380859375,0.00378638945636677,-5.5763423639824,0.0600577971772551,0.027691828637022,0.0207339525390167
14.00390625,0.1146484375,0.440380859375,0.00244233457362588,-6.01480090464156,0.120810885884403,0.0579482736502858,0.0435804330922343
5.00390625,0.0646484375,0.477880859375,NaN,NaN,NaN,NaN,NaN
11.00390625,0.1646484375,0.402880859375,0.00228835110395608,-6.07992376271127,0.16621710758058,0.0786597093871782,0.0590642121523784
9.50390625,0.0396484375,0.459130859375,0.00212496669010648,-6.15399915197263,0.0889539889818949,0.041666887577387,0.0312432475214754
3.50390625,0.1396484375,0.384130859375,NaN,NaN,NaN,NaN,NaN
12.50390625,0.0896484375,0.421630859375,0.00242102288752801,-6.02356514732121,0.113922893502277,0.0543306721338195,0.0408286094382579
6.50390625,0.1896484375,0.496630859375,NaN,NaN,NaN,NaN,NaN
11.37890625,0.0083984375,0.407568359375,0.00474398598839964,-5.35087757083246,0.0368150062866602,0.0174648629668537,0.0130978018745217
5.37890625,0.1083984375,0.482568359375,NaN,NaN,NaN,NaN,NaN
14.37890625,0.0583984375,0.445068359375,0.00381866925664812,-5.56785327918984,0.0849469304886191,0.0407850701004572,0.0306884622036345
8.37890625,0.1583984375,0.370068359375,0.00506041870258094,-5.28630605156051,0.191934251765679,0.0889301935822751,0.0666143623189966
6.87890625,0.0333984375,0.463818359375,0.00119150187142444,-6.73254069078094,0.0998499360892421,0.0453071226300803,0.0338639077126214
12.87890625,0.1333984375,0.388818359375,0.00283741396086645,-5.86486221879595,0.136639563432606,0.0652626783743184,0.0490863106966278
3.87890625,0.0833984375,0.351318359375,NaN,NaN,NaN,NaN,NaN
9.87890625,0.1833984375,0.426318359375,0.00187391855320815,-6.27972355757882,0.18695329345019,0.087806252218859,0.0658685700916466
3.12890625,0.0208984375,0.435693359375,NaN,NaN,NaN,NaN,NaN
9.12890625,0.1208984375,0.360693359375,0.0044952357800377,-5.40473715858822,0.159141729803337,0.0742703092821794,0.0556980822819
6.12890625,0.0708984375,0.398193359375,0.00414787351662475,-5.48515948169675,0.157002295193415,0.0702017849376203,0.0523855567381805
12.12890625,0.1708984375,0.473193359375,0.00152525956299637,-6.48559067816251,0.160042174107086,0.0762035373701892,0.0572626172781704
13.62890625,0.0458984375,0.379443359375,0.00440602196043576,-5.42478304640293,0.0776190605921243,0.0371775277519297,0.0279521315364778
7.62890625,0.1458984375,0.454443359375,0.00200423263473134,-6.2124940173016,0.195289371135769,0.0896732368037146,0.0670878056165197
10.62890625,0.0958984375,0.491943359375,0.00206325891047242,-6.18346855084217,0.129455969816329,0.0611317833677605,0.0458737766115698
4.62890625,0.1958984375,0.416943359375,NaN,NaN,NaN,NaN,NaN
5.19140625,0.0052734375,0.372412109375,0.00399268355984062,-5.52329170276651,0.0480666403302775,0.0209348216925946,0.015571899634319
11.19140625,0.1052734375,0.447412109375,0.0016827208078476,-6.38734326710828,0.13161874776255,0.0623377629055886,0.0468372354265591
8.19140625,0.0552734375,0.484912109375,0.00147793749033833,-6.51710775076166,0.114985362088863,0.0531648065700594,0.0398003423970811
14.19140625,0.1552734375,0.409912109375,0.00236100128158252,-6.04866947806547,0.139518082611109,0.066963451798903,0.050400289506471
12.69140625,0.0302734375,0.428662109375,0.00400194877685088,-5.5209738422901,0.0656479102628737,0.0313424023102543,0.0235466025437332
6.69140625,0.1302734375,0.353662109375,0.00816795452632365,-4.80753676543159,0.200750734600264,0.0908218388831804,0.0678413083499679
9.69140625,0.0802734375,0.391162109375,0.00262870762730634,-5.94126295002874,0.125095945702827,0.0586656497511807,0.044004541787
3.69140625,0.1802734375,0.466162109375,NaN,NaN,NaN,NaN,NaN
10.44140625,0.0177734375,0.475537109375,0.00397904346584481,-5.5267138237858,0.0563196254969638,0.0265673371618457,0.0199491041619923
4.44140625,0.1177734375,0.400537109375,NaN,NaN,NaN,NaN,NaN
13.44140625,0.0677734375,0.363037109375,0.00443269074724916,-5.41874848715748,0.0950605501968219,0.0454963460322332,0.034207414721086
7.44140625,0.1677734375,0.438037109375,0.00298275070454066,-5.81490934900333,0.212766916016691,0.0974313463063345,0.0728763132815514
8.94140625,0.0427734375,0.419287109375,0.00200117519598309,-6.21402067299875,0.0958585985731694,0.0446768385842698,0.0334889699810544
14.94140625,0.1427734375,0.494287109375,0.00319080403124865,-5.74748234653063,0.129988498185618,0.0625535665389875,0.0470712189959758
5.94140625,0.0927734375,0.456787109375,0.00293344476961094,-5.83157785724758,0.183431435332718,0.0816742773740831,0.0608918775607407
11.94140625,0.1927734375,0.381787109375,0.00311225393423694,-5.77240807758978,0.171523827889308,0.0815827270665558,0.0613023150769888
6.31640625,0.0115234375,0.452099609375,0.00131880130616021,-6.6310320563515,0.0620201593482681,0.0278664732544735,0.0208021990079933
12.31640625,0.1115234375,0.377099609375,0.00328672776563606,-5.71786280925837,0.128154331251577,0.0610637494073609,0.0458892904203119
3.31640625,0.0615234375,0.414599609375,NaN,NaN,NaN,NaN,NaN
9.31640625,0.1615234375,0.489599609375,0.00136113504600124,-6.59943633466499,0.181689171364161,0.0849575179776142,0.0636919390848186
10.81640625,0.0365234375,0.358349609375,0.00444243211161842,-5.41655327962378,0.0790834075774309,0.0373834180242025,0.02805412305118
4.81640625,0.1365234375,0.433349609375,NaN,NaN,NaN,NaN,NaN
13.81640625,0.0865234375,0.470849609375,0.00320670477784107,-5.74251141806164,0.105746640980092,0.0506969628980387,0.0381257537556928
7.81640625,0.1865234375,0.395849609375,0.00474455219893325,-5.35075822462273,0.217466116117767,0.100101069276847,0.07493573068728
14.56640625,0.0240234375,0.405224609375,0.00521278018081823,-5.25664194158606,0.0540809062630242,0.0259825764271007,0.019555095800012
8.56640625,0.1240234375,0.480224609375,0.00126046884160801,-6.67627153071519,0.167566387367283,0.0777932577380833,0.0582776469238234
11.56640625,0.0740234375,0.442724609375,0.00223568736989926,-6.10320655014645,0.108273813196722,0.0513868239056432,0.0386090474794243
5.56640625,0.1740234375,0.367724609375,0.0128515372131173,-4.35429184731576,0.262756149128037,0.115829429156554,0.0862708082968233
4.06640625,0.0490234375,0.498974609375,NaN,NaN,NaN,NaN,NaN
10.06640625,0.1490234375,0.423974609375,0.00172985379060167,-6.35971838814705,0.166650270819989,0.0783852462753469,0.0587970575375278
7.06640625,0.0990234375,0.386474609375,0.00423414744130524,-5.46457328370496,0.168949060064042,0.0769346631004409,0.0574988445111897
13.06640625,0.1990234375,0.461474609375,0.00148279259888961,-6.5138280780074,0.165514955678807,0.0791378576020089,0.059495874917252
3.92578125,0.0013671875,0.462060546875,0.00270173160957779,-5.9138623746598,0.0303603123996342,0.0124273085012745,0.00918155204263987
9.92578125,0.1013671875,0.387060546875,0.00279834379247704,-5.87872753949448,0.138592496501928,0.0651149033852271,0.0488392892390061
6.92578125,0.0513671875,0.424560546875,0.00182859510724675,-6.30420730792015,0.123287273004218,0.0559844400664205,0.041841795532838
12.92578125,0.1513671875,0.499560546875,0.00245481133152089,-6.00970537139314,0.145254188643471,0.0693824585864404,0.0521727212833724
14.42578125,0.0263671875,0.368310546875,0.00563240747789956,-5.17921831226424,0.0569594024554174,0.0273603440635067,0.0205849040837667
8.42578125,0.1263671875,0.443310546875,0.00154990937291126,-6.46955881884987,0.170843319011022,0.0792013587913029,0.059328643926678
11.42578125,0.0763671875,0.480810546875,0.00253265314465507,-5.97848785194023,0.110732919363536,0.0525338252811595,0.0394524646056845
5.42578125,0.1763671875,0.405810546875,NaN,NaN,NaN,NaN,NaN
10.67578125,0.0138671875,0.396435546875,0.00405730887805073,-5.50723536306121,0.0491053705399895,0.0231818767089839,0.0174039075394692
4.67578125,0.1138671875,0.471435546875,NaN,NaN,NaN,NaN,NaN
13.67578125,0.0638671875,0.433935546875,0.00330135448678474,-5.71342244418065,0.0913762073480177,0.0437915393872127,0.0329434626444017
7.67578125,0.1638671875,0.358935546875,0.00688887221348972,-4.97784789189865,0.206197147975287,0.0947329244565435,0.0708804259622048
6.17578125,0.0388671875,0.490185546875,0.00128818672053239,-6.65451969244957,0.115634618841554,0.0517786950427906,0.0386198860462682
12.17578125,0.1388671875,0.415185546875,0.00201297218823744,-6.20814294849671,0.143957226732377,0.0685316445512647,0.0515218688891167
3.17578125,0.0888671875,0.377685546875,NaN,NaN,NaN,NaN,NaN
9.17578125,0.1888671875,0.452685546875,0.00160463503674479,-6.43485893969378,0.198279985679837,0.0926004775718285,0.0694293419714227
8.80078125,0.0076171875,0.382373046875,0.00375867925569513,-5.58368764507042,0.0408430313702394,0.0190058200901709,0.0142533367909015
14.80078125,0.1076171875,0.457373046875,0.00294530070298504,-5.82754436081433,0.113451199197039,0.0545679631606642,0.0410542140820475
5.80078125,0.0576171875,0.494873046875,0.00180126961167211,-6.3192635228974,0.146937878101349,0.0651898105810282,0.0485893080093872
11.80078125,0.1576171875,0.419873046875,0.00181534397745019,-6.31148030996553,0.156160744870741,0.0742175831756536,0.0557692058712532
10.30078125,0.0326171875,0.438623046875,0.00268270538295819,-5.92092952237979,0.076913444675515,0.0362307189739016,0.027186246453945
4.30078125,0.1326171875,0.363623046875,NaN,NaN,NaN,NaN,NaN
13.30078125,0.0826171875,0.401123046875,0.00307297049050149,-5.78511059871052,0.105559800737557,0.0505008902751173,0.0379884150123481
7.30078125,0.1826171875,0.476123046875,NaN,NaN,NaN,NaN,NaN
12.55078125,0.0201171875,0.466748046875,0.00500926267432269,-5.29646654550992,0.0538491745694297,0.025682705430746,0.0193070871173672
6.55078125,0.1201171875,0.391748046875,0.00536669730120017,-5.22754258737795,0.195503936940896,0.088213109635794,0.0658636227106964
9.55078125,0.0701171875,0.354248046875,0.00430384431261256,-5.44824662949703,0.117936764506185,0.0552405779416534,0.0414410014397934
3.55078125,0.1701171875,0.429248046875,NaN,NaN,NaN,NaN,NaN
5.05078125,0.0451171875,0.410498046875,0.00483743077047807,-5.33137153174093,0.143389277645889,0.0621652949677291,0.0462060516631732
11.05078125,0.1451171875,0.485498046875,0.00158680728544102,-6.44603127805595,0.155647773310025,0.0736708957957345,0.0553328845649826
8.05078125,0.0951171875,0.447998046875,0.00136971627681714,-6.59315165780346,0.15246691035033,0.0703757899547363,0.0526838350291316
14.05078125,0.1951171875,0.372998046875,0.00340563236884015,-5.68232463890302,0.15729125607194,0.0754751588108004,0.0567565720487112
13.86328125,0.0044921875,0.417529296875,0.00659353919560756,-5.02166501915126,0.0240339433409865,0.0115220630457763,0.00867105213475833
7.86328125,0.1044921875,0.492529296875,0.00135602289425103,-6.60319920594051,0.162154893906526,0.0746766317935504,0.0559014806570115
10.86328125,0.0544921875,0.455029296875,0.00239435602933425,-6.03464096555437,0.0963491904498633,0.045538853120473,0.0342052424417996
4.86328125,0.1544921875,0.380029296875,NaN,NaN,NaN,NaN,NaN
3.36328125,0.0294921875,0.473779296875,NaN,NaN,NaN,NaN,NaN
9.36328125,0.1294921875,0.398779296875,0.00256512691626382,-5.96574732155862,0.162203285735167,0.075875438311278,0.056903247299367
6.36328125,0.0794921875,0.361279296875,0.00635340713578627,-5.05876405315594,0.162120476688727,0.0728874166133854,0.0544046893676131
12.36328125,0.1794921875,0.436279296875,0.0015506373898744,-6.46908921330465,0.162228611158249,0.0773035915589298,0.0581026450474423
7.11328125,0.0169921875,0.426904296875,0.00171829184369677,-6.36642459575114,0.0696966468904247,0.0317601543519602,0.0237343039144791
13.11328125,0.1169921875,0.351904296875,0.004484582859434,-5.40710979572687,0.126657397338425,0.0605621255987552,0.0455267505382706
4.11328125,0.0669921875,0.389404296875,0.013092623335004,-4.33570631157591,0.204540568107534,0.0847648025769057,0.0627534684481025
10.11328125,0.1669921875,0.464404296875,0.00124218481030095,-6.69088350597618,0.175929625151265,0.0827572973491378,0.0620974768478906
11.61328125,0.0419921875,0.370654296875,0.00410049808723489,-5.49664682795911,0.0813502488364157,0.0386196455690768,0.0290219487812373
5.61328125,0.1419921875,0.445654296875,NaN,NaN,NaN,NaN,NaN
14.61328125,0.0919921875,0.483154296875,0.00372139705572447,-5.59365612858521,0.105637739913233,0.0507818888802065,0.0382053826525016
