growth_rate_per_hr,avg_newborn_size
0.803777243,0.421068508
0.814365453,0.464505848
1.102148533,0.586485723
1.373378214,0.797081119
1.56307122,1.044138692
1.839315388,1.634165366
2.420194295,2.719460969
