growth_rate_per_hr,newborn_size
1.204134622,0.940708056
1.302112849,0.940708056
1.372725772,0.988038973
1.486959138,1.012590111
1.666418117,1.070083815
1.867687318,1.117048697
2.047146296,1.18047344
