RA,E,Q,U,X,A,RI,size,t
388,379,585,0,61,33,0,1446,3.47
389,382,587,0,61,36,0,1455,3.475
389,382,590,0,63,37,0,1461,3.48
389,384,592,0,63,53,0,1481,3.485
392,386,594,0,63,51,0,1486,3.49
394,390,596,0,63,48,0,1491,3.495
398,391,596,0,63,49,0,1497,3.5
399,395,600,0,64,46,0,1504,3.505
403,396,605,0,64,40,0,1508,3.51
403,397,610,0,64,41,0,1515,3.515
403,398,613,0,65,44,0,1523,3.52
405,402,614,0,65,48,0,1534,3.525
406,406,617,0,65,48,0,1542,3.53
409,407,620,0,65,54,0,1555,3.535
410,411,624,0,65,49,0,1559,3.54
412,413,626,0,65,49,0,1565,3.545
412,416,629,0,65,45,0,1567,3.55
413,417,632,0,65,56,0,1583,3.555
414,419,635,0,65,59,0,1592,3.56
417,425,637,0,65,59,0,1603,3.565
417,427,641,0,67,56,0,1608,3.57
418,428,643,0,67,60,0,1616,3.575
418,431,648,0,67,59,0,1623,3.58
420,433,652,0,67,60,0,1632,3.585
423,437,654,0,67,55,0,1636,3.59
428,439,658,0,68,53,0,1646,3.595
429,440,664,0,68,57,0,1658,3.6
432,441,666,0,69,55,0,1663,3.605
434,445,670,0,69,52,0,1670,3.61
435,449,672,0,69,49,0,1674,3.615
436,451,674,0,69,61,0,1691,3.62
437,452,680,0,69,60,0,1698,3.625
439,454,683,0,69,60,0,1705,3.63
439,456,685,0,69,68,0,1717,3.635
220,228,363,0,36,41,0,888,3.64
221,228,363,0,36,43,0,891,3.645
222,230,363,0,36,41,0,892,3.65
222,234,366,0,36,39,0,897,3.655
223,234,370,0,36,40,0,903,3.66
225,237,371,0,36,43,0,912,3.665
226,239,372,0,36,45,0,918,3.67
228,241,374,0,36,41,0,920,3.675
228,242,376,0,36,44,0,926,3.68
229,243,378,0,36,45,0,931,3.685
231,244,380,0,36,41,0,932,3.69
233,244,381,0,37,44,0,939,3.695
236,246,383,0,37,41,0,943,3.7
237,248,386,0,37,43,0,951,3.705
238,249,387,0,37,41,0,952,3.71
239,249,389,0,38,40,0,955,3.715
239,250,391,0,39,45,0,964,3.72
240,251,393,0,39,42,0,965,3.725
240,255,394,0,39,40,0,968,3.73
241,257,397,0,40,43,0,978,3.735
242,257,399,0,40,49,0,987,3.74
243,258,400,0,41,49,0,991,3.745
243,259,402,0,41,50,0,995,3.75
244,259,406,0,41,52,0,1002,3.755
249,262,410,0,41,43,0,1005,3.76
250,262,412,0,41,45,0,1010,3.765
251,264,413,0,41,46,0,1015,3.77
252,265,415,0,41,43,0,1016,3.775
252,266,416,0,41,43,0,1018,3.78
254,266,419,0,41,42,0,1022,3.785
254,269,421,0,41,38,0,1023,3.79
256,270,424,0,41,37,0,1028,3.795
257,271,426,0,41,40,0,1035,3.8
259,272,428,0,41,44,0,1044,3.805
261,273,430,0,41,45,0,1050,3.81
261,276,431,0,42,48,0,1058,3.815
261,277,433,0,42,53,0,1066,3.82
262,277,436,0,42,59,0,1076,3.825
262,279,439,0,42,63,0,1085,3.83
262,284,440,0,42,64,0,1092,3.835
264,284,443,0,43,63,0,1097,3.84
267,286,447,0,43,60,0,1103,3.845
268,290,454,0,43,52,0,1107,3.85
269,290,459,0,43,50,0,1111,3.855
270,294,460,0,44,46,0,1114,3.86
272,295,466,0,44,42,0,1119,3.865
275,298,466,0,44,40,0,1123,3.87
277,299,469,0,44,39,0,1128,3.875
279,302,472,0,44,39,0,1136,3.88
280,303,472,0,44,42,0,1141,3.885
281,304,476,0,44,48,0,1153,3.89
281,306,477,0,44,49,0,1157,3.895
282,308,479,0,44,53,0,1166,3.9
284,312,482,0,44,48,0,1170,3.905
286,313,485,0,44,48,0,1176,3.91
288,317,489,0,44,45,0,1183,3.915
288,320,494,0,44,39,0,1185,3.92
289,322,496,0,44,41,0,1192,3.925
289,324,499,0,44,45,0,1201,3.93
290,326,502,0,44,49,0,1211,3.935
292,328,505,0,44,44,0,1213,3.94
293,329,507,0,44,47,0,1220,3.945
296,330,510,0,45,47,0,1228,3.95
296,331,515,0,45,44,0,1231,3.955
299,333,517,0,45,45,0,1239,3.96
300,334,518,0,45,50,0,1247,3.965
302,335,521,0,45,50,0,1253,3.97
303,336,523,0,45,51,0,1258,3.975
305,340,524,0,45,48,0,1262,3.98
307,343,527,0,45,44,0,1266,3.985
309,345,531,0,45,42,0,1272,3.99
310,348,533,0,46,45,0,1282,3.995
312,349,534,0,46,50,0,1291,4
313,352,536,0,46,52,0,1299,4.005
314,352,542,0,47,49,0,1304,4.01
317,352,543,0,48,48,0,1308,4.015
317,352,547,0,48,51,0,1315,4.02
320,353,549,0,48,50,0,1320,4.025
321,354,554,0,48,53,0,1330,4.03
323,356,554,0,49,57,0,1339,4.035
324,357,557,0,49,57,0,1344,4.04
325,358,559,0,49,58,0,1349,4.045
325,361,565,0,50,62,0,1363,4.05
326,364,568,0,51,63,0,1372,4.055
327,367,570,0,51,64,0,1379,4.06
328,368,574,0,52,70,0,1392,4.065
330,369,581,0,52,62,0,1394,4.07
331,371,584,0,52,62,0,1400,4.075
331,374,592,0,53,59,0,1409,4.08
334,374,593,0,53,62,0,1416,4.085
337,375,593,0,54,68,0,1427,4.09
339,378,594,0,54,69,0,1434,4.095
342,380,596,0,54,72,0,1444,4.1
343,382,599,0,54,74,0,1452,4.105
345,382,605,0,55,72,0,1459,4.11
345,386,610,0,55,67,0,1463,4.115
347,388,610,0,55,68,0,1468,4.12
348,391,612,0,55,71,0,1477,4.125
350,394,619,0,55,65,0,1483,4.13
352,394,621,0,56,67,0,1490,4.135
352,396,625,0,56,66,0,1495,4.14
352,398,627,0,56,74,0,1507,4.145
353,401,632,0,56,73,0,1515,4.15
353,403,637,0,56,80,0,1529,4.155
358,406,639,0,56,74,0,1533,4.16
360,406,640,0,56,73,0,1535,4.165
362,408,644,0,56,69,0,1539,4.17
363,411,646,0,57,71,0,1548,4.175
364,413,648,0,57,74,0,1556,4.18
367,413,654,0,57,70,0,1561,4.185
370,413,663,0,57,69,0,1572,4.19
373,415,668,0,57,65,0,1578,4.195
375,417,671,0,57,68,0,1588,4.2
376,420,676,0,58,69,0,1599,4.205
377,424,677,0,59,71,0,1608,4.21
379,427,681,0,59,69,0,1615,4.215
380,428,685,0,60,70,0,1623,4.22
384,432,692,0,62,59,0,1629,4.225
386,435,694,0,62,58,0,1635,4.23
388,436,696,0,63,60,0,1643,4.235
389,438,697,0,63,67,0,1654,4.24
391,438,702,0,63,63,0,1657,4.245
391,439,706,0,64,62,0,1662,4.25
392,442,711,0,66,60,0,1671,4.255
394,444,716,0,66,52,0,1672,4.26
396,447,721,0,67,51,0,1682,4.265
398,449,726,0,67,51,0,1691,4.27
399,450,730,0,67,60,0,1706,4.275
399,451,734,0,68,63,0,1715,4.28
399,457,738,0,68,61,0,1723,4.285
399,460,740,0,68,66,0,1733,4.29
399,462,742,0,68,66,0,1737,4.295
401,464,748,0,68,63,0,1744,4.3
198,230,394,0,37,34,0,893,4.305
199,232,396,0,37,31,0,895,4.31
200,233,396,0,37,33,0,899,4.315
200,235,399,0,37,30,0,901,4.32
201,237,400,0,37,29,0,904,4.325
202,237,403,0,37,29,0,908,4.33
206,237,403,0,37,32,0,915,4.335
207,237,405,0,38,31,0,918,4.34
208,238,405,0,39,32,0,922,4.345
208,239,406,0,39,37,0,929,4.35
208,240,408,0,40,37,0,933,4.355
209,240,409,0,40,41,0,939,4.36
212,241,411,0,40,40,0,944,4.365
213,241,413,0,41,41,0,949,4.37
214,243,415,0,42,39,0,953,4.375
214,243,419,0,42,40,0,958,4.38
214,243,424,0,43,38,0,962,4.385
214,244,426,0,43,41,0,968,4.39
216,247,427,0,43,39,0,972,4.395
216,251,430,0,43,35,0,975,4.4
217,252,431,0,43,35,0,978,4.405
218,253,433,0,43,34,0,981,4.41
219,254,437,0,43,32,0,985,4.415
219,254,440,0,43,31,0,987,4.42
219,256,441,0,43,31,0,990,4.425
219,257,446,0,43,26,0,991,4.43
220,258,449,0,43,25,0,995,4.435
220,258,451,0,43,31,0,1003,4.44
220,258,452,0,43,32,0,1005,4.445
220,259,454,0,43,37,0,1013,4.45
221,261,457,0,43,34,0,1016,4.455
222,264,457,0,43,33,0,1019,4.46
224,266,458,0,43,35,0,1026,4.465
224,268,459,0,43,39,0,1033,4.47
224,270,461,0,43,36,0,1034,4.475
226,270,462,0,43,41,0,1042,4.48
227,271,465,0,43,40,0,1046,4.485
227,272,468,0,43,42,0,1052,4.49
228,272,472,0,43,44,0,1059,4.495
230,274,477,0,43,39,0,1063,4.5
230,274,478,0,43,39,0,1064,4.505
231,276,479,0,43,43,0,1072,4.51
231,277,481,0,43,47,0,1079,4.515
234,278,481,0,43,46,0,1082,4.52
235,278,481,0,43,50,0,1087,4.525
236,282,483,0,43,52,0,1096,4.53
239,284,486,0,43,51,0,1103,4.535
242,284,486,0,43,52,0,1107,4.54
244,285,490,0,44,51,0,1114,4.545
245,287,494,0,44,46,0,1116,4.55
247,288,496,0,45,42,0,1118,4.555
248,289,499,0,45,44,0,1125,4.56
248,290,502,0,45,42,0,1127,4.565
248,292,504,0,45,41,0,1130,4.57
249,293,511,0,45,37,0,1135,4.575
249,293,512,0,48,36,0,1138,4.58
250,294,514,0,48,43,0,1149,4.585
252,297,523,0,48,34,0,1154,4.59
254,298,525,0,48,34,0,1159,4.595
254,298,526,0,49,41,0,1168,4.6
254,298,528,0,49,46,0,1175,4.605
257,300,528,0,49,47,0,1181,4.61
259,302,529,0,51,44,0,1185,4.615
261,302,533,0,51,43,0,1190,4.62
262,302,534,0,52,47,0,1197,4.625
263,303,536,0,52,48,0,1202,4.63
263,304,538,0,52,51,0,1208,4.635
264,306,539,0,52,50,0,1211,4.64
266,306,544,0,53,46,0,1215,4.645
268,306,548,0,53,48,0,1223,4.65
269,307,549,0,56,47,0,1228,4.655
270,308,551,0,56,52,0,1237,4.66
272,311,552,0,56,49,0,1240,4.665
272,311,556,0,56,51,0,1246,4.67
274,311,557,0,56,53,0,1251,4.675
275,313,558,0,56,51,0,1253,4.68
276,316,562,0,56,49,0,1259,4.685
278,318,568,0,56,47,0,1267,4.69
278,319,572,0,57,50,0,1276,4.695
280,321,575,0,57,50,0,1283,4.7
281,322,577,0,57,51,0,1288,4.705
283,324,581,0,57,46,0,1291,4.71
286,327,584,0,58,44,0,1299,4.715
287,330,586,0,58,45,0,1306,4.72
287,334,591,0,58,38,0,1308,4.725
289,335,594,0,58,37,0,1313,4.73
290,335,600,0,58,43,0,1326,4.735
290,335,606,0,58,43,0,1332,4.74
291,336,607,0,60,45,0,1339,4.745
291,338,608,0,60,53,0,1350,4.75
291,338,609,0,61,56,0,1355,4.755
291,340,611,0,62,62,0,1366,4.76
291,341,614,0,62,65,0,1373,4.765
296,344,616,0,63,59,0,1378,4.77
298,345,620,0,64,61,0,1388,4.775
298,347,621,0,64,61,0,1391,4.78
298,349,622,0,65,65,0,1399,4.785
299,350,625,0,65,68,0,1407,4.79
299,351,627,0,65,72,0,1414,4.795
301,352,629,0,65,71,0,1418,4.8
303,354,633,0,65,68,0,1423,4.805
305,356,635,0,65,69,0,1430,4.81
306,360,636,0,65,69,0,1436,4.815
308,362,637,0,65,70,0,1442,4.82
310,364,638,0,65,71,0,1448,4.825
312,367,642,0,66,69,0,1456,4.83
313,369,644,0,66,71,0,1463,4.835
315,374,647,0,66,68,0,1470,4.84
316,374,649,0,67,68,0,1474,4.845
317,374,650,0,68,72,0,1481,4.85
318,375,655,0,68,72,0,1488,4.855
319,378,658,0,68,75,0,1498,4.86
319,379,660,0,68,81,0,1507,4.865
320,380,664,0,68,85,0,1517,4.87
321,381,664,0,68,90,0,1524,4.875
321,384,666,0,68,95,0,1534,4.88
321,388,669,0,68,96,0,1542,4.885
323,389,673,0,69,94,0,1548,4.89
167,222,328,0,37,45,0,799,4.895
167,223,329,0,37,52,0,808,4.9
168,224,330,0,37,50,0,809,4.905
169,224,332,0,37,47,0,809,4.91
169,225,335,0,37,50,0,816,4.915
170,226,339,0,38,45,0,818,4.92
171,229,343,0,38,44,0,825,4.925
172,229,344,0,38,48,0,831,4.93
173,230,346,0,39,49,0,837,4.935
175,232,346,0,39,49,0,841,4.94
175,232,348,0,39,51,0,845,4.945
175,232,352,0,39,50,0,848,4.95
175,232,354,0,39,54,0,854,4.955
176,232,359,0,39,58,0,864,4.96
177,232,361,0,41,58,0,869,4.965
177,233,363,0,41,58,0,872,4.97
177,233,365,0,41,62,0,878,4.975
177,234,365,0,41,63,0,880,4.98
177,236,366,0,41,61,0,881,4.985
178,238,367,0,41,62,0,886,4.99
180,241,368,0,41,60,0,890,4.995
180,242,370,0,41,67,0,900,5
180,244,371,0,41,64,0,900,5.005
181,244,373,0,41,65,0,904,5.01
182,244,374,0,42,69,0,911,5.015
184,246,376,0,42,67,0,915,5.02
184,249,377,0,43,68,0,921,5.025
184,249,378,0,43,75,0,929,5.03
185,251,378,0,43,75,0,932,5.035
186,252,380,0,43,77,0,938,5.04
186,253,381,0,43,82,0,945,5.045
187,255,381,0,43,86,0,952,5.05
187,256,383,0,44,89,0,959,5.055
188,256,386,0,44,91,0,965,5.06
189,257,387,0,44,91,0,968,5.065
189,259,392,0,44,86,0,970,5.07
190,260,395,0,44,86,0,975,5.075
190,260,395,0,44,94,0,983,5.08
191,262,396,0,44,94,0,987,5.085
193,263,398,0,44,93,0,991,5.09
193,265,400,0,45,94,0,997,5.095
193,266,401,0,46,94,0,1000,5.1
194,267,403,0,46,92,0,1002,5.105
195,270,403,0,46,95,0,1009,5.11
197,270,404,0,46,97,0,1014,5.115
198,274,407,0,46,95,0,1020,5.12
200,274,408,0,46,96,0,1024,5.125
202,274,410,0,48,94,0,1028,5.13
204,275,412,0,48,94,0,1033,5.135
204,276,415,0,48,99,0,1042,5.14
205,277,417,0,49,97,0,1045,5.145
209,279,420,0,49,94,0,1051,5.15
209,280,422,0,50,97,0,1058,5.155
211,282,425,0,50,99,0,1067,5.16
211,283,430,0,51,98,0,1073,5.165
211,286,431,0,51,103,0,1082,5.17
212,289,441,0,51,94,0,1087,5.175
212,289,444,0,51,94,0,1090,5.18
212,292,449,0,51,91,0,1095,5.185
214,292,452,0,51,92,0,1101,5.19
217,292,455,0,51,91,0,1106,5.195
218,292,455,0,51,92,0,1108,5.2
220,292,458,0,52,90,0,1112,5.205
221,293,461,0,52,93,0,1120,5.21
221,293,464,0,52,95,0,1125,5.215
224,296,464,0,52,94,0,1130,5.22
224,297,468,0,52,91,0,1132,5.225
224,300,471,0,52,92,0,1139,5.23
225,301,472,0,52,93,0,1143,5.235
226,304,474,0,52,92,0,1148,5.24
228,305,474,0,53,95,0,1155,5.245
228,305,477,0,53,96,0,1159,5.25
229,306,480,0,53,95,0,1163,5.255
229,309,483,0,54,95,0,1170,5.26
232,313,485,0,55,88,0,1173,5.265
233,316,486,0,55,87,0,1177,5.27
233,316,488,0,56,88,0,1181,5.275
234,319,494,0,56,88,0,1191,5.28
237,321,497,0,56,85,0,1196,5.285
238,321,498,0,56,90,0,1203,5.29
238,323,499,0,56,90,0,1206,5.295
239,323,501,0,56,92,0,1211,5.3
240,329,502,0,56,85,0,1212,5.305
241,330,505,0,56,88,0,1220,5.31
242,332,508,0,56,86,0,1224,5.315
242,333,510,0,56,88,0,1229,5.32
243,334,512,0,57,91,0,1237,5.325
245,335,513,0,57,97,0,1247,5.33
249,336,514,0,57,97,0,1253,5.335
254,338,517,0,58,93,0,1260,5.34
255,339,520,0,58,91,0,1263,5.345
255,342,522,0,58,94,0,1271,5.35
255,343,525,0,58,100,0,1281,5.355
257,344,532,0,60,96,0,1289,5.36
260,346,532,0,61,97,0,1296,5.365
261,346,539,0,61,95,0,1302,5.37
261,347,544,0,63,94,0,1309,5.375
263,348,546,0,63,98,0,1318,5.38
264,349,548,0,63,98,0,1322,5.385
265,352,549,0,63,100,0,1329,5.39
265,354,551,0,64,102,0,1336,5.395
266,358,553,0,64,100,0,1341,5.4
267,359,555,0,64,106,0,1351,5.405
269,361,557,0,64,108,0,1359,5.41
271,362,560,0,64,108,0,1365,5.415
274,362,565,0,64,108,0,1373,5.42
275,363,567,0,64,115,0,1384,5.425
279,365,570,0,64,111,0,1389,5.43
281,365,572,0,64,112,0,1394,5.435
283,366,576,0,64,113,0,1402,5.44
285,367,579,0,64,114,0,1409,5.445
285,370,587,0,65,110,0,1417,5.45
286,370,592,0,65,112,0,1425,5.455
288,371,597,0,65,109,0,1430,5.46
288,375,600,0,65,115,0,1443,5.465
288,378,603,0,65,116,0,1450,5.47
290,380,607,0,65,118,0,1460,5.475
291,383,610,0,65,118,0,1467,5.48
293,388,614,0,65,111,0,1471,5.485
295,389,615,0,65,112,0,1476,5.49
295,390,617,0,65,120,0,1487,5.495
295,393,618,0,65,126,0,1497,5.5
296,394,620,0,65,133,0,1508,5.505
300,394,625,0,65,134,0,1518,5.51
301,396,629,0,65,139,0,1530,5.515
304,397,634,0,65,139,0,1539,5.52
307,397,638,0,66,137,0,1545,5.525
309,401,643,0,66,138,0,1557,5.53
311,402,647,0,67,134,0,1561,5.535
313,405,649,0,67,132,0,1566,5.54
315,406,650,0,67,135,0,1573,5.545
317,409,654,0,67,137,0,1584,5.55
318,410,658,0,67,142,0,1595,5.555
163,200,292,0,30,79,0,764,5.56
164,200,292,0,30,81,0,767,5.565
166,201,296,0,30,78,0,771,5.57
168,202,297,0,31,78,0,776,5.575
170,203,297,0,31,78,0,779,5.58
172,203,298,0,31,80,0,784,5.585
175,205,300,0,32,78,0,790,5.59
176,208,303,0,32,81,0,800,5.595
176,208,306,0,32,83,0,805,5.6
178,210,310,0,32,79,0,809,5.605
179,211,311,0,32,77,0,810,5.61
179,214,312,0,32,78,0,815,5.615
179,215,312,0,32,81,0,819,5.62
179,216,314,0,32,80,0,821,5.625
179,218,316,0,32,78,0,823,5.63
179,220,317,0,32,76,0,824,5.635
180,224,319,0,32,76,0,831,5.64
181,224,320,0,32,80,0,837,5.645
182,225,323,0,32,81,0,843,5.65
182,225,323,0,32,84,0,846,5.655
185,225,324,0,32,84,0,850,5.66
186,226,325,0,32,85,0,854,5.665
186,226,330,0,33,80,0,855,5.67
186,226,332,0,33,85,0,862,5.675
187,227,333,0,33,87,0,867,5.68
189,229,334,0,35,83,0,870,5.685
190,231,335,0,35,80,0,871,5.69
191,231,337,0,35,81,0,875,5.695
192,233,338,0,35,80,0,878,5.7
194,234,340,0,35,80,0,883,5.705
195,234,344,0,35,82,0,890,5.71
198,235,347,0,35,81,0,896,5.715
199,235,348,0,36,83,0,901,5.72
200,235,349,0,36,89,0,909,5.725
203,236,351,0,36,86,0,912,5.73
205,238,354,0,36,82,0,915,5.735
206,240,355,0,36,80,0,917,5.74
206,243,360,0,36,74,0,919,5.745
207,245,361,0,36,70,0,919,5.75
208,246,362,0,36,75,0,927,5.755
208,248,363,0,36,75,0,930,5.76
209,249,364,0,37,76,0,935,5.765
211,251,366,0,37,76,0,941,5.77
213,253,370,0,37,75,0,948,5.775
214,255,374,0,37,72,0,952,5.78
214,256,376,0,39,71,0,956,5.785
215,257,377,0,40,72,0,961,5.79
217,258,378,0,41,74,0,968,5.795
217,259,385,0,41,71,0,973,5.8
218,264,391,0,41,65,0,979,5.805
218,265,392,0,41,69,0,985,5.81
218,267,395,0,41,67,0,988,5.815
218,270,398,0,42,65,0,993,5.82
220,274,400,0,42,62,0,998,5.825
221,274,402,0,42,62,0,1001,5.83
221,276,403,0,43,64,0,1007,5.835
223,279,403,0,43,65,0,1013,5.84
225,279,406,0,43,69,0,1022,5.845
225,280,406,0,43,78,0,1032,5.85
229,280,408,0,45,74,0,1036,5.855
230,281,408,0,45,75,0,1039,5.86
231,283,412,0,45,73,0,1044,5.865
232,284,412,0,45,76,0,1049,5.87
234,286,413,0,45,74,0,1052,5.875
235,288,416,0,45,77,0,1061,5.88
235,291,418,0,45,76,0,1065,5.885
236,295,418,0,45,76,0,1070,5.89
240,297,421,0,45,76,0,1079,5.895
242,299,422,0,45,75,0,1083,5.9
244,299,426,0,46,72,0,1087,5.905
247,300,428,0,46,70,0,1091,5.91
247,301,432,0,47,67,0,1094,5.915
247,302,433,0,47,75,0,1104,5.92
248,305,436,0,48,71,0,1108,5.925
249,306,440,0,48,71,0,1114,5.93
251,308,445,0,48,67,0,1119,5.935
253,309,448,0,48,67,0,1125,5.94
255,310,450,0,48,68,0,1131,5.945
256,313,451,0,48,69,0,1137,5.95
256,313,454,0,48,74,0,1145,5.955
256,314,456,0,49,75,0,1150,5.96
258,314,460,0,50,77,0,1159,5.965
261,315,462,0,50,76,0,1164,5.97
261,316,463,0,50,80,0,1170,5.975
262,317,468,0,50,79,0,1176,5.98
263,317,472,0,50,81,0,1183,5.985
264,319,477,0,51,77,0,1188,5.99
267,320,481,0,52,74,0,1194,5.995
268,321,484,0,53,72,0,1198,6
269,322,484,0,53,75,0,1203,6.005
273,325,488,0,53,72,0,1211,6.01
274,326,491,0,53,70,0,1214,6.015
274,327,493,0,56,71,0,1221,6.02
277,327,497,0,56,73,0,1230,6.025
278,328,500,0,56,78,0,1240,6.03
278,331,502,0,57,79,0,1247,6.035
280,335,509,0,57,73,0,1254,6.04
281,337,514,0,57,70,0,1259,6.045
282,338,514,0,57,82,0,1273,6.05
283,340,519,0,57,84,0,1283,6.055
286,342,523,0,57,82,0,1290,6.06
286,345,524,0,58,78,0,1291,6.065
287,347,524,0,58,81,0,1297,6.07
287,350,528,0,58,79,0,1302,6.075
288,350,529,0,58,84,0,1309,6.08
291,353,531,0,59,83,0,1317,6.085
291,354,536,0,59,81,0,1321,6.09
291,355,539,0,59,82,0,1326,6.095
291,357,540,0,59,84,0,1331,6.1
294,359,543,0,59,89,0,1344,6.105
295,359,546,0,59,91,0,1350,6.11
295,360,546,0,59,94,0,1354,6.115
297,361,548,0,59,94,0,1359,6.12
297,365,551,0,59,93,0,1365,6.125
300,369,554,0,60,91,0,1374,6.13
303,369,558,0,60,87,0,1377,6.135
308,369,561,0,60,85,0,1383,6.14
308,372,561,0,60,95,0,1396,6.145
309,375,562,0,61,97,0,1404,6.15
312,379,565,0,61,95,0,1412,6.155
312,382,567,0,61,100,0,1422,6.16
315,385,568,0,61,100,0,1429,6.165
315,387,571,0,63,99,0,1435,6.17
317,389,577,0,63,99,0,1445,6.175
320,389,577,0,63,107,0,1456,6.18
320,390,580,0,64,109,0,1463,6.185
320,396,586,0,64,105,0,1471,6.19
322,399,587,0,64,113,0,1485,6.195
324,404,587,0,64,110,0,1489,6.2
326,406,589,0,64,109,0,1494,6.205
327,407,591,0,66,110,0,1501,6.21
328,408,599,0,67,109,0,1511,6.215
332,409,602,0,68,106,0,1517,6.22
333,410,604,0,69,104,0,1520,6.225
333,410,609,0,69,107,0,1528,6.23
333,413,613,0,69,108,0,1536,6.235
333,416,617,0,69,106,0,1541,6.24
336,419,624,0,69,98,0,1546,6.245
340,420,624,0,69,103,0,1556,6.25
342,424,627,0,69,99,0,1561,6.255
343,429,634,0,69,95,0,1570,6.26
347,432,638,0,69,86,0,1572,6.265
349,437,641,0,69,82,0,1578,6.27
351,440,643,0,69,82,0,1585,6.275
354,444,646,0,69,78,0,1591,6.28
356,444,648,0,69,80,0,1597,6.285
357,447,650,0,69,78,0,1601,6.29
358,450,654,0,69,80,0,1611,6.295
359,452,660,0,69,73,0,1613,6.3
177,238,325,0,36,38,0,814,6.305
178,239,328,0,36,39,0,820,6.31
181,241,329,0,36,37,0,824,6.315
181,242,331,0,36,38,0,828,6.32
182,245,334,0,36,36,0,833,6.325
182,246,335,0,36,42,0,841,6.33
182,248,338,0,36,42,0,846,6.335
182,248,340,0,37,43,0,850,6.34
184,251,342,0,38,38,0,853,6.345
185,253,343,0,38,40,0,859,6.35
187,256,346,0,38,40,0,867,6.355
189,257,347,0,38,38,0,869,6.36
190,259,350,0,39,37,0,875,6.365
190,259,352,0,39,39,0,879,6.37
192,259,353,0,39,39,0,882,6.375
192,259,355,0,40,41,0,887,6.38
194,260,358,0,41,41,0,894,6.385
195,261,362,0,41,35,0,894,6.39
197,262,363,0,41,37,0,900,6.395
198,264,366,0,41,34,0,903,6.4
200,266,371,0,41,29,0,907,6.405
200,267,373,0,41,34,0,915,6.41
201,267,377,0,41,33,0,919,6.415
201,269,378,0,43,34,0,925,6.42
203,271,380,0,43,34,0,931,6.425
203,272,383,0,44,38,0,940,6.43
204,273,383,0,44,42,0,946,6.435
205,274,384,0,45,45,0,953,6.44
205,274,386,0,45,47,0,957,6.445
205,274,387,0,45,53,0,964,6.45
207,275,390,0,46,55,0,973,6.455
207,277,391,0,46,58,0,979,6.46
208,277,392,0,46,60,0,983,6.465
208,279,396,0,46,60,0,989,6.47
209,281,397,0,46,61,0,994,6.475
211,282,400,0,46,57,0,996,6.48
212,282,403,0,46,59,0,1002,6.485
214,282,407,0,46,56,0,1005,6.49
216,283,409,0,46,53,0,1007,6.495
216,284,410,0,46,55,0,1011,6.5
217,288,410,0,47,54,0,1016,6.505
219,289,413,0,47,57,0,1025,6.51
219,289,416,0,47,57,0,1028,6.515
219,292,419,0,48,58,0,1036,6.52
219,294,419,0,48,62,0,1042,6.525
219,294,420,0,48,65,0,1046,6.53
221,294,422,0,48,63,0,1048,6.535
221,295,423,0,49,67,0,1055,6.54
222,296,426,0,51,66,0,1061,6.545
222,297,427,0,51,68,0,1065,6.55
222,297,430,0,51,71,0,1071,6.555
226,297,433,0,51,68,0,1075,6.56
229,298,435,0,51,72,0,1085,6.565
232,298,440,0,51,73,0,1094,6.57
232,298,447,0,51,69,0,1097,6.575
236,301,450,0,52,62,0,1101,6.58
238,302,452,0,52,61,0,1105,6.585
240,304,457,0,53,56,0,1110,6.59
242,305,457,0,54,61,0,1119,6.595
243,306,458,0,54,60,0,1121,6.6
244,308,459,0,55,63,0,1129,6.605
245,314,465,0,55,54,0,1133,6.61
246,316,468,0,55,52,0,1137,6.615
246,318,473,0,55,50,0,1142,6.62
246,320,476,0,56,50,0,1148,6.625
247,321,477,0,56,53,0,1154,6.63
247,322,479,0,56,57,0,1161,6.635
252,322,483,0,56,53,0,1166,6.64
253,324,488,0,56,47,0,1168,6.645
253,325,488,0,56,52,0,1174,6.65
254,326,492,0,56,48,0,1176,6.655
256,327,496,0,56,44,0,1179,6.66
257,330,498,0,56,43,0,1184,6.665
257,331,499,0,56,48,0,1191,6.67
260,336,501,0,56,43,0,1196,6.675
261,338,503,0,57,44,0,1203,6.68
262,341,506,0,58,44,0,1211,6.685
263,348,507,0,58,45,0,1221,6.69
265,349,508,0,58,44,0,1224,6.695
266,352,509,0,58,42,0,1227,6.7
269,353,513,0,58,38,0,1231,6.705
271,355,514,0,58,37,0,1235,6.71
271,357,519,0,58,42,0,1247,6.715
271,358,522,0,58,41,0,1250,6.72
272,359,523,0,58,44,0,1256,6.725
273,361,528,0,59,45,0,1266,6.73
275,363,531,0,60,45,0,1274,6.735
277,364,535,0,62,43,0,1281,6.74
279,367,536,0,62,43,0,1287,6.745
281,369,537,0,62,44,0,1293,6.75
282,372,539,0,62,48,0,1303,6.755
283,374,540,0,62,52,0,1311,6.76
284,378,542,0,63,52,0,1319,6.765
285,381,545,0,63,53,0,1327,6.77
288,382,548,0,63,51,0,1332,6.775
288,382,551,0,63,57,0,1341,6.78
288,384,551,0,63,63,0,1349,6.785
291,387,554,0,63,68,0,1363,6.79
291,388,557,0,64,79,0,1379,6.795
295,392,558,0,64,77,0,1386,6.8
296,393,562,0,65,76,0,1392,6.805
299,393,565,0,65,75,0,1397,6.81
300,395,567,0,65,81,0,1408,6.815
303,396,568,0,66,80,0,1413,6.82
304,397,570,0,66,79,0,1416,6.825
306,401,578,0,66,69,0,1420,6.83
307,403,578,0,66,72,0,1426,6.835
