t,size,X,a,e,r,q,x
11.515,842,48,0.0403800475059382,0.250593824228029,0.213776722090261,0.438242280285036,0.0570071258907363
11.52,847,49,0.0413223140495868,0.250295159386069,0.212514757969303,0.43801652892562,0.0578512396694215
11.525,849,49,0.0412249705535925,0.250883392226148,0.212014134275618,0.438162544169611,0.0577149587750294
11.53,851,49,0.0399529964747356,0.251468860164512,0.212690951821387,0.438307873090482,0.0575793184488837
11.535,851,49,0.0329024676850764,0.257344300822562,0.212690951821387,0.439482961222092,0.0575793184488837
11.54,856,51,0.0338785046728972,0.257009345794393,0.211448598130841,0.438084112149533,0.0595794392523364
11.545,864,51,0.0381944444444444,0.25462962962963,0.211805555555556,0.436342592592593,0.0590277777777778
11.55,868,51,0.0345622119815668,0.255760368663594,0.215437788018433,0.435483870967742,0.0587557603686636
11.555,869,51,0.0253164556962025,0.257767548906789,0.217491369390104,0.440736478711162,0.0586881472957422
11.56,872,51,0.0229357798165138,0.259174311926606,0.216743119266055,0.442660550458716,0.0584862385321101
11.565,876,51,0.0228310502283105,0.26027397260274,0.215753424657534,0.442922374429224,0.0582191780821918
11.57,880,52,0.0215909090909091,0.261363636363636,0.214772727272727,0.443181818181818,0.0590909090909091
11.575,882,52,0.0204081632653061,0.261904761904762,0.215419501133787,0.443310657596372,0.0589569160997732
11.58,889,52,0.0236220472440945,0.260967379077615,0.214848143982002,0.44206974128234,0.0584926884139483
11.585,893,52,0.0235162374020157,0.260918253079507,0.213885778275476,0.443449048152296,0.0582306830907055
11.59,900,52,0.0244444444444444,0.263333333333333,0.212222222222222,0.442222222222222,0.0577777777777778
11.595,904,52,0.0243362831858407,0.264380530973451,0.211283185840708,0.442477876106195,0.0575221238938053
11.6,909,53,0.0264026402640264,0.264026402640264,0.211221122112211,0.44004400440044,0.0583058305830583
11.605,911,53,0.021953896816685,0.267837541163557,0.210757409440176,0.441273326015368,0.0581778265642151
11.61,918,54,0.0228758169934641,0.265795206971678,0.211328976034858,0.441176470588235,0.0588235294117647
11.615,921,54,0.0184581976112921,0.271444082519001,0.211726384364821,0.439739413680782,0.0586319218241042
11.62,925,54,0.0216216216216216,0.271351351351351,0.210810810810811,0.437837837837838,0.0583783783783784
11.625,930,55,0.021505376344086,0.270967741935484,0.209677419354839,0.438709677419355,0.0591397849462366
11.63,932,55,0.0203862660944206,0.271459227467811,0.209227467811159,0.439914163090129,0.0590128755364807
11.635,936,55,0.0224358974358974,0.270299145299145,0.209401709401709,0.439102564102564,0.0587606837606838
11.64,938,56,0.0202558635394456,0.271855010660981,0.208955223880597,0.439232409381663,0.0597014925373134
11.645,945,56,0.0232804232804233,0.271957671957672,0.208465608465608,0.437037037037037,0.0592592592592593
11.65,955,56,0.0324607329842932,0.269109947643979,0.206282722513089,0.433507853403141,0.0586387434554974
11.655,956,57,0.0271966527196653,0.271966527196653,0.207112970711297,0.434100418410042,0.0596234309623431
11.66,963,58,0.0301142263759086,0.272066458982347,0.206645898234683,0.430944963655244,0.0602284527518172
11.665,968,59,0.0268595041322314,0.274793388429752,0.206611570247934,0.430785123966942,0.0609504132231405
11.67,971,59,0.0257466529351184,0.27600411946447,0.208032955715757,0.429454170957775,0.0607621009268795
11.675,974,59,0.0256673511293634,0.275154004106776,0.208418891170431,0.430184804928131,0.0605749486652977
11.68,980,59,0.0255102040816327,0.275510204081633,0.208163265306122,0.430612244897959,0.0602040816326531
11.685,984,60,0.0223577235772358,0.278455284552846,0.208333333333333,0.429878048780488,0.0609756097560976
11.69,988,60,0.0212550607287449,0.279352226720648,0.20748987854251,0.431174089068826,0.0607287449392713
11.695,992,60,0.0211693548387097,0.279233870967742,0.207661290322581,0.431451612903226,0.0604838709677419
11.7,994,60,0.0191146881287726,0.28169014084507,0.207243460764588,0.43158953722334,0.0603621730382294
11.705,996,60,0.0190763052208835,0.283132530120482,0.206827309236948,0.430722891566265,0.0602409638554217
11.71,1003,61,0.0209371884346959,0.283150548354935,0.205383848454636,0.429710867397807,0.0608175473579262
11.715,1005,61,0.0189054726368159,0.285572139303483,0.205970149253731,0.428855721393035,0.0606965174129353
11.72,1012,61,0.0237154150197628,0.284584980237154,0.204545454545455,0.426877470355731,0.0602766798418972
11.725,1022,61,0.0313111545988258,0.282778864970646,0.203522504892368,0.422700587084149,0.0596868884540117
11.73,1034,62,0.0386847195357834,0.282398452611219,0.201160541586073,0.41779497098646,0.0599613152804642
11.735,1040,63,0.0403846153846154,0.281730769230769,0.200961538461538,0.416346153846154,0.0605769230769231
11.74,1049,63,0.0448045757864633,0.281220209723546,0.200190657769304,0.413727359389895,0.0600571973307912
11.745,1055,63,0.042654028436019,0.280568720379147,0.200947867298578,0.416113744075829,0.0597156398104265
11.75,1064,63,0.0479323308270677,0.278195488721805,0.199248120300752,0.415413533834586,0.0592105263157895
11.755,1071,63,0.0504201680672269,0.278244631185808,0.199813258636788,0.412698412698413,0.0588235294117647
11.76,1077,64,0.0501392757660167,0.277623026926648,0.199628597957289,0.413184772516249,0.0594243268337976
11.765,1087,64,0.0542778288868445,0.275988960441582,0.197792088316467,0.413063477460902,0.0588776448942042
11.77,1094,64,0.0575868372943327,0.275137111517367,0.197440585009141,0.411334552102377,0.0585009140767825
11.775,1100,65,0.0618181818181818,0.273636363636364,0.196363636363636,0.409090909090909,0.0590909090909091
11.78,1111,65,0.0657065706570657,0.272727272727273,0.197119711971197,0.405940594059406,0.0585058505850585
11.785,1117,66,0.0662488809310654,0.271262309758281,0.196956132497762,0.406445837063563,0.0590868397493286
11.79,1123,66,0.0641139804096171,0.270703472840606,0.19946571682992,0.406945681211042,0.0587711487088157
11.795,1127,67,0.0638864241348713,0.269742679680568,0.199645075421473,0.407275953859805,0.0594498669032831
11.8,1134,67,0.0617283950617284,0.268077601410935,0.201940035273369,0.409171075837742,0.0590828924162257
11.805,1140,68,0.0605263157894737,0.267543859649123,0.202631578947368,0.409649122807018,0.0596491228070175
11.81,1144,68,0.0585664335664336,0.268356643356643,0.203671328671329,0.409965034965035,0.0594405594405594
11.815,1147,68,0.0566695727986051,0.267654751525719,0.203138622493461,0.413251961639058,0.0592850915431561
11.82,1156,68,0.0605536332179931,0.267301038062284,0.201557093425606,0.411764705882353,0.0588235294117647
11.825,1160,68,0.0543103448275862,0.269827586206897,0.205172413793103,0.412068965517241,0.0586206896551724
11.83,1165,68,0.0523605150214592,0.269527896995708,0.205150214592275,0.414592274678112,0.0583690987124464
11.835,1170,68,0.0521367521367521,0.27008547008547,0.205982905982906,0.413675213675214,0.0581196581196581
11.84,1173,68,0.0477408354646206,0.269394714407502,0.208013640238704,0.416879795396419,0.0579710144927536
11.845,1177,68,0.0475785896346644,0.27017841971113,0.207306711979609,0.417162276975361,0.0577740016992353
11.85,1185,68,0.0531645569620253,0.268354430379747,0.205907172995781,0.415189873417722,0.0573839662447257
11.855,1187,68,0.0480202190395956,0.271272114574558,0.208087615838248,0.415332771693345,0.0572872788542544
11.86,1192,69,0.0461409395973154,0.270973154362416,0.208892617449664,0.416107382550336,0.0578859060402685
11.865,1198,69,0.0484140233722871,0.270450751252087,0.207846410684474,0.415692821368948,0.0575959933222037
11.87,1201,69,0.0466278101582015,0.270607826810991,0.208159866777685,0.417152373022481,0.0574521232306411
11.875,1212,69,0.051980198019802,0.268151815181518,0.207920792079208,0.415016501650165,0.0569306930693069
11.88,1218,69,0.0492610837438424,0.269293924466338,0.208538587848933,0.416256157635468,0.0566502463054187
11.885,1222,69,0.0499181669394435,0.269230769230769,0.208674304418985,0.415711947626841,0.0564648117839607
11.89,1229,69,0.0512611879576892,0.269324654190399,0.209926769731489,0.413344182262002,0.0561432058584215
11.895,643,29,0.0435458786936236,0.275272161741835,0.219284603421462,0.416796267496112,0.0451010886469673
11.9,648,31,0.0462962962962963,0.273148148148148,0.217592592592593,0.415123456790123,0.0478395061728395
11.905,649,31,0.0477657935285054,0.272727272727273,0.217257318952234,0.414483821263482,0.0477657935285054
11.91,654,31,0.0474006116207951,0.27217125382263,0.217125382262997,0.415902140672783,0.0474006116207951
11.915,659,32,0.0455235204855842,0.274658573596358,0.216995447647951,0.414264036418816,0.0485584218512898
11.92,665,32,0.0481203007518797,0.275187969924812,0.215037593984962,0.413533834586466,0.0481203007518797
11.925,670,32,0.0492537313432836,0.274626865671642,0.216417910447761,0.411940298507463,0.0477611940298507
11.93,672,32,0.0476190476190476,0.273809523809524,0.217261904761905,0.413690476190476,0.0476190476190476
11.935,675,32,0.0459259259259259,0.274074074074074,0.216296296296296,0.416296296296296,0.0474074074074074
11.94,680,33,0.0470588235294118,0.272058823529412,0.217647058823529,0.414705882352941,0.0485294117647059
11.945,684,33,0.0482456140350877,0.27046783625731,0.217836257309942,0.415204678362573,0.0482456140350877
11.95,687,33,0.0451237263464338,0.270742358078603,0.218340611353712,0.417758369723435,0.0480349344978166
11.955,690,34,0.0434782608695652,0.272463768115942,0.217391304347826,0.417391304347826,0.0492753623188406
11.96,696,34,0.0459770114942529,0.270114942528736,0.21551724137931,0.419540229885057,0.0488505747126437
11.965,699,34,0.0472103004291846,0.270386266094421,0.214592274678112,0.419170243204578,0.0486409155937053
11.97,702,34,0.0441595441595442,0.272079772079772,0.217948717948718,0.417378917378917,0.0484330484330484
11.975,707,34,0.0438472418670438,0.27015558698727,0.220650636492221,0.417256011315417,0.0480905233380481
11.98,707,35,0.0381895332390382,0.27015558698727,0.222065063649222,0.42008486562942,0.0495049504950495
11.985,711,35,0.0379746835443038,0.268635724331927,0.223628691983122,0.420534458509142,0.0492264416315049
11.99,716,35,0.0405027932960894,0.268156424581006,0.223463687150838,0.418994413407821,0.0488826815642458
11.995,721,35,0.0443828016643551,0.26629680998613,0.224687933425798,0.416088765603329,0.0485436893203883
12,721,35,0.0416088765603329,0.26629680998613,0.226074895977809,0.41747572815534,0.0485436893203883
12.005,723,35,0.0401106500691563,0.266943291839557,0.225449515905947,0.419087136929461,0.0484094052558783
12.01,723,35,0.0359612724757953,0.271092669432918,0.225449515905947,0.419087136929461,0.0484094052558783
12.015,725,35,0.0372413793103448,0.270344827586207,0.226206896551724,0.417931034482759,0.0482758620689655
12.02,726,35,0.034435261707989,0.272727272727273,0.225895316804408,0.418732782369146,0.0482093663911846
12.025,731,35,0.039671682626539,0.270861833105335,0.224350205198358,0.417236662106703,0.0478796169630643
12.03,738,36,0.043360433604336,0.268292682926829,0.222222222222222,0.417344173441734,0.0487804878048781
12.035,741,37,0.0364372469635628,0.269905533063428,0.222672064777328,0.421052631578947,0.0499325236167341
12.04,745,37,0.0335570469798658,0.271140939597315,0.225503355704698,0.420134228187919,0.0496644295302013
12.045,750,37,0.036,0.272,0.225333333333333,0.417333333333333,0.0493333333333333
12.05,756,38,0.037037037037037,0.26984126984127,0.227513227513228,0.415343915343915,0.0502645502645503
12.055,762,38,0.0446194225721785,0.267716535433071,0.225721784776903,0.412073490813648,0.0498687664041995
12.06,765,38,0.0444444444444444,0.26797385620915,0.22483660130719,0.413071895424837,0.0496732026143791
12.065,772,38,0.0466321243523316,0.266839378238342,0.225388601036269,0.411917098445596,0.0492227979274611
12.07,774,40,0.0465116279069767,0.266149870801034,0.224806201550388,0.410852713178295,0.0516795865633075
12.075,777,40,0.045045045045045,0.267696267696268,0.223938223938224,0.411840411840412,0.0514800514800515
12.08,780,42,0.0423076923076923,0.267948717948718,0.223076923076923,0.412820512820513,0.0538461538461538
12.085,783,42,0.0421455938697318,0.269476372924649,0.222222222222222,0.412515964240102,0.053639846743295
12.09,785,43,0.0369426751592357,0.270063694267516,0.224203821656051,0.414012738853503,0.0547770700636943
12.095,786,43,0.0330788804071247,0.269720101781171,0.223918575063613,0.418575063613232,0.0547073791348601
12.1,791,44,0.034134007585335,0.269279393173198,0.222503160556258,0.418457648546144,0.0556257901390645
12.105,794,45,0.035264483627204,0.269521410579345,0.221662468513854,0.416876574307305,0.0566750629722922
12.11,798,45,0.0363408521303258,0.269423558897243,0.221804511278195,0.416040100250627,0.056390977443609
12.115,800,47,0.0325,0.26875,0.22125,0.41875,0.05875
12.12,806,48,0.032258064516129,0.269230769230769,0.219602977667494,0.419354838709677,0.0595533498759305
12.125,808,49,0.0272277227722772,0.26980198019802,0.22029702970297,0.422029702970297,0.0606435643564356
12.13,812,50,0.0295566502463054,0.268472906403941,0.220443349753695,0.419950738916256,0.061576354679803
12.135,817,50,0.0305997552019584,0.269277845777234,0.2203182374541,0.418604651162791,0.0611995104039168
12.14,820,50,0.0329268292682927,0.268292682926829,0.219512195121951,0.418292682926829,0.0609756097560976
12.145,822,50,0.0279805352798054,0.271289537712895,0.218978102189781,0.420924574209246,0.0608272506082725
12.15,828,50,0.0326086956521739,0.269323671497585,0.217391304347826,0.420289855072464,0.0603864734299517
12.155,833,50,0.0360144057623049,0.26890756302521,0.21608643457383,0.418967587034814,0.0600240096038415
12.16,841,50,0.0416171224732461,0.267538644470868,0.214030915576694,0.417360285374554,0.0594530321046373
12.165,843,50,0.0427046263345196,0.266903914590747,0.213523131672598,0.417556346381969,0.0593119810201661
12.17,846,50,0.0354609929078014,0.269503546099291,0.213947990543735,0.421985815602837,0.0591016548463357
12.175,847,50,0.0283353010625738,0.272727272727273,0.214876033057851,0.425029515938607,0.0590318772136954
12.18,853,50,0.0304806565064478,0.273153575615475,0.213364595545135,0.424384525205158,0.0586166471277843
12.185,854,50,0.0304449648711944,0.272833723653396,0.213114754098361,0.425058548009368,0.0585480093676815
12.19,862,50,0.0336426914153132,0.27262180974478,0.212296983758701,0.423433874709977,0.0580046403712297
12.195,865,50,0.0358381502890173,0.271676300578035,0.211560693641619,0.423121387283237,0.0578034682080925
12.2,871,50,0.0367393800229621,0.270952927669346,0.210103329506315,0.424799081515499,0.0574052812858783
12.205,873,50,0.0355097365406644,0.271477663230241,0.209621993127148,0.426116838487972,0.0572737686139748
12.21,876,50,0.0353881278538813,0.270547945205479,0.208904109589041,0.428082191780822,0.0570776255707763
12.215,880,52,0.0352272727272727,0.270454545454545,0.207954545454545,0.427272727272727,0.0590909090909091
12.22,886,52,0.0372460496613996,0.2686230248307,0.208803611738149,0.426636568848758,0.0586907449209932
12.225,888,53,0.036036036036036,0.269144144144144,0.208333333333333,0.426801801801802,0.0596846846846847
12.23,895,53,0.0424581005586592,0.267039106145251,0.206703910614525,0.424581005586592,0.0592178770949721
12.235,899,54,0.0411568409343715,0.266963292547275,0.206896551724138,0.424916573971079,0.0600667408231368
12.24,906,55,0.0408388520971302,0.266004415011038,0.206401766004415,0.426048565121413,0.0607064017660044
12.245,912,55,0.0416666666666667,0.268640350877193,0.205043859649123,0.424342105263158,0.0603070175438596
12.25,918,55,0.042483660130719,0.269063180827887,0.205882352941176,0.422657952069717,0.0599128540305011
12.255,919,55,0.0402611534276387,0.269858541893362,0.206746463547334,0.423286180631121,0.0598476605005441
12.26,923,55,0.037919826652221,0.271939328277356,0.206933911159263,0.423618634886241,0.0595882990249187
12.265,928,56,0.0355603448275862,0.273706896551724,0.206896551724138,0.423491379310345,0.0603448275862069
12.27,932,56,0.0343347639484979,0.274678111587983,0.206008583690987,0.424892703862661,0.0600858369098712
12.275,934,57,0.0331905781584582,0.274089935760171,0.205567451820128,0.426124197002141,0.0610278372591006
12.28,941,57,0.0340063761955367,0.273113708820404,0.206163655685441,0.426142401700319,0.0605738575982997
12.285,946,57,0.0338266384778013,0.272727272727273,0.206131078224101,0.427061310782241,0.0602536997885835
12.29,954,58,0.0356394129979036,0.271488469601677,0.207547169811321,0.424528301886792,0.0607966457023061
12.295,959,58,0.0344108446298227,0.2711157455683,0.206465067778936,0.427528675703858,0.0604796663190824
12.3,967,58,0.0382626680455016,0.271975180972079,0.204756980351603,0.425025853154085,0.0599793174767322
12.305,974,58,0.0410677618069815,0.272073921971253,0.204312114989733,0.42299794661191,0.0595482546201232
12.31,980,58,0.0428571428571429,0.271428571428571,0.203061224489796,0.423469387755102,0.0591836734693878
12.315,986,58,0.0456389452332657,0.271805273833671,0.202839756592292,0.420892494929006,0.0588235294117647
12.32,991,58,0.0494450050454087,0.270433905146317,0.202825428859738,0.418768920282543,0.0585267406659939
12.325,997,60,0.0491474423269809,0.269809428284855,0.202607823470411,0.418254764292879,0.0601805416248746
12.33,1003,61,0.0498504486540379,0.268195413758724,0.204386839481555,0.416749750747757,0.0608175473579262
12.335,1008,61,0.0535714285714286,0.266865079365079,0.203373015873016,0.415674603174603,0.060515873015873
12.34,1011,61,0.0534124629080119,0.266073194856578,0.20375865479723,0.416419386745796,0.0603363006923838
12.345,1017,62,0.0511307767944936,0.265486725663717,0.205506391347099,0.416912487708948,0.0609636184857424
12.35,1021,62,0.0470127326150833,0.266405484818805,0.207639569049951,0.418217433888345,0.0607247796278159
12.355,1028,62,0.0505836575875486,0.266536964980545,0.207198443579767,0.415369649805447,0.0603112840466926
12.36,1031,63,0.0446168768186227,0.268671193016489,0.206595538312318,0.419010669253152,0.061105722599418
12.365,1041,64,0.0509125840537944,0.266090297790586,0.205571565802113,0.415946205571566,0.0614793467819404
12.37,1044,65,0.0469348659003831,0.267241379310345,0.206896551724138,0.416666666666667,0.0622605363984674
12.375,1050,66,0.0466666666666667,0.268571428571429,0.206666666666667,0.415238095238095,0.0628571428571429
12.38,1053,66,0.0465337132003799,0.268755935422602,0.207027540360874,0.415004748338082,0.0626780626780627
12.385,1061,66,0.0433553251649387,0.26861451460886,0.20923656927427,0.416588124410933,0.0622054665409991
12.39,1063,66,0.0385700846660395,0.269049858889934,0.209783631232361,0.420507996237065,0.0620884289746002
12.395,1066,66,0.0375234521575985,0.269230769230769,0.210131332082552,0.421200750469043,0.0619136960600375
12.4,1075,68,0.0390697674418605,0.268837209302326,0.210232558139535,0.418604651162791,0.0632558139534884
12.405,1085,68,0.0423963133640553,0.270046082949309,0.208294930875576,0.416589861751152,0.0626728110599078
12.41,569,31,0.0386643233743409,0.288224956063269,0.191564147627417,0.427065026362039,0.054481546572935
12.415,576,32,0.046875,0.284722222222222,0.189236111111111,0.423611111111111,0.0555555555555556
12.42,576,32,0.046875,0.284722222222222,0.189236111111111,0.423611111111111,0.0555555555555556
12.425,583,32,0.0566037735849057,0.281303602058319,0.18696397941681,0.420240137221269,0.0548885077186964
12.43,585,32,0.0581196581196581,0.28034188034188,0.186324786324786,0.420512820512821,0.0547008547008547
12.435,586,32,0.0546075085324232,0.283276450511945,0.187713310580205,0.419795221843003,0.0546075085324232
12.44,589,32,0.0594227504244482,0.281833616298812,0.186757215619694,0.417657045840407,0.0543293718166384
12.445,591,32,0.0609137055837563,0.282571912013536,0.186125211505922,0.416243654822335,0.0541455160744501
12.45,597,33,0.0686767169179229,0.279731993299833,0.184254606365159,0.412060301507538,0.0552763819095477
12.455,597,33,0.0653266331658292,0.279731993299833,0.185929648241206,0.413735343383585,0.0552763819095477
12.46,598,33,0.0602006688963211,0.279264214046823,0.188963210702341,0.416387959866221,0.0551839464882943
12.465,602,33,0.0664451827242525,0.277408637873754,0.187707641196013,0.413621262458472,0.0548172757475083
12.47,607,33,0.0675453047775947,0.275123558484349,0.189456342668863,0.413509060955519,0.0543657331136738
12.475,614,33,0.0732899022801303,0.271986970684039,0.188925081433225,0.412052117263844,0.0537459283387622
12.48,620,33,0.082258064516129,0.269354838709677,0.187096774193548,0.408064516129032,0.0532258064516129
12.485,623,33,0.0850722311396469,0.269662921348315,0.186195826645265,0.406099518459069,0.0529695024077047
12.49,625,34,0.0768,0.2688,0.1888,0.4112,0.0544
12.495,630,34,0.0777777777777778,0.268253968253968,0.19047619047619,0.40952380952381,0.053968253968254
12.5,631,35,0.0713153724247227,0.267828843106181,0.190174326465927,0.415213946117274,0.0554675118858954
12.505,637,35,0.0769230769230769,0.26530612244898,0.189952904238619,0.41287284144427,0.0549450549450549
12.51,638,35,0.0721003134796238,0.264890282131661,0.189655172413793,0.418495297805643,0.054858934169279
12.515,642,35,0.0763239875389408,0.263239875389408,0.188473520249221,0.417445482866044,0.0545171339563863
12.52,645,35,0.0775193798449612,0.262015503875969,0.187596899224806,0.418604651162791,0.0542635658914729
12.525,650,35,0.0753846153846154,0.261538461538462,0.189230769230769,0.42,0.0538461538461538
12.53,652,35,0.0705521472392638,0.263803680981595,0.193251533742331,0.418711656441718,0.053680981595092
12.535,653,35,0.0689127105666156,0.263399693721286,0.194486983154671,0.419601837672282,0.0535987748851455
12.54,655,35,0.0687022900763359,0.262595419847328,0.195419847328244,0.419847328244275,0.0534351145038168
12.545,659,35,0.0652503793626707,0.262518968133536,0.198786039453718,0.420333839150228,0.0531107738998483
12.55,662,35,0.06797583081571,0.261329305135952,0.197885196374622,0.419939577039275,0.0528700906344411
12.555,665,35,0.0646616541353384,0.263157894736842,0.2,0.419548872180451,0.0526315789473684
12.56,672,35,0.0654761904761905,0.263392857142857,0.200892857142857,0.418154761904762,0.0520833333333333
12.565,676,35,0.0650887573964497,0.261834319526627,0.202662721893491,0.418639053254438,0.0517751479289941
12.57,680,35,0.0632352941176471,0.260294117647059,0.207352941176471,0.417647058823529,0.0514705882352941
12.575,682,35,0.0586510263929619,0.26099706744868,0.212609970674487,0.416422287390029,0.0513196480938416
12.58,682,35,0.0542521994134897,0.265395894428152,0.212609970674487,0.416422287390029,0.0513196480938416
12.585,682,36,0.0498533724340176,0.265395894428152,0.215542521994135,0.416422287390029,0.0527859237536657
12.59,687,36,0.0538573508005822,0.263464337700146,0.215429403202329,0.414847161572052,0.0524017467248908
12.595,693,37,0.0577200577200577,0.262626262626263,0.215007215007215,0.411255411255411,0.0533910533910534
12.6,695,38,0.0561151079136691,0.261870503597122,0.21726618705036,0.410071942446043,0.0546762589928058
12.605,696,38,0.0531609195402299,0.262931034482759,0.216954022988506,0.41235632183908,0.0545977011494253
12.61,700,38,0.0557142857142857,0.262857142857143,0.215714285714286,0.411428571428571,0.0542857142857143
12.615,702,38,0.0555555555555556,0.264957264957265,0.215099715099715,0.41025641025641,0.0541310541310541
12.62,703,38,0.0540540540540541,0.264580369843528,0.217638691322902,0.409672830725462,0.0540540540540541
12.625,705,38,0.0553191489361702,0.263829787234043,0.218439716312057,0.408510638297872,0.0539007092198582
12.63,707,38,0.0509193776520509,0.265912305516266,0.220650636492221,0.408769448373409,0.0537482319660538
12.635,712,39,0.0547752808988764,0.265449438202247,0.219101123595506,0.405898876404494,0.0547752808988764
12.64,715,39,0.0559440559440559,0.264335664335664,0.21958041958042,0.405594405594406,0.0545454545454545
12.645,719,39,0.0528511821974965,0.262865090403338,0.221140472878999,0.408901251738526,0.0542420027816412
12.65,724,40,0.0538674033149171,0.261049723756906,0.222375690607735,0.407458563535912,0.0552486187845304
12.655,726,40,0.0523415977961433,0.261707988980716,0.223140495867769,0.40771349862259,0.0550964187327824
12.66,732,40,0.0450819672131148,0.263661202185792,0.225409836065574,0.41120218579235,0.0546448087431694
12.665,735,40,0.0435374149659864,0.26530612244898,0.225850340136054,0.410884353741497,0.054421768707483
12.67,737,40,0.0434192672998643,0.264586160108548,0.225237449118046,0.412483039348711,0.0542740841248304
12.675,739,40,0.0433017591339648,0.263870094722598,0.224627875507442,0.414073071718539,0.054127198917456
12.68,744,40,0.0470430107526882,0.262096774193548,0.225806451612903,0.411290322580645,0.0537634408602151
12.685,747,40,0.0481927710843374,0.263721552878179,0.224899598393574,0.409638554216867,0.0535475234270415
12.69,748,40,0.0427807486631016,0.266042780748663,0.227272727272727,0.410427807486631,0.053475935828877
12.695,751,40,0.0426098535286285,0.267643142476698,0.226364846870839,0.410119840213049,0.0532623169107856
12.7,753,40,0.0398406374501992,0.266932270916335,0.227091633466135,0.413014608233732,0.0531208499335989
12.705,757,40,0.0409511228533686,0.268163804491413,0.225891677675033,0.412153236459709,0.0528401585204756
12.71,761,41,0.0354796320630749,0.269382391590013,0.228646517739816,0.412614980289093,0.0538764783180026
12.715,765,41,0.0352941176470588,0.269281045751634,0.228758169934641,0.413071895424837,0.0535947712418301
12.72,768,41,0.0325520833333333,0.270833333333333,0.227864583333333,0.415364583333333,0.0533854166666667
12.725,773,41,0.0310478654592497,0.272962483829237,0.227684346701164,0.415265200517464,0.0530401034928849
12.73,776,41,0.0244845360824742,0.274484536082474,0.229381443298969,0.418814432989691,0.0528350515463918
12.735,777,41,0.0205920205920206,0.274131274131274,0.229086229086229,0.423423423423423,0.0527670527670528
12.74,781,41,0.0179257362355954,0.272727272727273,0.231754161331626,0.425096030729834,0.0524967989756722
12.745,786,41,0.0216284987277354,0.272264631043257,0.23027989821883,0.423664122137405,0.0521628498727735
12.75,792,41,0.0252525252525253,0.27020202020202,0.228535353535354,0.424242424242424,0.0517676767676768
12.755,795,41,0.020125786163522,0.270440251572327,0.230188679245283,0.427672955974843,0.0515723270440252
12.76,800,41,0.02375,0.26875,0.22875,0.4275,0.05125
12.765,802,42,0.0211970074812968,0.268079800498753,0.228179551122195,0.430174563591022,0.0523690773067332
12.77,805,42,0.0198757763975155,0.267080745341615,0.228571428571429,0.432298136645963,0.0521739130434783
12.775,812,42,0.0233990147783251,0.264778325123153,0.226600985221675,0.433497536945813,0.0517241379310345
12.78,816,42,0.0269607843137255,0.264705882352941,0.225490196078431,0.431372549019608,0.0514705882352941
12.785,816,42,0.0257352941176471,0.264705882352941,0.225490196078431,0.432598039215686,0.0514705882352941
12.79,821,42,0.0304506699147381,0.263093788063337,0.224116930572473,0.431181485992692,0.0511571254567601
12.795,826,42,0.026634382566586,0.26271186440678,0.223970944309927,0.435835351089588,0.0508474576271186
12.8,831,42,0.0276774969915764,0.262334536702768,0.222623345367028,0.436823104693141,0.0505415162454874
12.805,835,43,0.0287425149700599,0.261077844311377,0.221556886227545,0.437125748502994,0.051497005988024
12.81,840,43,0.0297619047619048,0.263095238095238,0.220238095238095,0.435714285714286,0.0511904761904762
12.815,844,43,0.0308056872037915,0.264218009478673,0.219194312796209,0.434834123222749,0.0509478672985782
12.82,854,43,0.0398126463700234,0.262295081967213,0.217798594847775,0.429742388758782,0.0503512880562061
12.825,858,43,0.0407925407925408,0.263403263403263,0.216783216783217,0.428904428904429,0.0501165501165501
12.83,859,43,0.039580908032596,0.263096623981374,0.216530849825378,0.430733410942957,0.050058207217695
12.835,864,44,0.0416666666666667,0.261574074074074,0.216435185185185,0.429398148148148,0.0509259259259259
12.84,870,44,0.0448275862068966,0.260919540229885,0.214942528735632,0.428735632183908,0.0505747126436782
12.845,874,44,0.0469107551487414,0.259725400457666,0.215102974828375,0.4279176201373,0.0503432494279176
12.85,878,44,0.0489749430523918,0.260820045558087,0.214123006833713,0.425968109339408,0.0501138952164009
12.855,882,44,0.0510204081632653,0.260770975056689,0.213151927437642,0.425170068027211,0.0498866213151927
12.86,886,44,0.0553047404063205,0.259593679458239,0.212189616252822,0.423250564334086,0.0496613995485327
12.865,889,44,0.0528683914510686,0.260967379077615,0.211473565804274,0.425196850393701,0.0494938132733408
12.87,891,47,0.0516273849607183,0.260381593714927,0.210998877665544,0.424242424242424,0.0527497194163861
12.875,894,48,0.0492170022371365,0.259507829977629,0.214765100671141,0.422818791946309,0.0536912751677852
12.88,899,48,0.0522803114571746,0.258064516129032,0.2146829810901,0.421579532814238,0.053392658509455
12.885,902,49,0.0532150776053215,0.257206208425721,0.213968957871397,0.421286031042129,0.0543237250554324
12.89,906,49,0.0518763796909492,0.258278145695364,0.214128035320088,0.421633554083885,0.054083885209713
12.895,909,49,0.0506050605060506,0.258525852585259,0.214521452145215,0.422442244224422,0.0539053905390539
12.9,915,49,0.0513661202185792,0.25792349726776,0.214207650273224,0.422950819672131,0.053551912568306
12.905,923,49,0.0541711809317443,0.256771397616468,0.213434452871073,0.422535211267606,0.0530877573131094
12.91,925,49,0.0551351351351351,0.256216216216216,0.212972972972973,0.422702702702703,0.052972972972973
