sigma,q,a_sat,alpha_max_analytical,alpha_max_numerical
1,0.0101010101010101,2.12121212121212,0.268546030819244,0.268546030639389
1,0.0101010101010101,2.22222222222222,0.259810004443082,0.259810004379739
1,0.0101010101010101,2.32323232323232,0.251626155951581,0.251626155891179
1,0.0101010101010101,2.42424242424242,0.24394356590292,0.243943565844812
1,0.0101010101010101,2.52525252525253,0.23671741111592,0.236717411059701
1,0.0101010101010101,2.62626262626263,0.229908075349638,0.229908075295087
1,0.0101010101010101,2.72727272727273,0.223480411893186,0.223480411840218
1,0.0101010101010101,2.82828282828283,0.21740312849641,0.217403128445032
1,0.0101010101010101,2.92929292929293,0.211648271502973,0.211648271453259
1,0.0101010101010101,3.03030303030303,0.206190790938676,0.206190790890739
1,0.0101010101010101,3.13131313131313,0.20100817206053,0.201008172014499
1,0.0101010101010101,3.23232323232323,0.196080121774747,0.196080121730748
1,0.0101010101010101,3.33333333333333,0.191388300593967,0.191388300552109
1,0.0101010101010101,3.43434343434343,0.186916092579638,0.186916092539671
1,0.0101010101010101,3.53535353535354,0.1826484071185,0.182648407079756
1,0.0101010101010101,3.63636363636364,0.178571507497759,0.178571507460304
1,0.0101010101010101,3.73737373737374,0.174672862135952,0.174672862099848
1,0.0101010101010101,3.83838383838384,0.170941015044357,0.17094101500966
1,0.0101010101010101,3.93939393939394,0.167365472674398,0.167365472641151
1,0.0101010101010101,4.04040404040404,0.163936604778365,0.163936604746598
1,0.0101010101010101,4.14141414141414,0.160645557296215,0.160645557265943
1,0.0101010101010101,4.24242424242424,0.157484175597473,0.157484175568692
1,0.0101010101010101,4.34343434343434,0.15444493666788,0.15444493664057
1,0.0101010101010101,4.44444444444444,0.151520889046124,0.151520889020246
1,0.0101010101010101,4.54545454545455,0.148705599495212,0.14870559947071
1,0.0101010101010101,4.64646464646465,0.145993105542512,0.14599310519331
1,0.0101010101010101,4.74747474747475,0.143377873147637,0.143377872797008
1,0.0101010101010101,4.84848484848485,0.140854758862458,0.140854758510072
1,0.0101010101010101,4.94949494949495,0.138418975936147,0.138418975581692
1,0.0101010101010101,5.05050505050505,0.136066063893101,0.136066063536282
1,0.0101010101010101,5.15151515151515,0.133791861175143,0.133791861156842
1,0.0101010101010101,5.25252525252525,0.131592480493507,0.131592480475773
1,0.0101010101010101,5.35353535353535,0.129464286582264,0.129464286564935
1,0.0101010101010101,5.45454545454545,0.127403876084326,0.127403876067234
1,0.0101010101010101,5.55555555555556,0.125408059335092,0.125408059318061
1,0.0101010101010101,5.65656565656566,0.123473843837906,0.123473843820755
1,0.0101010101010101,5.75757575757576,0.121598419250676,0.121598419233221
1,0.0101010101010101,5.85858585858586,0.119779143724722,0.119779143706773
1,0.0101010101010101,5.95959595959596,0.118013531455753,0.118013531437121
1,0.0101010101010101,6.06060606060606,0.116299241323251,0.116299241303742
1,0.0101010101010101,6.16161616161616,0.114634066508742,0.114634066488165
1,0.0101010101010101,6.26262626262626,0.113015924995905,0.113015924974068
1,0.0101010101010101,6.36363636363636,0.111442850866271,0.111442850842983
1,0.0101010101010101,6.46464646464646,0.109912986313816,0.109912986288888
1,0.0101010101010101,6.56565656565657,0.108424574310073,0.108424574290145
1,0.0101010101010101,6.66666666666667,0.106975951858732,0.106975951649498
1,0.0101010101010101,6.76767676767677,0.105565543785154,0.10556554367761
1,0.0101010101010101,6.86868686868687,0.104191857011934,0.104191856998851
1,0.0101010101010101,6.96969696969697,0.102853475276673,0.102853475114439
1,0.0101010101010101,7.07070707070707,0.1015490542526,0.101549054113983
1,0.0101010101010101,7.17171717171717,0.100277317036639,0.100277316995173
1,0.0101010101010101,7.27272727272727,0.0990370499729961,0.0990370499284928
1,0.0101010101010101,7.37373737373737,0.097827098783541,0.0978270987358459
1,0.0101010101010101,7.47474747474747,0.0966463649789594,0.096646364927923
1,0.0101010101010101,7.57575757575758,0.0954938025272064,0.0954938024726845
1,0.0101010101010101,7.67676767676768,0.0943684147579745,0.0943684146998283
1,0.0101010101010101,7.77777777777778,0.0932692514838916,0.0932692514219878
1,0.0101010101010101,7.87878787878788,0.0921954063209435,0.0921954062551541
1,0.0101010101010101,7.97979797979798,0.0911460141922116,0.0911460141224144
1,0.0101010101010101,8.08080808080808,0.0901202490004572,0.0901202489265353
1,0.0101010101010101,8.18181818181818,0.089117321456368,0.0891173213782101
1,0.0101010101010101,8.28282828282828,0.088136477050454,0.0881364769630199
1,0.0101010101010101,8.38383838383838,0.0871769941576215,0.0871769940602273
1,0.0101010101010101,8.48484848484848,0.0862381822644072,0.0862381821565071
1,0.0101010101010101,8.58585858585859,0.0853193803097056,0.0853193802395028
1,0.0101010101010101,8.68686868686869,0.0844199551306005,0.0844199550547527
1,0.0101010101010101,8.78787878787879,0.0835393000056121,0.0835392999241066
1,0.0101010101010101,8.88888888888889,0.0826768332883071,0.0826768332025268
1,0.0101010101010101,8.98989898989899,0.0818319971247971,0.0818319970375817
1,0.0101010101010101,9.09090909090909,0.0810042562491772,0.0810042561605871
1,0.0101010101010101,9.19191919191919,0.0801930968514308,0.0801930967615256
1,0.0101010101010101,9.29292929292929,0.0793980255127645,0.079398025421603
1,0.0101010101010101,9.39393939393939,0.0786185682037326,0.0786185681113724
1,0.0101010101010101,9.49494949494949,0.0778542693408709,0.0778542692473688
1,0.0101010101010101,9.5959595959596,0.0771046908978916,0.0771046908033031
1,0.0101010101010101,9.6969696969697,0.0763694115677914,0.0763694114721708
1,0.0101010101010101,9.7979797979798,0.0756480259725021,0.0756480258759024
1,0.0101010101010101,9.8989898989899,0.0749401439169648,0.0749401438194379
1,0.0101010101010101,10,0.0742453896847413,0.0742453895863378
1,0.0202020202020202,0,NaN,0.9797979797
1,0.0202020202020202,0.101010101010101,0.815792858860996,0.815792858567219
1,0.0202020202020202,0.202020202020202,0.724641461133705,0.724641460924093
1,0.0202020202020202,0.303030303030303,0.654762271898858,0.654762271687517
1,0.0202020202020202,0.404040404040404,0.598296927360131,0.598296927167611
1,0.0202020202020202,0.505050505050505,0.551339295007163,0.551339294821665
1,0.0202020202020202,0.606060606060606,0.511513895235118,0.511513895084381
1,0.0202020202020202,0.707070707070707,0.477232062981184,0.477232062671194
1,0.0202020202020202,0.808080808080808,0.447369351622893,0.447369351307927
1,0.0202020202020202,0.909090909090909,0.421098524534924,0.421098524424399
1,0.0202020202020202,1.01010101010101,0.397793304670289,0.397793304564614
1,0.0202020202020202,1.11111111111111,0.376968775972931,0.376968775876146
1,0.0202020202020202,1.21212121212121,0.358242526185777,0.358242526098501
1,0.0202020202020202,1.31313131313131,0.341308301425543,0.341308301349969
1,0.0202020202020202,1.41414141414141,0.32591758204706,0.32591758197078
1,0.0202020202020202,1.51515151515152,0.311866367886763,0.31186636776713
1,0.0202020202020202,1.61616161616162,0.298985496736567,0.298985496563123
1,0.0202020202020202,1.71717171717172,0.287133421502946,0.287133421299033
1,0.0202020202020202,1.81818181818182,0.276190735999649,0.27619073579707
1,0.0202020202020202,1.91919191919192,0.26605596801104,0.26605596784213
1,0.0202020202020202,2.02020202020202,0.25664230603715,0.256642305628278
1,0.0202020202020202,2.12121212121212,0.247875024062949,0.247875023988715
1,0.0202020202020202,2.22222222222222,0.239689435034867,0.239689434994454
1,0.0202020202020202,2.32323232323232,0.23202924954385,0.232029249466316
1,0.0202020202020202,2.42424242424242,0.224845248403231,0.224845248199319
1,0.0202020202020202,2.52525252525253,0.218094200775098,0.218094200349679
1,0.0202020202020202,2.62626262626263,0.211737976112619,0.211737975947084
1,0.0202020202020202,2.72727272727273,0.205742810357451,0.205742810317627
1,0.0202020202020202,2.82828282828283,0.200078695852124,0.200078695806984
1,0.0202020202020202,2.92929292929293,0.19471887118429,0.194718871130459
1,0.0202020202020202,3.03030303030303,0.189639392290832,0.189639392224022
1,0.0202020202020202,3.13131313131313,0.184818770051339,0.18481876996626
1,0.0202020202020202,3.23232323232323,0.180237662603932,0.180237662494221
1,0.0202020202020202,3.33333333333333,0.175878612946841,0.175878612805021
1,0.0202020202020202,3.43434343434343,0.171725824210876,0.171725824028333
1,0.0202020202020202,3.53535353535354,0.167764966421834,0.167764966188816
1,0.0202020202020202,3.63636363636364,0.163983009707964,0.163983009413601
1,0.0202020202020202,3.73737373737374,0.160368079813339,0.160368079793566
1,0.0202020202020202,3.83838383838384,0.156909332504184,0.156909332485
1,0.0202020202020202,3.93939393939394,0.153596844040792,0.153596844022131
1,0.0202020202020202,4.04040404040404,0.150421515362255,0.150421515344056
1,0.0202020202020202,4.14141414141414,0.147374988017854,0.14737498800006
1,0.0202020202020202,4.24242424242424,0.14444957019534,0.144449570177901
1,0.0202020202020202,4.34343434343434,0.141638171456491,0.14163817143936
1,0.0202020202020202,4.44444444444444,0.138934245005072,0.138934244988207
1,0.0202020202020202,4.54545454545455,0.136331736490437,0.136331736473802
1,0.0202020202020202,4.64646464646465,0.133825038498188,0.13382503848175
1,0.0202020202020202,4.74747474747475,0.131408950003157,0.131408949986889
1,0.0202020202020202,4.84848484848485,0.1290786401638,0.129078640147678
1,0.0202020202020202,4.94949494949495,0.126829615924449,0.126829615908452
1,0.0202020202020202,5.05050505050505,0.124657692965632,0.124657692949744
1,0.0202020202020202,5.15151515151515,0.122558969605122,0.122558969589329
1,0.0202020202020202,5.25252525252525,0.120529803305445,0.120529803289739
1,0.0202020202020202,5.35353535353535,0.118566789488785,0.118566789473156
1,0.0202020202020202,5.45454545454545,0.11666674239884,0.116666742383285
1,0.0202020202020202,5.55555555555556,0.114826677782319,0.114826677766834
1,0.0202020202020202,5.65656565656566,0.113043797191157,0.113043797175743
1,0.0202020202020202,5.75757575757576,0.111315473731058,0.111315473715715
1,0.0202020202020202,5.85858585858586,0.10963923910309,0.109639239087821
1,0.0202020202020202,5.95959595959596,0.108012771803388,0.108012771788196
1,0.0202020202020202,6.06060606060606,0.106433886361863,0.106433886346754
1,0.0202020202020202,6.16161616161616,0.104900523514658,0.104900523499639
1,0.0202020202020202,6.26262626262626,0.103410741217084,0.10341074114232
1,0.0202020202020202,6.36363636363636,0.101962706414297,0.101962706347262
1,0.0202020202020202,6.46464646464646,0.100554687496149,0.100554687436244
1,0.0202020202020202,6.56565656565657,0.0991850473707167,0.0991850473173752
1,0.0202020202020202,6.66666666666667,0.0978522370980777,0.0978522370507604
1,0.0202020202020202,6.76767676767677,0.0965547900321284,0.0965547899903239
1,0.0202020202020202,6.86868686868687,0.0952913164237394,0.0952913163869623
1,0.0202020202020202,6.96969696969697,0.0940604984433799,0.09406049841117
1,0.0202020202020202,7.07070707070707,0.0928610855856392,0.0928610855575603
1,0.0202020202020202,7.17171717171717,0.0916918904218702,0.0916918903975091
1,0.0202020202020202,7.27272727272727,0.0905517846705541,0.0905517846495193
1,0.0202020202020202,7.37373737373737,0.0894396955579836,0.0894396955399044
1,0.0202020202020202,7.47474747474747,0.0883546024445327,0.0883546024290586
1,0.0202020202020202,7.57575757575758,0.0872955336941601,0.0872955336809591
1,0.0202020202020202,7.67676767676768,0.0862615637669193,0.0862615637537933
1,0.0202020202020202,7.77777777777778,0.0852518105161504,0.0852518104495322
1,0.0202020202020202,7.87878787878788,0.0842654326737287,0.0842654326073189
1,0.0202020202020202,7.97979797979798,0.0833016275082729,0.0833016274926826
1,0.0202020202020202,8.08080808080808,0.0823596286425849,0.082359628627276
1,0.0202020202020202,8.18181818181818,0.0814387040178256,0.0814387040027897
1,0.0202020202020202,8.28282828282828,0.0805381539930397,0.080538153978269
1,0.0202020202020202,8.38383838383838,0.0796573095696426,0.0796573095551292
1,0.0202020202020202,8.48484848484848,0.0787955307313812,0.0787955307171177
1,0.0202020202020202,8.58585858585859,0.0779522048910994,0.0779522048770787
1,0.0202020202020202,8.68686868686869,0.0771267454363723,0.0771267454225874
1,0.0202020202020202,8.78787878787879,0.0763185903667407,0.0763185903531851
1,0.0202020202020202,8.88888888888889,0.075527201015883,0.0755272010025503
1,0.0202020202020202,8.98989898989899,0.0747520608526098,0.074752060839494
1,0.0202020202020202,9.09090909090909,0.0739926743550636,0.0739926743421587
1,0.0202020202020202,9.19191919191919,0.0732485659529599,0.0732485659402602
1,0.0202020202020202,9.29292929292929,0.0725192790331188,0.0725192790206189
1,0.0202020202020202,9.39393939393939,0.0718043750039109,0.0718043749916055
1,0.0202020202020202,9.49494949494949,0.0711034324145837,0.0711034324024677
1,0.0202020202020202,9.5959595959596,0.0704160461257481,0.0704160461138166
1,0.0202020202020202,9.6969696969697,0.0697418265275895,0.0697418265158378
1,0.0202020202020202,9.7979797979798,0.0690803988026304,0.0690803987910539
1,0.0202020202020202,9.8989898989899,0.0684314022301083,0.0684314022187026
1,0.0202020202020202,10,0.0677944895292541,0.0677944895180149
1,0.0303030303030303,0,NaN,0.9696969696
1,0.0303030303030303,0.101010101010101,0.791332677660754,0.791332677347589
1,0.0303030303030303,0.202020202020202,0.69796139636113,0.697961395941057
1,0.0303030303030303,0.303030303030303,0.627659814794925,0.62765981464006
1,0.0303030303030303,0.404040404040404,0.571492778119241,0.571492777620083
1,0.0303030303030303,0.505050505050505,0.52516130417396,0.525161303974988
1,0.0303030303030303,0.606060606060606,0.486111371427162,0.486111371311361
1,0.0303030303030303,0.707070707070707,0.452664513536762,0.452664513339215
1,0.0303030303030303,0.808080808080808,0.423648749614711,0.423648749375703
1,0.0303030303030303,0.909090909090909,0.398211199866591,0.398211199360135
1,0.0303030303030303,1.01010101010101,0.375711910732256,0.375711910636059
1,0.0303030303030303,1.11111111111111,0.355659064173053,0.355659063694098
1,0.0303030303030303,1.21212121212121,0.337667261441935,0.337667261117822
1,0.0303030303030303,1.31313131313131,0.321429542968071,0.321429542872719
1,0.0303030303030303,1.41414141414141,0.306698003341979,0.306698003214011
1,0.0303030303030303,1.51515151515152,0.293270000535639,0.293270000353766
1,0.0303030303030303,1.61616161616162,0.280978124717273,0.280978124619445
1,0.0303030303030303,1.71717171717172,0.269682762022894,0.26968276174709
1,0.0303030303030303,1.81818181818182,0.259266490495852,0.259266490340851
1,0.0303030303030303,1.91919191919192,0.24962979520138,0.249629794721344
1,0.0303030303030303,2.02020202020202,0.240687749570643,0.240687749536385
1,0.0303030303030303,2.12121212121212,0.232367415273006,0.232367415240321
1,0.0303030303030303,2.22222222222222,0.224605783704809,0.224605783673166
1,0.0303030303030303,2.32323232323232,0.217348130754542,0.217348130723607
1,0.0303030303030303,2.42424242424242,0.210546690426043,0.210546690395631
1,0.0303030303030303,2.52525252525253,0.204159576970437,0.204159576940472
1,0.0303030303030303,2.62626262626263,0.198149902501838,0.198149902472324
1,0.0303030303030303,2.72727272727273,0.192485049704965,0.192485049675962
1,0.0303030303030303,2.82828282828283,0.187136068565082,0.187136068536688
1,0.0303030303030303,2.92929292929293,0.18207717300556,0.182077172977894
1,0.0303030303030303,3.03030303030303,0.177285318559557,0.177285318532746
1,0.0303030303030303,3.13131313131313,0.172739846189183,0.172739846163356
1,0.0303030303030303,3.23232323232323,0.168422180424763,0.168422180400037
1,0.0303030303030303,3.33333333333333,0.164315572363289,0.164315572339767
1,0.0303030303030303,3.43434343434343,0.160404879909798,0.16040487988708
1,0.0303030303030303,3.53535353535354,0.156676379093427,0.156676379071221
1,0.0303030303030303,3.63636363636364,0.153117601434342,0.15311760141272
1,0.0303030303030303,3.73737373737374,0.149717193247851,0.149717193226877
1,0.0303030303030303,3.83838383838384,0.146464793500191,0.146464793479925
1,0.0303030303030303,3.93939393939394,0.143350927416352,0.143350927396845
1,0.0303030303030303,4.04040404040404,0.1403669135142,0.140366913495496
1,0.0303030303030303,4.14141414141414,0.137504782124453,0.137504782106583
1,0.0303030303030303,4.24242424242424,0.134757203770818,0.134757203753808
1,0.0303030303030303,4.34343434343434,0.132117426042951,0.132117426026812
1,0.0303030303030303,4.44444444444444,0.129579217807802,0.129579217792538
1,0.0303030303030303,4.54545454545455,0.127136819781219,0.127136819766825
1,0.0303030303030303,4.64646464646465,0.12478490062816,0.124784900614623
1,0.0303030303030303,4.74747474747475,0.122518517882081,0.122518517869376
1,0.0303030303030303,4.84848484848485,0.120333083076413,0.120333083064511
1,0.0303030303030303,4.94949494949495,0.118224330567047,0.11822433055591
1,0.0303030303030303,5.05050505050505,0.116188289597239,0.116188289586822
1,0.0303030303030303,5.15151515151515,0.114221259217685,0.11422125920794
1,0.0303030303030303,5.25252525252525,0.112319785726579,0.11231978571745
1,0.0303030303030303,5.35353535353535,0.110480642338728,0.110480642330156
1,0.0303030303030303,5.45454545454545,0.10870081083063,0.10870081082255
1,0.0303030303030303,5.55555555555556,0.106977464940774,0.106977464933121
1,0.0303030303030303,5.65656565656566,0.105307955332203,0.105307955324906
1,0.0303030303030303,5.75757575757576,0.103689795948247,0.103689795941234
1,0.0303030303030303,5.85858585858586,0.102120651613001,0.102120651606198
1,0.0303030303030303,5.95959595959596,0.100598326745899,0.100598326739231
1,0.0303030303030303,6.06060606060606,0.0991207550752218,0.0991207550686123
1,0.0303030303030303,6.16161616161616,0.097685990248772,0.0976859902421445
1,0.0303030303030303,6.26262626262626,0.0962921972516681,0.0962921972449454
1,0.0303030303030303,6.36363636363636,0.0949376445513724,0.0949376445444777
1,0.0303030303030303,6.46464646464646,0.0936206968990067,0.0936206968918635
1,0.0303030303030303,6.56565656565657,0.0923398087238087,0.0923398087163412
1,0.0303030303030303,6.66666666666667,0.0910935180644389,0.0910935180565721
1,0.0303030303030303,6.76767676767677,0.0898804409868773,0.0898804409785374
1,0.0303030303030303,6.86868686868687,0.0886992664439591,0.0886992664350737
1,0.0303030303030303,6.96969696969697,0.0875487515362865,0.0875487515267843
1,0.0303030303030303,7.07070707070707,0.0864277171383968,0.0864277171282084
1,0.0303030303030303,7.17171717171717,0.08533504385774,0.0853350438467977
1,0.0303030303030303,7.27272727272727,0.08426966829727,0.0842696682855078
1,0.0303030303030303,7.37373737373737,0.0832305795953501,0.0832305795902926
1,0.0303030303030303,7.47474747474747,0.0822168162192448,0.0822168161521622
1,0.0303030303030303,7.57575757575758,0.0812274629907643,0.0812274628958496
1,0.0303030303030303,7.67676767676768,0.0802616483246745,0.0802616483192607
1,0.0303030303030303,7.77777777777778,0.0793185416623157,0.0793185416060816
1,0.0303030303030303,7.87878787878788,0.0783973510845103,0.0783973509777375
1,0.0303030303030303,7.97979797979798,0.0774973210893064,0.0774973210701251
1,0.0303030303030303,8.08080808080808,0.0766177305214227,0.0766177305009667
1,0.0303030303030303,8.18181818181818,0.0757578906414427,0.0757578906196647
1,0.0303030303030303,8.28282828282828,0.0749171433238706,0.0749171433007255
1,0.0303030303030303,8.38383838383838,0.0740948593741214,0.0740948593495661
1,0.0303030303030303,8.48484848484848,0.0732904369553818,0.0732904369293753
1,0.0303030303030303,8.58585858585859,0.0725033001170599,0.0725033000895634
1,0.0303030303030303,8.68686868686869,0.0717328974172493,0.071732897388226
1,0.0303030303030303,8.78787878787879,0.0709787006322696,0.0709787006016846
1,0.0303030303030303,8.88888888888889,0.0702402035469259,0.0702402035147462
1,0.0303030303030303,8.98989898989899,0.0695169208196568,0.0695169207858515
1,0.0303030303030303,9.09090909090909,0.0688083869172132,0.0688083868817533
1,0.0303030303030303,9.19191919191919,0.0681141551139477,0.068114155076806
1,0.0303030303030303,9.29292929292929,0.0674337965511863,0.0674337965123373
1,0.0303030303030303,9.39393939393939,0.0667668993525133,0.0667668993105249
1,0.0303030303030303,9.49494949494949,0.0661130677911306,0.0661130677451881
1,0.0303030303030303,9.5959595959596,0.0654719215057459,0.0654719214556939
1,0.0303030303030303,9.6969696969697,0.0648430947617237,0.0648430947270753
1,0.0303030303030303,9.7979797979798,0.064226235754476,0.0642262357174467
1,0.0303030303030303,9.8989898989899,0.063621005952303,0.0636210059128951
1,0.0303030303030303,10,0.0630270794761005,0.0630270794343224
1,0.0404040404040404,0,NaN,0.9595959595
1,0.0404040404040404,0.101010101010101,0.76974571874318,0.76974571858493
1,0.0404040404040404,0.202020202020202,0.674831096217045,0.674831096023325
1,0.0404040404040404,0.303030303030303,0.604398081762467,0.604398081600411
1,0.0404040404040404,0.404040404040404,0.548643764522077,0.548643764405429
1,0.0404040404040404,0.505050505050505,0.50295909647555,0.502959096371244
1,0.0404040404040404,0.606060606060606,0.464652326173305,0.464652325874209
1,0.0404040404040404,0.707070707070707,0.43197756167679,0.431977561480446
1,0.0404040404040404,0.808080808080808,0.403728346528396,0.403728346257325
1,0.0404040404040404,0.909090909090909,0.379034088005169,0.379034087935362
1,0.0404040404040404,1.01010101010101,0.35724609568151,0.357246095596021
1,0.0404040404040404,1.11111111111111,0.337868771521469,0.337868771333106
1,0.0404040404040404,1.21212121212121,0.320515712998139,0.320515712671699
1,0.0404040404040404,1.31313131313131,0.304880506770884,0.304880506723568
1,0.0404040404040404,1.41414141414141,0.29071663667489,0.290716636629522
1,0.0404040404040404,1.51515151515152,0.277823278780573,0.277823278735113
1,0.0404040404040404,1.61616161616162,0.266035025898045,0.266035025842588
1,0.0404040404040404,1.71717171717172,0.255214307689611,0.255214307603919
1,0.0404040404040404,1.81818181818182,0.245245703537992,0.245245703379288
1,0.0404040404040404,1.91919191919192,0.236031611435627,0.236031611319246
1,0.0404040404040404,2.02020202020202,0.227488905612477,0.227488905542987
1,0.0404040404040404,2.12121212121212,0.219546326413177,0.219546326283737
1,0.0404040404040404,2.22222222222222,0.212142420064506,0.212142419941053
1,0.0404040404040404,2.32323232323232,0.205223896591019,0.205223896473952
1,0.0404040404040404,2.42424242424242,0.198744309328248,0.198744309217786
1,0.0404040404040404,2.52525252525253,0.192662984349333,0.192662984245553
