sigma,q,a_sat,alpha_max_analytical,alpha_max_numerical
1,0,0,NaN,0.9999999999
1,0,0.101010101010101,NaN,0.908251220187626
1,0,0.202020202020202,NaN,0.831922482550174
1,0,0.303030303030303,NaN,0.767429170534456
1,0,0.404040404040404,NaN,0.712215898696458
1,0,0.505050505050505,NaN,0.664414122375916
1,0,0.606060606060606,NaN,0.622625389947671
1,0,0.707070707070707,NaN,0.585782256779128
1,0,0.808080808080808,NaN,0.553055821873182
1,0,0.909090909090909,NaN,0.523792618951042
1,0,1.01010101010101,NaN,0.497470535960759
1,0,1.11111111111111,NaN,0.473667389659506
1,0,1.21212121212121,NaN,0.452038110150761
1,0,1.31313131313131,NaN,0.432297903438944
1,0,1.41414141414141,NaN,0.414209641070888
1,0,1.51515151515152,NaN,0.397574288495963
1,0,1.61616161616162,NaN,0.382223550849252
1,0,1.71717171717172,NaN,0.368014159119496
1,0,1.81818181818182,NaN,0.354823385126279
1,0,1.91919191919192,NaN,0.34254548766443
1,0,2.02020202020202,NaN,0.331088871811956
1,0,2.12121212121212,NaN,0.32037379984008
1,0,2.22222222222222,NaN,0.310330532681757
1,0,2.32323232323232,NaN,0.300897810348674
1,0,2.42424242424242,NaN,0.29202160130608
1,0,2.52525252525253,NaN,0.283654066858746
1,0,2.62626262626263,NaN,0.275752698623128
1,0,2.72727272727273,NaN,0.268279596250394
1,0,2.82828282828283,NaN,0.261200859496026
1,0,2.92929292929293,NaN,0.254486074059135
1,0,3.03030303030303,NaN,0.248107874740421
1,0,3.13131313131313,NaN,0.242041572685541
1,0,3.23232323232323,NaN,0.236264836007325
1,0,3.33333333333333,NaN,0.230757415076885
1,0,3.43434343434343,NaN,0.225500905360902
1,0,3.53535353535354,NaN,0.220478541951485
1,0,3.63636363636364,NaN,0.21567502095525
1,0,3.73737373737374,NaN,0.211076343732722
1,0,3.83838383838384,NaN,0.206669680648713
1,0,3.93939393939394,NaN,0.202443251540671
1,0,4.04040404040404,NaN,0.198386220559753
1,0,4.14141414141414,NaN,0.194488603408
1,0,4.24242424242424,NaN,0.190741185299665
1,0,4.34343434343434,NaN,0.187135448227614
1,0,4.44444444444444,NaN,0.183663506326324
1,0,4.54545454545455,NaN,0.180318048299115
1,0,4.64646464646465,NaN,0.177092286025
1,0,4.74747474747475,NaN,0.17397990858491
1,0,4.84848484848485,NaN,0.170975041052092
1,0,4.94949494949495,NaN,0.168072207480475
1,0,5.05050505050505,NaN,0.165266297600417
1,0,5.15151515151515,NaN,0.162552536795696
1,0,5.25252525252525,NaN,0.159926458990674
1,0,5.35353535353535,NaN,0.157383882123768
1,0,5.45454545454545,NaN,0.154920885923911
1,0,5.55555555555556,NaN,0.152533791741586
1,0,5.65656565656566,NaN,0.150219144216214
1,0,5.75757575757576,NaN,0.147973694587728
1,0,5.85858585858586,NaN,0.145794385482847
1,0,5.95959595959596,NaN,0.143678337026209
1,0,6.06060606060606,NaN,0.141622834143694
1,0,6.16161616161616,NaN,0.13962531494023
1,0,6.26262626262626,NaN,0.137683360047467
1,0,6.36363636363636,NaN,0.135794682848199
1,0,6.46464646464646,NaN,0.133957120494474
1,0,6.56565656565657,NaN,0.132168625645227
1,0,6.66666666666667,NaN,0.130427258857061
1,0,6.76767676767677,NaN,0.128731181568743
1,0,6.86868686868687,NaN,0.127078649626038
1,0,6.96969696969697,NaN,0.125468007298961
1,0,7.07070707070707,NaN,0.123897681748307
1,0,7.17171717171717,NaN,0.122366177902562
1,0,7.27272727272727,NaN,0.12087207371015
1,0,7.37373737373737,NaN,0.119414015735298
1,0,7.47474747474747,NaN,0.117990715068868
1,0,7.57575757575758,NaN,0.116600943528163
1,0,7.67676767676768,NaN,0.115243530122197
1,0,7.77777777777778,NaN,0.113917357760995
1,0,7.87878787878788,NaN,0.112621360189539
1,0,7.97979797979798,NaN,0.111354519128635
1,0,8.08080808080808,NaN,0.110115861606605
1,0,8.18181818181818,NaN,0.108904457467107
1,0,8.28282828282828,NaN,0.107719417039667
1,0,8.38383838383838,NaN,0.106559888960663
1,0,8.48484848484848,NaN,0.105425058133538
1,0,8.58585858585859,NaN,0.104314143817988
1,0,8.68686868686869,NaN,0.103226397838694
1,0,8.78787878787879,NaN,0.102161102904969
1,0,8.88888888888889,NaN,0.101117571033395
1,0,8.98989898989899,NaN,0.10009514206615
1,0,9.09090909090909,NaN,0.0990931822783261
1,0,9.19191919191919,NaN,0.0981110830680661
1,0,9.29292929292929,NaN,0.0971482597238231
1,0,9.39393939393939,NaN,0.0962041502635035
1,0,9.49494949494949,NaN,0.0952782143406462
1,0,9.5959595959596,NaN,0.0943699322131658
1,0,9.6969696969697,NaN,0.0934788037705246
1,0,9.7979797979798,NaN,0.0926043476155068
1,0,9.8989898989899,NaN,0.0917461001970531
1,0,10,NaN,0.0909036149908731
1,0.0101010101010101,0,NaN,0.9898989898
1,0.0101010101010101,0.101010101010101,0.845722373833427,0.84572237349764
1,0.0101010101010101,0.202020202020202,0.758087251258111,0.758087250842239
1,0.0101010101010101,0.303030303030303,0.689192817285509,0.689192817006317
1,0.0101010101010101,0.404040404040404,0.63265432887526,0.632654328601062
1,0.0101010101010101,0.505050505050505,0.585115935582971,0.585115935024217
1,0.0101010101010101,0.606060606060606,0.544458493010924,0.544458492764241
1,0.0101010101010101,0.707070707070707,0.509225899890909,0.509225899388963
1,0.0101010101010101,0.808080808080808,0.478366271578756,0.478366271318328
1,0.0101010101010101,0.909090909090909,0.451093260721602,0.451093260253167
1,0.0101010101010101,1.01010101010101,0.426803796532948,0.426803796100909
1,0.0101010101010101,1.11111111111111,0.405025912358652,0.405025911946619
1,0.0101010101010101,1.21212121212121,0.385384041884277,0.385384041512489
1,0.0101010101010101,1.31313131313131,0.367575089223022,0.367575088902369
1,0.0101010101010101,1.41414141414141,0.351351451897658,0.351351451362512
1,0.0101010101010101,1.51515151515152,0.336508692730558,0.336508692629393
1,0.0101010101010101,1.61616161616162,0.322876410573516,0.322876409951475
1,0.0101010101010101,1.71717171717172,0.310311365249595,0.310311365138861
1,0.0101010101010101,1.81818181818182,0.298692223583213,0.298692223280587
1,0.0101010101010101,1.91919191919192,0.287915491863478,0.28791549154125
1,0.0101010101010101,2.02020202020202,0.277892330117121,0.277892329991124
