scaled_birth_size_bin_avg,scaled_delta_size_bin_avg
0.722856561872689,0.96118345527263
0.803682917746235,0.970260326092192
0.845751729742444,0.976250312886126
0.878830219069343,0.99765869237297
0.90831001493888,0.978617030822009
0.936777945397454,0.993219092813785
0.964293846203265,0.994207451319741
0.990881224261318,1.0147727877134
1.01777312358877,1.00762134611301
1.04666310984178,1.00356640499938
1.07662159177691,0.978951469970511
1.11047580896902,1.00144330407902
1.14998023132816,1.03078633250125
1.20731464113473,1.0313088268898
1.33140438717709,1.06198426942762
