scaled_birth_size_bin_avg,scaled_delta_size_bin_avg
0.804195891161005,1.03230745887072
0.864778400574934,1.01767551617449
0.896346083824162,1.01618230854632
0.920095660185439,1.01003301325819
0.94071334545111,1.00967319727707
0.959960631094919,1.0051166759213
0.978176673807202,0.99978256181527
0.995920709112039,0.997990368339947
1.01384034838852,0.998119775841927
1.03237402769658,0.993737136850238
1.05299142602765,0.992867438095241
1.07564835545425,0.986231788669956
1.10329335586627,0.98567284008047
1.14095610376533,0.979896559764789
1.22059135716821,0.973369371616108
