t,A,E,R,Q,U,X,M_or_V,total_prot,a,e,r,q,x
0,0,3,1,3,0,1,8,8,0,0.375,0.125,0.375,0.125
0,0,3,1,3,0,1,8,8,0,0.375,0.125,0.375,0.125
7.90635899501701e-05,0.000831003602767372,3.00000314002514,1.00000000006555,3.00000251207255,0,1.00000062801814,8.00083728378415,8.00000628018138,0.000103864579829867,0.374961148891936,0.124986918818149,0.374961070406077,0.124986997304008
0.000322501816277889,0.00331698922686332,3.00004915812481,1.00000000486375,3.00003933039085,0,1.00000983259771,8.00341531520399,8.00009832597713,0.000414446720084871,0.374846117560044,0.124946659079914,0.374844889617525,0.124947887022432
0.000714603079878429,0.00712692455838225,3.0002204119898,1.00000004970935,3.00017636935932,0,1.00004409233983,8.00756784795668,8.0004409233983,0.000890023624364401,0.374673117850057,0.124881870337761,0.374667617724261,0.124887370463556
0.00128526006672426,0.0123394297395422,3.00063600976659,1.00000025227719,3.00050900963503,0,1.00012725240876,8.01361195382711,8.00127252408757,0.00153980874175586,0.37444238965596,0.124787705973162,0.374426541604882,0.12480355402424
0.00208115524301037,0.0191260708846311,3.00145776436622,1.00000089894258,3.00116693064704,0,1.00029173266176,8.02204339750224,8.0029173266176,0.00238418940622862,0.374151274885993,0.124656630410893,0.37411502056714,0.124692884729745
0.00317387001816423,0.0277981505667568,3.00291013449424,1.00000260127331,3.00233018861404,0,1.00058254715351,8.03362362210187,8.00582547153511,0.0034602256558646,0.373792733609367,0.124477153562701,0.373720543784765,0.124549343387303
0.00466538369490065,0.0388141881789132,3.00530647268742,1.00000658264297,3.00425044426431,0,1.00106261106608,8.04944029883969,8.01062611066077,0.00482197354572692,0.373355955335258,0.124233057891878,0.37322476255863,0.124364250668507
0.0066984716003434,0.0528202592782585,3.00908576954228,1.00001520397597,3.00728077881459,0,1.00182019470365,8.07102220631474,8.01820194703648,0.00654443240621146,0.372825856827401,0.123901926969493,0.372602218398273,0.124125565398622
0.00947259310256053,0.0707214405193573,3.01486494560692,1.00003293285782,3.01191830277179,0,1.00297957569295,8.10051719744883,8.02979575692948,0.00873048458456829,0.372181784461419,0.123452973246298,0.371818024621978,0.123816733085737
0.0132675462642573,0.0937969505812384,3.02351460632614,1.00006814675575,3.01886620246551,0,1.00471655061638,8.14096245674502,8.04716550616378,0.0115216046111999,0.371395227823594,0.122843969870807,0.370824238350871,0.123414959343528
0.0184787632875808,0.123884467696128,3.03627051012534,1.00013653294669,3.02912563445762,0,1.00728140861441,8.19669855384018,8.07281408614405,0.0151139470217662,0.370426030697791,0.122016995791326,0.369554353446177,0.12288867304294
0.025670514556964,0.163680441341439,3.05489994478431,1.00026760565197,3.04413404034901,0,1.01103351008725,8.27401554221398,8.11033510087254,0.0197824672320644,0.369216123561556,0.120892642822413,0.367914953122563,0.122193813261404
0.0356570837915274,0.217242609235758,3.08195329046647,1.00051744075967,3.06597658498091,0,1.01649414624523,8.38218407168802,8.16494146245227,0.0259171842777259,0.367679027817605,0.119362380043532,0.365772996483895,0.121268411377242
0.0496279731987937,0.290856753405836,3.12114840075217,1.00099409188372,3.09771399410869,0,1.02442849852717,8.53514173867759,8.24428498527176,0.0340775539892675,0.365682081951664,0.117279141053703,0.362936444285534,0.120024778719831
0.0693420708393618,0.394577698472886,3.17796083887592,1.00190942038957,3.14389620741237,0,1.03597405185309,8.75431821700384,8.35974051853095,0.0450723504323253,0.36301637204634,0.114447452737498,0.359125191646092,0.118338633137745
0.0974260320994639,0.545038333593727,3.26052265265818,1.0036867618514,3.21136753160771,0,1.05284188290193,9.07345716261294,8.52841882901922,0.0600695329052249,0.359347335224452,0.110617898322932,0.353929871939012,0.116035361608379
0.137812530817044,0.77062063140407,3.3809372606826,1.00718633955475,3.31049888019004,0,1.07762472004751,9.54686783187898,8.77624720047491,0.0807197339457039,0.354140993697739,0.105499139329398,0.346762827189835,0.112877305837324
0.196301915964466,1.12075595389278,3.55699684723976,1.01416875736253,3.45693248368225,0,1.11423312092056,10.2630871630979,9.14233120920511,0.109202614776828,0.346581568558567,0.0988171240529939,0.336831640299426,0.108567052312185
0.281043867203601,1.68136049220056,3.81389787319612,1.02818630851756,3.67366734537204,0,1.16841683634301,11.3655288556293,9.68416836342873,0.147935086308614,0.335567127728255,0.0904653291173779,0.32322889608014,0.102803560765613
0.402559876045552,2.59770284749939,4.18560923876627,1.05611351885149,3.99337820609572,0,1.24834455152393,13.0811483627368,10.4834455152374,0.19858370041114,0.319972614230833,0.0807355355635255,0.305277342276105,0.095430807518397
0.574065973511909,4.11399054851998,4.72049789427958,1.11085509741198,4.46508239335434,0,1.36627059833859,15.7766965319045,11.6627059833845,0.260763749888987,0.299206990812908,0.0704111342425553,0.283017574960944,0.0866005500946057
0.775569825801789,6.2218391969011,5.37414820395522,1.19785428829916,5.05760199379935,0,1.51440049844984,19.3658441814047,13.1440049845036,0.321279007443187,0.277506529207518,0.0618539670710224,0.261160936049239,0.0781995602290338
0.999698230461511,8.97459512991174,6.14951979425963,1.32436033413342,5.77910410271721,0,1.6947760256793,23.9223553867013,14.9477602567896,0.375155162810633,0.257061635230042,0.0553607833645697,0.241577554103635,0.0708448644911214
1.25003216743182,12.5613304722289,7.09977752998234,1.50577798486961,6.68444441190054,0,1.92111110297514,29.7724415019565,17.2111110297276,0.421911332713624,0.238468099081352,0.0505762345614368,0.22451784518449,0.064526488459097
