growth_rate_per_hr,cell_size
0.2,8.22752619039689
0.230816326530612,7.70534120243282
0.261632653061225,7.28263549163107
0.292448979591837,6.93609969532845
0.323265306122449,6.64536039970959
0.354081632653061,6.39661917930113
0.384897959183673,6.18181723094059
0.415714285714286,5.99451769121353
0.446530612244898,5.82969725366947
0.47734693877551,5.68303490900632
0.508163265306122,5.55248795368819
0.538979591836735,5.43456468517033
0.569795918367347,5.3281468223377
0.600612244897959,5.23206174255876
0.631428571428571,5.14426484399293
0.662244897959184,5.06427486110604
0.693061224489796,4.99109218329055
0.723877551020408,4.92403645182511
0.75469387755102,4.86237572074722
0.785510204081633,4.80565116540785
0.816326530612245,4.75340887715951
0.847142857142857,4.70538452742248
0.877959183673469,4.66092009747692
0.908775510204082,4.61990904016228
0.939591836734694,4.5822289413987
0.970408163265306,4.54734661342665
1.00122448979592,4.51522819148552
1.03204081632653,4.48567157232743
1.06285714285714,4.4585157382395
1.09367346938776,4.43361665500266
1.12448979591837,4.41084756097129
1.15530612244898,4.39005710660552
1.18612244897959,4.37117623695488
1.2169387755102,4.3541124193239
1.24775510204082,4.33878228281201
1.27857142857143,4.32511083397235
1.30938775510204,4.3129867839876
1.34020408163265,4.30243564467157
1.37102040816327,4.2933474720436
1.40183673469388,4.28568985628539
1.43265306122449,4.27942142914154
1.4634693877551,4.27450576780406
1.49428571428571,4.27095801495086
1.52510204081633,4.26865602804033
1.55591836734694,4.26757793062596
1.58673469387755,4.26779431401912
1.61755102040816,4.26928217274568
1.64836734693878,4.27195913250906
1.67918367346939,4.27585470325064
1.71,4.28095529957203
