growth_rate_per_hr,cell_size,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
0.54,3.06897513071445,8,1,0,7.32835096938958,0.315668564556545,0,0.0769025285138202,0.448709095262352,0.474388376223828,0.0419024318629334,0.0736801255526825,0.429907092971843,0.114238528415299,0.454510349612541,0,0.265728410353957,0.539953819518747
0.51,3.29914826551803,8,1,0,7.32835096938958,0.326117728275279,0,0.0725439800690073,0.453701519421282,0.473754500509711,0.0406205131063986,0.0695972063758239,0.435271930905237,0.109154202629958,0.454510349612541,0,0.250772436446682,0.510032754811076
0.31,3.01782554520254,8,1,0,7.32835096938958,0.398305250830183,0,0.0436676162655149,0.487196942028701,0.469135441705784,0.0311745623823807,0.0423062974381557,0.472008790566923,0.073703539736739,0.454510349612541,0,0.15614865911335,0.310035395842193
1.03,2.65977844661919,9,0,0,3.52107154242949,0,0,0.311308729059037,0.20499528517104,0.483695985769923,0.0603388016771031,0.292524733395993,0.192626115314363,0.192626115314363,0.454510349612541,0,1,1.0300005142174
0.87,2.3784557263037,9,1,0,3.52107154242949,0.0758249550981893,0,0.26137282807889,0.257832832865528,0.480794339055582,0.0546678430005447,0.247084139348865,0.24373766803805,0.16791271293986,0.454510349612541,0,0.6889075221383,0.87000093164697
0.75,2.27615655527988,9,1,0,3.52107154242949,0.133381879869543,0,0.22427772155133,0.29715588579873,0.47856639264994,0.0502668875350709,0.213003978545487,0.282218784306901,0.148836904437357,0.454510349612541,0,0.527381282585017,0.750002247280778
0.67,2.09713300598821,9,1,0,3.52107154242949,0.17214705927102,0,0.19970882129017,0.323270273106017,0.477020905603813,0.047189873078577,0.190284587360815,0.308015189948067,0.135868130677047,0.454510349612541,0,0.441108539809205,0.670005645519105
0.54,2.0459834204763,9,1,0,3.52107154242949,0.235985725167801,0,0.160067270535035,0.365535262081535,0.47439746738343,0.0419207924540104,0.153357123708256,0.350211734225193,0.114226009057392,0.454510349612541,0,0.326162712137858,0.539981404117979
0.46,2.02040862772034,9,1,0,3.52107154242949,0.275898119370023,0,0.135856293660802,0.391477689388458,0.47266601695074,0.0384111966739748,0.1306378908456,0.376440562867885,0.100542443497862,0.454510349612541,0,0.267087167046735,0.459985359819451
0.34,2.14828259150011,9,1,0,3.52107154242949,0.336999742082034,0,0.0998296286359872,0.430277260053778,0.469893111310235,0.0327367252837594,0.0965615335081511,0.416191391595548,0.079191649513514,0.454510349612541,0,0.190277000227991,0.340000067728903
0.25,2.25058176252393,9,1,0,3.52107154242949,0.384213496942695,0,0.0730414444804823,0.459412823628297,0.467545731891221,0.0278804433225218,0.0710050166274491,0.446604190437488,0.0623906934947933,0.454510349612541,0,0.139700197245521,0.250013743416644
0.65,1.56006235811318,10,0,0,1.7735191204125,0,0,0.384326252957144,0.139058044839796,0.47661570220306,0.0463798244336928,0.366501268819733,0.132608557134034,0.132608557134034,0.454510349612541,0,1,0.649997007907239
0.59,1.50891277260127,10,1,0,1.7735191204125,0.0461821612707409,0,0.347975066211084,0.176607225258733,0.475417708530184,0.0439768198418197,0.332672229414873,0.168840601130766,0.122658439860025,0.454510349612541,0,0.726474787690591,0.590000559697533
0.46,1.50891277260127,10,1,0,1.7735191204125,0.147160447620707,0,0.269736851581934,0.257590098630113,0.472673049787953,0.0384255040213523,0.259372077106765,0.247692069259341,0.100531621638635,0.454510349612541,0,0.405873397316468,0.460001338049955
0.43,1.63678673638104,10,1,0,1.7735191204125,0.170677239411629,0,0.251789286137898,0.276205443881791,0.472005269980311,0.0370650954140826,0.242456692222953,0.265967862750424,0.0952906233387948,0.454510349612541,0,0.358278712147312,0.430001579529377
0.34,1.73908590740485,10,1,0,1.7735191204125,0.241858007993543,0,0.198194442908038,0.331909539831572,0.469896017260389,0.0327427070728344,0.191705020320437,0.321041922994188,0.0791839150006454,0.454510349612541,0,0.246646650574912,0.339992519017362
0.31,1.84138507842867,10,1,0,1.7735191204125,0.265835335193026,0,0.180411622173604,0.350452814201624,0.469135563624772,0.0311748141608145,0.174787323379891,0.339527512846754,0.0736921776537275,0.454510349612541,0,0.217043317155239,0.30998866001996
0.27,1.84138507842867,10,1,0,1.7735191204125,0.298019202785056,0,0.156797033176605,0.375119665414826,0.46808330140857,0.0289968724694611,0.152250409601993,0.364242368316005,0.0662231655309489,0.454510349612541,0,0.181810715313315,0.27001901251977
0.24,1.89253466394058,10,1,0,1.7735191204125,0.322401130520118,0,0.139121157511372,0.393626611217362,0.467252231271266,0.0272698144727062,0.135327349356808,0.382892486557945,0.0604913560378263,0.454510349612541,0,0.157985226039874,0.240005641599042
0.36,1.15086567401792,11,0,0,0.839292180337488,0,0,0.443899064531656,0.0857304615774421,0.470370473890902,0.0337183670292192,0.42893151294985,0.0828397704083896,0.0828397704083896,0.454510349612541,0,1,0.359998864719137
0.32,1.09971608850601,11,1,0,0.839292180337488,0.056962483441495,0,0.393767921859582,0.136842828198979,0.469389249941438,0.0316984258390101,0.381286098590735,0.132505125957714,0.0755426425162187,0.454510349612541,0,0.570111095478122,0.320010441018593
0.28,1.02299171023815,11,1,0,0.839292180337488,0.114219101234498,0,0.343775734654502,0.187868696885145,0.468355568460353,0.0295613413828434,0.333613262803243,0.182315046201373,0.0680959449668749,0.454510349612541,0,0.373506994544272,0.279999002727637
0.23,0.971842124726242,11,1,0,0.839292180337488,0.186221176897828,0,0.281551515705196,0.251481765262351,0.466966719032453,0.0266750689336523,0.274041109615385,0.244773471838421,0.0585522949405929,0.454510349612541,0,0.239210133765003,0.230000560391201
0.21,0.997416917482195,11,1,0,0.839292180337488,0.215198335146475,0,0.256742430146291,0.276880150195481,0.466377419658228,0.0254452071337066,0.250209565831208,0.269834877422545,0.0546365422760694,0.454510349612541,0,0.202481394540084,0.209998932047771
0.801,1.99615067209644,12,0,0,2.38159922461622,0,0,0.354837308707254,0.16563931643351,0.479523374859236,0.0521622647780982,0.336328191057319,0.156999194552042,0.156999194552042,0.454510349612541,0,1,0.800998959038685
0.814,2.12171498856703,13,0,0,2.4387004409904,0,0,0.352327974455263,0.167910413889764,0.479761611654973,0.0526329356684581,0.333783918841561,0.15907279587744,0.15907279587744,0.454510349612541,0,1,0.813998990074418
1.093,2.82036772380078,14,0,0,3.89232514922431,0,0,0.299531546626253,0.215652617774333,0.484815835599414,0.062509274164702,0.280808047057215,0.202172329165542,0.202172329165542,0.454510349612541,0,1,1.09299622366536
1.37,3.79590587484146,15,0,0,5.93948350654092,0,0,0.248493128683593,0.261857177357919,0.489649693958488,0.0717642526473759,0.230660205015607,0.243065192724477,0.243065192724477,0.454510349612541,0,1,1.37000248330554
1.548,4.90022794021095,16,0,0,7.76155461093225,0,0,0.216218510745719,0.291044914613972,0.492736574640309,0.0775794349255934,0.199444400861613,0.268465814600253,0.268465814600253,0.454510349612541,0,1,1.54799860913207
1.838,7.75601124045215,17,0,0,12.2543676355913,0,0,0.16428737830526,0.337868410616695,0.497844211078045,0.0870430156688329,0.149987309461243,0.308459325257383,0.308459325257383,0.454510349612541,0,1,1.83799963081128
2.419,12.8526346500145,18,0,0,43.7914651394144,0,0,0.0618181689383872,0.429538270587261,0.508643560474352,0.106426612009651,0.0552390706576344,0.383823967720174,0.383823967720174,0.454510349612541,0,1,2.41899983703744
