si_jun_excel_raw_number,growth_rate_per_hr,estim_SA_over_V,estim_aspect_ratio,estim_vol_um3,estim_C_plus_D_hrs,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
202,1.71,4.306,4.0089,3.4,1.37,7,0,0,9.96400275668993,0,0,0.187125914860842,0.317291899616557,0.495582185522601,0.082875932811727,0.171617680113502,0.29099603746223,0.29099603746223,0.454510349612541,0,1,1.70999903774767
203,1.63,4.473,3.9774,3,1.35,7,1,0,9.96400275668993,0.0217116852831284,0,0.177863436409759,0.327958340299835,0.494178223290406,0.0802703798110382,0.163586270814651,0.30163299976177,0.279921314478641,0.454510349612541,0,0.928019529360924,1.62997405335381
204,0.98,4.87,4.1282,2.39,1.88,7,1,0,9.96400275668993,0.203562331312746,0,0.104476129159928,0.412726736664698,0.482797134175374,0.0585893795975966,0.0983549375696893,0.388545333220173,0.184983001907427,0.454510349612541,0,0.47609116901323,0.980008869078451
205,0.96,5.107,4.0063,2.02,2.05,7,1,0,9.96400275668993,0.209345357089142,0,0.102270086335203,0.415292732625099,0.482437181039698,0.0578869799524412,0.0963499798977827,0.391252690537235,0.181907333448093,0.454510349612541,0,0.464935674175973,0.960031465308526
206,0.78,5.111,3.6121,1.89,2.48,7,1,0,9.96400275668993,0.262172160544558,0,0.0825217509342441,0.438351519968717,0.479126729097039,0.0513775959251736,0.0782819817597067,0.415830072702579,0.153657912158021,0.454510349612541,0,0.369520922715766,0.780001882052868
207,0.55,4.619,4.2042,2.85,3.92,7,1,0,9.96400275668993,0.332021606483349,0,0.0576399949082826,0.467766823727467,0.47459318136425,0.0423158876703197,0.0552009073584259,0.447972855358713,0.115951248875364,0.454510349612541,0,0.258835434978569,0.550021993091141
208,0.38,4.273,3.609,3.26,6.12,7,1,0,9.96400275668993,0.386211758755427,0,0.0395109142290206,0.489635468181319,0.47085361758966,0.0347098702581535,0.0381394955223503,0.472640284606955,0.0864285258515285,0.454510349612541,0,0.182863223187592,0.380022038523462
209,0.21,4.299,4.0165,3.5,11.44,7,1,0,9.96400275668993,0.444330148062314,0,0.0216273552086995,0.511979073603632,0.466393571187669,0.0254789566349882,0.0210763127632076,0.498934380989263,0.054604232926949,0.454510349612541,0,0.109441712192057,0.21000443847346
241,1.51,6.0025,4.6614,1.42,1.13,8,0,0,7.32835096938958,0,0,0.223081969587488,0.284836227908738,0.492081802503774,0.0763520469565526,0.206049204570384,0.263088398860523,0.263088398860523,0.454510349612541,0,1,1.51000088805532
242,1.34,5.9997,4.6452,1.4,1.32,8,1,0,7.32835096938958,0.0531404171673938,0,0.196778492887756,0.314095634117631,0.489125872994613,0.0707701744954573,0.182852444609136,0.291867031282865,0.238726614115472,0.454510349612541,0,0.817929360045149,1.34000688970662
243,1.17,6.0251,4.4244,1.33,1.38,8,1,0,7.32835096938958,0.106988421122367,0,0.170776287179224,0.3430646216696,0.486159091151176,0.0650995571505078,0.159658826512049,0.320731266724902,0.213742845602536,0.454510349612541,0,0.666423475905975,1.17003591604118
244,0.86,6.1566,4.3805,1.24,2,8,1,0,7.32835096938958,0.207488418302105,0,0.124093020074555,0.395290855762413,0.480616124163032,0.054317309049822,0.117352621152239,0.373819720185398,0.166331301883292,0.454510349612541,0,0.444950581528443,0.860001194981421
245,0.69,5.9842,4.2364,1.31,2.5,8,1,0,7.32835096938958,0.264231268691138,0,0.0988988726909376,0.423694658075754,0.477406469233309,0.0479593828243215,0.0941557437946591,0.403374523768478,0.139143255077341,0.454510349612541,0,0.344948049215929,0.690006336311187
246,0.54,6.1404,4.1342,1.2,2.91,8,1,0,7.32835096938958,0.315668564556545,0,0.0769025285138202,0.448709095262352,0.474388376223828,0.0419024318629334,0.0736801255526825,0.429907092971843,0.114238528415299,0.454510349612541,0,0.265728410353957,0.539953819518747
247,0.51,5.9546,3.992,1.29,3.57,8,1,0,7.32835096938958,0.326117728275279,0,0.0725439800690073,0.453701519421282,0.473754500509711,0.0406205131063986,0.0695972063758239,0.435271930905237,0.109154202629958,0.454510349612541,0,0.250772436446682,0.510032754811076
248,0.31,6.0751,3.8593,1.18,5.76,8,1,0,7.32835096938958,0.398305250830183,0,0.0436676162655149,0.487196942028701,0.469135441705784,0.0311745623823807,0.0423062974381557,0.472008790566923,0.073703539736739,0.454510349612541,0,0.15614865911335,0.310035395842193
300,1.03,6.2728,3.7971,1.04,1.1,9,0,0,3.52107154242949,0,0,0.311308729059037,0.20499528517104,0.483695985769923,0.0603388016771031,0.292524733395993,0.192626115314363,0.192626115314363,0.454510349612541,0,1,1.0300005142174
301,0.87,6.5012,3.7134,0.93,1.16,9,1,0,3.52107154242949,0.0758249550981893,0,0.26137282807889,0.257832832865528,0.480794339055582,0.0546678430005447,0.247084139348865,0.24373766803805,0.16791271293986,0.454510349612541,0,0.6889075221383,0.87000093164697
302,0.75,6.5616,3.6062,0.89,1.22,9,1,0,3.52107154242949,0.133381879869543,0,0.22427772155133,0.29715588579873,0.47856639264994,0.0502668875350709,0.213003978545487,0.282218784306901,0.148836904437357,0.454510349612541,0,0.527381282585017,0.750002247280778
303,0.67,6.687,3.4736,0.82,1.4,9,1,0,3.52107154242949,0.17214705927102,0,0.19970882129017,0.323270273106017,0.477020905603813,0.047189873078577,0.190284587360815,0.308015189948067,0.135868130677047,0.454510349612541,0,0.441108539809205,0.670005645519105
304,0.54,6.7065,3.3853,0.8,1.59,9,1,0,3.52107154242949,0.235985725167801,0,0.160067270535035,0.365535262081535,0.47439746738343,0.0419207924540104,0.153357123708256,0.350211734225193,0.114226009057392,0.454510349612541,0,0.326162712137858,0.539981404117979
305,0.46,6.7415,3.4141,0.79,2.2,9,1,0,3.52107154242949,0.275898119370023,0,0.135856293660802,0.391477689388458,0.47266601695074,0.0384111966739748,0.1306378908456,0.376440562867885,0.100542443497862,0.454510349612541,0,0.267087167046735,0.459985359819451
306,0.34,6.5799,3.3875,0.84,2.93,9,1,0,3.52107154242949,0.336999742082034,0,0.0998296286359872,0.430277260053778,0.469893111310235,0.0327367252837594,0.0965615335081511,0.416191391595548,0.079191649513514,0.454510349612541,0,0.190277000227991,0.340000067728903
307,0.25,6.5332,3.5093,0.88,4.9,9,1,0,3.52107154242949,0.384213496942695,0,0.0730414444804823,0.459412823628297,0.467545731891221,0.0278804433225218,0.0710050166274491,0.446604190437488,0.0623906934947933,0.454510349612541,0,0.139700197245521,0.250013743416644
328,0.65,7.7214,4.2886,0.61,1.39,10,0,0,1.7735191204125,0,0,0.384326252957144,0.139058044839796,0.47661570220306,0.0463798244336928,0.366501268819733,0.132608557134034,0.132608557134034,0.454510349612541,0,1,0.649997007907239
329,0.59,7.4914,3.5909,0.59,1.61,10,1,0,1.7735191204125,0.0461821612707409,0,0.347975066211084,0.176607225258733,0.475417708530184,0.0439768198418197,0.332672229414873,0.168840601130766,0.122658439860025,0.454510349612541,0,0.726474787690591,0.590000559697533
330,0.46,7.3939,3.3415,0.59,2.08,10,1,0,1.7735191204125,0.147160447620707,0,0.269736851581934,0.257590098630113,0.472673049787953,0.0384255040213523,0.259372077106765,0.247692069259341,0.100531621638635,0.454510349612541,0,0.405873397316468,0.460001338049955
331,0.43,7.1891,3.3381,0.64,2.55,10,1,0,1.7735191204125,0.170677239411629,0,0.251789286137898,0.276205443881791,0.472005269980311,0.0370650954140826,0.242456692222953,0.265967862750424,0.0952906233387948,0.454510349612541,0,0.358278712147312,0.430001579529377
332,0.34,7.1123,3.4687,0.68,3.02,10,1,0,1.7735191204125,0.241858007993543,0,0.198194442908038,0.331909539831572,0.469896017260389,0.0327427070728344,0.191705020320437,0.321041922994188,0.0791839150006454,0.454510349612541,0,0.246646650574912,0.339992519017362
333,0.31,7.0138,3.5393,0.72,3.22,10,1,0,1.7735191204125,0.265835335193026,0,0.180411622173604,0.350452814201624,0.469135563624772,0.0311748141608145,0.174787323379891,0.339527512846754,0.0736921776537275,0.454510349612541,0,0.217043317155239,0.30998866001996
334,0.27,6.9887,3.4954,0.72,3.29,10,1,0,1.7735191204125,0.298019202785056,0,0.156797033176605,0.375119665414826,0.46808330140857,0.0289968724694611,0.152250409601993,0.364242368316005,0.0662231655309489,0.454510349612541,0,0.181810715313315,0.27001901251977
335,0.24,6.8689,3.3843,0.74,3.85,10,1,0,1.7735191204125,0.322401130520118,0,0.139121157511372,0.393626611217362,0.467252231271266,0.0272698144727062,0.135327349356808,0.382892486557945,0.0604913560378263,0.454510349612541,0,0.157985226039874,0.240005641599042
343,0.36,8.2154,3.5897,0.45,2.05,11,0,0,0.839292180337488,0,0,0.443899064531656,0.0857304615774421,0.470370473890902,0.0337183670292192,0.42893151294985,0.0828397704083896,0.0828397704083896,0.454510349612541,0,1,0.359998864719137
344,0.32,8.369,3.6462,0.43,2.21,11,1,0,0.839292180337488,0.056962483441495,0,0.393767921859582,0.136842828198979,0.469389249941438,0.0316984258390101,0.381286098590735,0.132505125957714,0.0755426425162187,0.454510349612541,0,0.570111095478122,0.320010441018593
345,0.28,8.4656,3.481,0.4,2.68,11,1,0,0.839292180337488,0.114219101234498,0,0.343775734654502,0.187868696885145,0.468355568460353,0.0295613413828434,0.333613262803243,0.182315046201373,0.0680959449668749,0.454510349612541,0,0.373506994544272,0.279999002727637
346,0.23,8.5469,3.2939,0.38,3.22,11,1,0,0.839292180337488,0.186221176897828,0,0.281551515705196,0.251481765262351,0.466966719032453,0.0266750689336523,0.274041109615385,0.244773471838421,0.0585522949405929,0.454510349612541,0,0.239210133765003,0.230000560391201
347,0.21,8.4034,3.1212,0.39,3.43,11,1,0,0.839292180337488,0.215198335146475,0,0.256742430146291,0.276880150195481,0.466377419658228,0.0254452071337066,0.250209565831208,0.269834877422545,0.0546365422760694,0.454510349612541,0,0.202481394540084,0.209998932047771
