si_jun_excel_raw_number,growth_rate_per_hr,estim_SA_over_V,estim_aspect_ratio,estim_vol_um3,estim_C_plus_D_hrs,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
202,1.71,4.306,4.0089,3.4,1.37,7,0,0,11.8270126475557,0,0,0.169606846726061,0.299909822869258,0.530483330404681,0.147532944747687,0.144584249179196,0.255663243542599,0.255663243542599,0.452219562530518,0,1,1.7099997436797
203,1.63,4.473,3.9774,3,1.35,7,1,0,11.8270126475557,0.0188246569523746,0,0.160875846556831,0.311254049797259,0.52787010364591,0.1433127972069,0.137820278983743,0.266647361278838,0.247822704326464,0.452219562530518,0,0.929402425502763,1.63000218263039
204,0.98,4.87,4.1282,2.39,1.88,7,1,0,11.8270126475557,0.180942616703903,0,0.0927731318885605,0.400913593646659,0.50631327446478,0.106838423289305,0.0828613967539759,0.358080617426201,0.177138000722297,0.452219562530518,0,0.494687486844509,0.980002787403406
205,0.96,5.107,4.0063,2.02,2.05,7,1,0,11.8270126475557,0.186261166657848,0,0.0907559011212884,0.403621438566755,0.505622660311957,0.105618481870433,0.0811704006240748,0.360991554974974,0.174730388317126,0.452219562530518,0,0.484029019264009,0.960003354788098
206,0.78,5.111,3.6121,1.89,2.48,7,1,0,11.8270126475557,0.235368289692084,0,0.0728121501167385,0.427931177499911,0.49925667238335,0.0942142838638221,0.0659522055369049,0.387613948068755,0.152245658376671,0.452219562530518,0,0.392776521936888,0.780017569019169
207,0.55,4.619,4.2042,2.85,3.92,7,1,0,11.8270126475557,0.302295255980566,0,0.0504474044930155,0.459023626527098,0.490528968979887,0.078098152957281,0.0465075553806222,0.423174729131579,0.120879473151013,0.452219562530518,0,0.285649082588359,0.550045445693517
208,0.38,4.273,3.609,3.26,6.12,7,1,0,11.8270126475557,0.356370388408638,0,0.0343402659546271,0.482358615897313,0.48330111814806,0.0643109532554822,0.0321318107160383,0.451337673497962,0.094967285089323,0.452219562530518,0,0.210412936179926,0.380023331727452
209,0.21,4.299,4.0165,3.5,11.44,7,1,0,11.8270126475557,0.417595101972511,0,0.0186393762255309,0.506650332373464,0.474710291401005,0.0473777992133071,0.0177562836012564,0.482646354654919,0.0650512526824076,0.452219562530518,0,0.134780366732321,0.210003790725646
241,1.51,6.0025,4.6614,1.42,1.13,8,0,0,8.62212541026473,0,0,0.20291030891525,0.273138933348695,0.523950757736054,0.136904459334081,0.175130982779897,0.235744995355505,0.235744995355505,0.452219562530518,0,1,1.51000129675118
242,1.34,5.9997,4.6452,1.4,1.32,8,1,0,8.62212541026473,0.0467973800215976,0,0.178151954197637,0.303467922036851,0.518380123765512,0.127629432923477,0.155414521309184,0.264736483236822,0.217939103215224,0.452219562530518,0,0.823230332859961,1.34000349330404
243,1.17,6.0251,4.4244,1.33,1.38,8,1,0,8.62212541026473,0.0947957277813651,0,0.153859920915852,0.333392914973344,0.512747164110804,0.118045707157155,0.135697417748196,0.29403731256413,0.199241584782765,0.452219562530518,0,0.677606467850267,1.17000015367403
