growth_rate_per_hr,avg_birth_volume_um3,avg_cell_volume_um3,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate
0.801,0.426,0.62,12,0,0,2.14419233708439,0,0,0.378560731508118,0.159443400237526,0.461995868254356,0.0131876724060229,0.373568396595205,0.157340712907891,0.157340712907891,0.455903218090881,0,1,0.801002493356342
0.814,0.469,0.659,13,0,0,2.19399584299104,0,0,0.376032495904863,0.161899014676497,0.462068489418641,0.0133427651288589,0.371015182631185,0.159738834149075,0.159738834149075,0.455903218090881,0,1,0.814005768379383
1.093,0.595,0.876,14,0,0,3.45158268877613,0,0,0.321785023324059,0.2149399512811,0.463275025394841,0.0159123779609692,0.316664658410747,0.211519745537403,0.211519745537403,0.455903218090881,0,1,1.09299425311774
1.37,0.8,1.179,15,0,0,5.20211471398136,0,0,0.268301136537222,0.267232080082884,0.464466783379894,0.0184374116631043,0.263354358033206,0.262305012212808,0.262305012212808,0.455903218090881,0,1,1.36999958091566
1.548,1.046,1.522,16,0,0,6.74885826676391,0,0,0.23406418593897,0.300706909233068,0.465228904827962,0.0200453725903588,0.229372282121765,0.294679127196996,0.294679127196996,0.455903218090881,0,1,1.54800102236398
1.838,1.657,2.409,17,0,0,10.5390145953155,0,0,0.178452159892934,0.35505098228622,0.466496857820845,0.0227089197973393,0.174399704106263,0.346988158005516,0.346988158005516,0.455903218090881,0,1,1.83800102699462
2.419,2.746,3.992,18,0,0,36.9193453714751,0,0,0.067439999431444,0.46330557950255,0.469254421066006,0.0284519492534447,0.0655211999899682,0.450123632665706,0.450123632665706,0.455903218090881,0,1,2.41899981158313
