scale_factor,ri_r_rate,r_ri_rate,real_growth_rate_per_hr,real_ri
0.001,0.1,0.207894736842105,0.512414793092678,0.093839121062388
0.00244843674682223,0.244843674682223,0.509017113155147,0.51257039287237,0.148084989961056
0.00599484250318941,0.599484250318941,1.24629620461043,0.508590459458471,0.194442984131607
0.0146779926762207,1.46779926762207,3.05147742479325,0.506529426550228,0.221384089419916
0.0359381366380463,3.59381366380463,7.47134945896225,0.502405704087312,0.234003137268611
0.0879922543569107,8.79922543569107,18.2931265636735,0.499288498081888,0.240092274948118
0.215443469003188,21.5443469003188,44.7895632927681,0.499496652687887,0.241638919676046
0.527499706370262,52.7499706370262,109.664412640133,0.498436093846344,0.243225694405711
1.29154966501488,129.154966501488,268.506377726779,0.498218371993395,0.243275844803684
3.16227766016838,316.227766016838,657.420881982374,0.500928496131204,0.243233428314064
