ri_r_rate,r_ri_rate,real_growth_rate_per_hr,real_ri,det_ss_growth_rate_per_hr,det_ss_ri
100,50,0.512802304013597,0.123351169629135,0.5,0.248802819678706
100,63.1578947368421,0.510182687812989,0.142592752857778,0.5,0.248802819678706
100,76.3157894736842,0.511814453310068,0.159220137793049,0.5,0.248802819678706
100,89.4736842105263,0.510159366628557,0.173193128758339,0.5,0.248802819678706
100,102.631578947368,0.509326027368259,0.185805044138346,0.5,0.248802819678706
100,115.789473684211,0.508358257556855,0.196723446479392,0.5,0.248802819678706
100,128.947368421053,0.50721984232511,0.205849069151818,0.5,0.248802819678706
100,142.105263157895,0.5068088897887,0.214152670993034,0.5,0.248802819678706
100,155.263157894737,0.504766650949488,0.221139232360374,0.5,0.248802819678706
100,168.421052631579,0.50441016893118,0.227577757016278,0.5,0.248802819678706
100,181.578947368421,0.503644623330501,0.233704044403072,0.5,0.248802819678706
100,194.736842105263,0.500596777815057,0.238583579480304,0.5,0.248802819678706
100,207.894736842105,0.499409811325219,0.243060517601312,0.5,0.248802819678706
100,221.052631578947,0.497094831283187,0.247122100773674,0.5,0.248802819678706
100,234.210526315789,0.495312043685067,0.249968042890228,0.5,0.248802819678706
100,247.368421052632,0.492195871199076,0.252623334283518,0.5,0.248802819678706
100,260.526315789474,0.489298630705346,0.255030410498272,0.5,0.248802819678706
100,273.684210526316,0.486236269758778,0.256986622953864,0.5,0.248802819678706
100,286.842105263158,0.483179355921455,0.25819442155691,0.5,0.248802819678706
100,300,0.480621795164717,0.258871682955136,0.5,0.248802819678706
