growth_rate,birth_size
0.211384768462479,331.149687411962
0.283363224201485,344.348698920705
0.350685847572314,356.876435185221
0.413933623091643,368.9656123766
0.473549089794232,380.748340961601
0.52989544996973,392.301515120884
0.583272555996281,403.67842277847
0.633929135606399,414.920672132691
0.68210325493592,426.044090103868
0.728002525340469,437.061420951819
0.771840539868839,447.965036685338
0.813632263681691,458.847749773341
0.853677938652673,469.62568991982
0.891963183075757,480.384007563299
0.928689219188077,491.079896953391
0.963944541226527,501.726336891729
0.997807422370608,512.335456472728
1.03034303646691,522.920871708326
1.06166207102113,533.468842697656
1.09186568123504,543.967453274631
1.12096177671386,554.448121627436
1.14898952296858,564.923261801284
1.17587729340137,575.456869916523
1.20214908347537,585.819540956171
1.22747042437109,596.200256469023
1.25190752979623,606.589481507106
1.27558565619024,616.947747217636
1.29832480607739,627.381877579946
1.32084488288368,637.562535187846
1.34229781698792,647.916549286018
1.36295912789672,658.326951195793
1.38321471793637,668.62250152187
1.40302580741345,678.835868443565
1.42216122412462,689.092054667162
1.44069143475539,699.369575794578
1.45867033502389,709.65419005012
1.4761535541166,719.930030154118
1.49323160656073,730.163375535737
1.50983665634301,740.397170238541
1.52600923431066,750.620979021782
1.54176081764444,760.838055816272
1.55708794696853,771.058605227471
1.57164399531297,781.463118775345
1.58622617742271,791.663631347908
1.60042805029682,801.86880821998
1.61429138408589,812.064726252258
1.62786599696054,822.232819521997
1.64074824862103,832.583918470558
1.65380500594468,842.684813884875
1.66654115015103,852.791496377587
1.68014012504929,862.301814704519
1.69058865622674,873.283770671196
1.7023166085609,883.466322525506
1.71474576038178,893.144154019757
1.72550795354618,903.554750870166
1.7376041030004,913.134737611921
1.74795186204912,923.505080025518
1.7592429060287,933.252694208331
1.76884179453927,943.777982037545
1.77881694218346,953.987820065794
1.78930726434423,963.806210878761
1.79900533218587,973.938865424212
1.80852474394951,984.06006091485
1.81814181294671,994.021871343269
1.8269587111494,1004.31852873901
1.83555240512602,1014.63964593066
1.84459009321759,1024.61788499753
1.85312174454763,1034.78131602404
1.86223693807875,1044.52418238375
1.87095906343659,1054.39360554675
1.87817890033289,1065.02262907356
1.88620697607659,1075.10936689296
1.89408076049942,1085.19899907149
1.9018399105153,1095.27110642342
1.90963327462491,1105.24156059264
1.91727572528815,1115.21873978792
1.92494238126193,1125.10254688131
1.9325299548224,1134.95437825434
1.93902491091274,1145.37419215706
1.94563187678888,1155.65789978514
1.95244669774335,1165.74788376619
1.95913306717526,1175.84476635772
1.9662725909007,1185.59966303769
1.97358675760896,1195.17820521131
1.97949074685863,1205.54422401352
1.98542477031348,1215.8301991761
1.99107753342596,1226.22806521961
1.99681682306622,1236.51347513163
2.00336402117774,1246.23714925205
2.01028228303097,1255.665657281
2.01639113117429,1265.53729698864
2.02161559269678,1275.90722425775
2.02721476375455,1285.98594662038
2.032404941183,1296.26995150482
2.03750568783539,1306.55891073826
2.04250838698058,1316.8596941103
2.04816090290642,1326.68909137793
2.05447298555768,1336.03532591761
2.06001005561178,1345.83044139602
2.06533576325234,1355.71176842973
