t,A,E,R,Q,U,X,M_or_V,total_prot,a,e,r,q,x
0,0,1,1,1,0,0,3,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
0,0,1,1,1,0,0,3,3,0,0.333333333333333,0.333333333333333,0.333333333333333,0
0.000118606811070101,0.000412414630795444,1.00000312962794,1.00000000435049,1.00000250718274,0,6.26795686034727e-07,3.00041868258766,3.00000626795686,0.000137452360628472,0.333287862601065,0.333286820987282,0.333287655148284,2.08902740698228e-07
0.000711640866420608,0.002307502444413,1.00010141964306,1.00000092474084,1.00008187550712,0,2.04688767789667e-05,3.0025121912122,3.00020468876779,0.000768523921790106,0.333088212787335,0.333054742514504,0.333081703526191,6.81725018099021e-06
0.00268573276040235,0.00722766078105228,1.00109392539281,1.00003458837692,1.00090281101578,0,0.000225702753944313,3.0094846883205,3.00225702753944,0.00240162736467877,0.332646292994262,0.332294293524054,0.332582788973866,7.49971431389042e-05
0.00441764392884323,0.0104382497587355,1.0024649904315,1.00012045068558,1.00206835289366,0,0.000517088223414421,3.01560913199288,3.00517088223415,0.00346140673471079,0.332425372969013,0.331647904920836,0.332293844803234,0.000171470572206651
0.00674616702942931,0.0137959254905818,1.00471366755914,1.00031747141395,1.00402491117847,0,0.0010062277946179,3.02385820343676,3.01006227794618,0.00456235860362172,0.332262163092579,0.330808326355066,0.332034389058769,0.000332762889964311
0.00937150084325357,0.0167273865754549,1.00758720402525,1.00064036619471,1.00658205617598,0,0.00164551404399399,3.03318252701539,3.01645514043993,0.00551479722254447,0.332188120909659,0.329897840727484,0.331856737011616,0.00054250412869586
0.0129116298920123,0.019762040368361,1.01180222838106,1.00121684222235,1.01041525648274,0,0.00260381412068408,3.04580018157519,3.02603814120682,0.00648829180847338,0.332195865802919,0.328720461794888,0.331740493875795,0.000854886717925623
0.0172365224796967,0.0225495834924233,1.01727130410954,1.00209831298381,1.01549569367469,0,0.00387392341867263,3.06128881767913,3.03873923418671,0.00736604248583081,0.332301643097094,0.327345236815497,0.331721622543466,0.00126545505811163
0.0225466605043804,0.0251038810522312,1.02427293789682,1.00338651645884,1.02212756348454,0,0.00553189087113458,3.08042278976356,3.05531890871133,0.00814949205532856,0.332510505149014,0.325730130225356,0.331814050617056,0.00179582195324532
0.0290748154778102,0.0274368971512139,1.03314151642635,1.0052042892882,1.03067664457168,0,0.00766916114291995,3.10412850858036,3.07669161142915,0.00883884061995934,0.332828203977562,0.323828181246246,0.332034141538505,0.00247063261772862
0.0371648984133334,0.0295949111231869,1.04437766740225,1.00772145070738,1.04167929448775,0,0.0104198236219373,3.13379314734251,3.10419823621932,0.0094437985315922,0.333263115431821,0.321566039405613,0.332402058946075,0.00332498768489982
0.0473663649957575,0.0316691052091094,1.05879455321228,1.01120172763596,1.05599702467864,0,0.0139992561696609,3.17166166690566,3.13999256169655,0.00998502001003357,0.33382960240058,0.318823958490666,0.332947563637485,0.0044138554612349
0.0606785428617752,0.033827260246693,1.07789260734787,1.01612612203692,1.07521498350788,0,0.01880374587697,3.22186471901633,3.18803745876964,0.0104992801364487,0.334555514074147,0.315384477827224,0.333724435157586,0.00583629280459391
0.0793970832413449,0.0364271103751876,1.10515561306228,1.02362461654249,1.10302418368387,0,0.025756045920968,3.29398756958481,3.25756045920962,0.0110586666177915,0.335506916682622,0.310755458215502,0.334859850070079,0.00781910841400487
0.114257825884461,0.040988273347658,1.15697369255449,1.03911620475829,1.15687191785031,0,0.0392179794625764,3.43316806797332,3.39217979462566,0.0119389067287505,0.336998850521606,0.302669774442969,0.336969205976926,0.0114232623297489
0.149328289753814,0.0457687988958506,1.21031598676039,1.05664745132716,1.21357075047012,0,0.0533926876175287,3.57969567507105,3.5339268761752,0.0127856675679399,0.33810583262399,0.295178011551552,0.339015061789024,0.0149154264674941
0.181912449680205,0.0505167787837283,1.26088927647756,1.07475864045251,1.2685183335442,0,0.0671295833860499,3.72181261264405,3.67129583386032,0.0135731655624221,0.338783654016854,0.288772905116515,0.340833477009209,0.0180367982950006
0.215513772497666,0.0557211631909876,1.31401414929346,1.09538317405054,1.32751785867535,0,0.0818794646688382,3.87451580987918,3.81879464668819,0.0143814520123807,0.339142802293647,0.282714854655528,0.342628066012912,0.0211328250255331
0.250996065314959,0.0615336166726476,1.37114632403446,1.1194227373957,1.39245524914425,0,0.0981138122860625,4.04267173953312,3.98113812286047,0.0152210272407015,0.339168355082129,0.276901714885459,0.344439355668552,0.0242695471231591
0.288947836032921,0.0680660225673622,1.43340710683894,1.14782368275144,1.46498463167243,0,0.116246157918109,4.23052760174829,4.16246157918093,0.0160892515012155,0.338824667222732,0.271319275231084,0.346288872117752,0.0274779339272173
0.33004741838915,0.0754383523794758,1.50218415981979,1.18183105463956,1.5472121715676,0,0.136803042891901,4.44346878129833,4.36803042891885,0.0169773562260594,0.338065649553382,0.265970374229622,0.34819917675117,0.0307874432397674
0.375236785792111,0.0838016743915749,1.5794962403672,1.22322728129701,1.64217881733147,0,0.160544704332869,4.68924871772013,4.60544704332856,0.0178710235767401,0.336833538898986,0.260857837775714,0.350200835184082,0.0342367645644789
0.425961875765248,0.0933729718627429,1.66856915793659,1.27475816859189,1.75466186122282,0,0.188665465305706,4.98002762491975,4.88665465305701,0.0187494887368717,0.335052189186094,0.255974115929213,0.352339784711756,0.037884421436065
0.484693282422343,0.104519870145979,1.77512663022222,1.34109794133854,1.89297965724849,0,0.223244914312122,5.33696901326735,5.23244914312137,0.0195841253502033,0.33260950659623,0.251284565828405,0.354691895820018,0.0418299064051431
