birth_size_bin_avg,delta_size_bin_avg
0.806450467485284,1.04925656628936
0.859476241335936,1.04983845411301
0.886142376479437,1.05080709283658
0.906146102263456,1.0503039128166
0.922967747159516,1.04955782126717
0.938006350970434,1.05088700359795
0.951845863733059,1.05114701431182
0.964996253585807,1.05284026319736
0.977632464948195,1.04832762516982
0.990029459579772,1.04822331155229
1.00241494018767,1.0490475953521
1.01519602202712,1.04881001120674
1.0284212530338,1.04986302882027
1.042178191343,1.04783982582327
1.05706840172932,1.04963017058015
1.07366853055784,1.04951030443809
1.09276092996004,1.04793460170476
1.11619256963017,1.04810765576218
1.14864458759903,1.04896484904758
1.21962149769865,1.04759278986742
