growth_rate_per_hr,cell_size,nutrient_type,cm_type,useless_type,model_k,model_ri,model_fU,model_fE,model_fR,model_fQ,model_a,model_e,model_r,model_ra,model_q,model_u,model_ra_over_r,model_growth_rate,model_asat
0.98,6.11237546867294,7,1,0,8.41998936530982,0.194621060020038,0,0.139461048274578,0.422682359189202,0.43785659253622,0.16548019093769,0.11638300737773,0.35273680168458,0.158115741664542,0.3654,0,0.448254168290413,0.979943684423262,0.0327294
0.96,5.16610813670265,7,1,0,8.41998936530982,0.199643122604754,0,0.136758895405742,0.424924062432661,0.438317042161597,0.166356849375512,0.114008116441968,0.35423503418252,0.154591911577767,0.3654,0,0.436410565472508,0.959947128000372,0.0327294
0.78,4.83363583087525,7,1,0,8.41998936530982,0.24416702017374,0,0.11219313122186,0.445262372803922,0.442544495974218,0.174320315077904,0.092635589237689,0.367644095684407,0.123477075510667,0.3654,0,0.335860352335598,0.77999067623055,0.0327294
0.55,7.28881593544681,7,1,0,8.41998936530982,0.299388649629356,0,0.0801156577242086,0.471717476473369,0.448166865802423,0.184678681352831,0.065320003699987,0.384601314947182,0.0852126653178257,0.3654,0,0.221561034780986,0.549993736495888,0.0327294
0.38,8.33738243844091,7,1,0,8.41998936530982,0.339043410846958,0,0.055886894268189,0.491622322730388,0.452490783001423,0.192469739214885,0.0451303583028608,0.396999902482254,0.057956491635296,0.3654,0,0.145986160885484,0.379997136962709,0.0327294
0.21,8.9511774645838,7,1,0,8.41998936530982,0.37774053617946,0,0.0311917846962424,0.511838791261741,0.456969424042016,0.200384137809616,0.0249414458131427,0.409274416377241,0.0315338801977815,0.3654,0,0.0770482564654512,0.210006708502112,0.0327294
1.51,3.63162057134543,8,0,0,6.25653837567424,0,0,0.274635045574883,0.309572344278836,0.415792610146281,0.121196502575051,0.241350238566668,0.272053258858281,0.272053258858281,0.3654,0,1,1.51001702957049,0.0327294
1.34,3.58047098583352,8,1,0,6.25653837567424,0.0546722517757222,0,0.246327014716797,0.333415826211877,0.420257159071325,0.130532360692076,0.214173367983582,0.289894271324342,0.23522201954862,0.3654,0,0.811406236053029,1.33998389583668,0.0327294
1.17,3.40144743654185,8,1,0,6.25653837567424,0.107178679464473,0,0.21746030227788,0.35764777069712,0.424891927025,0.140016609497735,0.187012248052579,0.307571142449686,0.200392462985213,0.3654,0,0.651532069586124,1.17004930666207,0.0327294
0.86,3.17127430173826,8,1,0,6.25653837567424,0.198216368730569,0,0.163196662991859,0.402959512144909,0.433843824863232,0.157761436122338,0.13745052306789,0.339388040809772,0.141171672079202,0.3654,0,0.415959477365114,0.859964472330753,0.0327294
0.69,3.35029785102994,8,1,0,6.25653837567424,0.245805863225159,0,0.132503294915086,0.428451103708754,0.43904560137616,0.167740210003979,0.11027716439981,0.356582625596211,0.110776762371053,0.3654,0,0.310662254465798,0.68995331102795,0.0327294
0.54,3.06897513071445,8,1,0,6.25653837567424,0.286535206993545,0,0.104831804009452,0.451343580108984,0.443824615881563,0.176701816607872,0.0863078338027018,0.371590349589426,0.0850551425958805,0.3654,0,0.228894917991974,0.539988274307918,0.0327294
0.51,3.29914826551803,8,1,0,6.25653837567424,0.294546429024837,0,0.099226587680109,0.455969605256374,0.444803807063517,0.178514225378872,0.0815132302434056,0.374572544377722,0.0800261153528855,0.3654,0,0.213646506008156,0.509990653143037,0.0327294
0.31,3.01782554520254,8,1,0,6.25653837567424,0.346856868853535,0,0.0612268139208609,0.487242388275733,0.451530797803406,0.190752874936578,0.0495476231422498,0.394299501921172,0.0474426330676373,0.3654,0,0.120321311177111,0.309996605612931,0.0327294
1.03,2.65977844661919,9,0,0,3.04358179454711,0,0,0.371497832895687,0.227392947195603,0.40110921990871,0.0890261757554143,0.33842480153156,0.207149022713026,0.207149022713026,0.3654,0,1,1.03002356476467,0.0327294
0.87,2.3784557263037,9,1,0,3.04358179454711,0.0783388802058499,0,0.319818385494888,0.271349875802947,0.408831738702165,0.106233774413011,0.285842871277091,0.242523354309898,0.164184474104048,0.3654,0,0.676984179817388,0.869986159120026,0.0327294
0.75,2.27615655527988,9,1,0,3.04358179454711,0.13291305155735,0,0.279847264794908,0.305173316397786,0.414979418807306,0.119474404176001,0.246412679573253,0.268712916250746,0.135799864693397,0.3654,0,0.505371556336639,0.749977145494722,0.0327294
0.67,2.09713300598821,9,1,0,3.04358179454711,0.167723281252712,0,0.252585126219119,0.32815165497483,0.419263218806051,0.128471128374769,0.220135230043065,0.285993641582166,0.118270360329454,0.3654,0,0.413541922383875,0.669999578497512,0.0327294
0.54,2.0459834204763,9,1,0,3.04358179454711,0.222064244324993,0,0.207124733506811,0.366301664750289,0.426573601742901,0.143406909131171,0.177421615669981,0.313771475198847,0.0917072308738538,0.3654,0,0.292273957713129,0.539997199412289,0.0327294
0.46,2.02040862772034,9,1,0,3.04358179454711,0.254266327505851,0,0.178407583600161,0.390289320481607,0.431303095918232,0.152799960264432,0.151146911915183,0.330653127820386,0.0763868003145343,0.3654,0,0.231017927512328,0.460027989407065,0.0327294
0.34,2.14828259150011,9,1,0,3.04358179454711,0.301034437002732,0,0.134135529780518,0.427099730921484,0.438764739297998,0.167207463880024,0.111707068029714,0.355685468090262,0.0546510310875297,0.3654,0,0.153649884491938,0.339989598577473,0.0327294
0.25,2.25058176252393,9,1,0,3.04358179454711,0.334947567889686,0,0.0999487101938863,0.455374919770478,0.444676370035636,0.178278800893519,0.0821299739896665,0.374191225116815,0.0392436572271285,0.3654,0,0.104875942013011,0.249969293621576,0.0327294
0.65,1.56006235811318,10,0,0,1.53948338938796,0,0,0.450400953703157,0.159811863797896,0.389787182498946,0.0625653782215178,0.422221447683387,0.149813174095095,0.149813174095095,0.3654,0,1,0.650002905351911,0.0327294
0.59,1.50891277260127,10,1,0,1.53948338938796,0.049911763753694,0,0.414196960010478,0.19089027514924,0.394912764840282,0.0747323648862514,0.383243041660198,0.17662459345355,0.126712829699856,0.3654,0,0.717413284425647,0.589996296734393,0.0327294
0.46,1.50891277260127,10,1,0,1.53948338938796,0.145755422899339,0,0.33272563091518,0.260395158508794,0.406879210576025,0.101944777461848,0.298805990515679,0.233849232022473,0.0880938091231336,0.3654,0,0.376711988152554,0.460006859048503,0.0327294
0.43,1.63678673638104,10,1,0,1.53948338938796,0.166308122236964,0,0.313276394433043,0.276896348809613,0.409827256757344,0.108404836488582,0.279315718118796,0.246879445392621,0.0805713231556579,0.3654,0,0.32635897665568,0.430001908438856,0.0327294
0.34,1.73908590740485,10,1,0,1.53948338938796,0.225465536959605,0,0.253335953956453,0.327519477286953,0.419144568756594,0.128224418882556,0.220852098478329,0.285523482639116,0.0600579456795101,0.3654,0,0.210343279384203,0.339998137118861,0.0327294
0.31,1.84138507842867,10,1,0,1.53948338938796,0.244471847364375,0,0.23278391993933,0.344794088251827,0.422421991808843,0.134988217740916,0.201360833467976,0.298250948791109,0.0537791014267336,0.3654,0,0.18031493829178,0.309991658397264,0.0327294
0.27,1.84138507842867,10,1,0,1.53948338938796,0.269307494421,0,0.204925810432886,0.368141332796691,0.426932856770423,0.144127714216925,0.175390321791143,0.315081963991932,0.0457744695709321,0.3654,0,0.14527797462918,0.270010487056874,0.0327294
0.24,1.89253466394058,10,1,0,1.53948338938796,0.287606724311477,0,0.183637944323504,0.385927290426815,0.430434765249681,0.151090874855232,0.15589192665905,0.327617198485718,0.0400104741742409,0.3654,0,0.122125683142319,0.239993031631293,0.0327294
0.36,1.15086567401792,11,0,0,0.729681097226682,0,0,0.514432023835214,0.104570130681617,0.380997845483169,0.0409394584984814,0.493371455345123,0.100289086156396,0.100289086156396,0.3654,0,1,0.360003824876554,0.0327294
0.32,1.09971608850601,11,1,0,0.729681097226682,0.0621427372661847,0,0.465318798399378,0.146972700579209,0.387708501021413,0.0575393651742003,0.438544650135857,0.138515984689943,0.0763732474237584,0.3654,0,0.551367754376607,0.319997741494023,0.0327294
0.28,1.02299171023815,11,1,0,0.729681097226682,0.116109695876536,0,0.414652632229436,0.190499450011292,0.394847917759273,0.0745804053529955,0.383727670837078,0.176291923809927,0.0601822279333911,0.3654,0,0.341378247129902,0.279998827892638,0.0327294
0.23,0.971842124726242,11,1,0,0.729681097226682,0.177930044572892,0,0.34888551313502,0.246657052440274,0.404457434424706,0.0965674780592452,0.315194519000165,0.222838002940589,0.0449079583676973,0.3654,0,0.201527377624499,0.229991482463877,0.0327294
0.21,0.997416917482195,11,1,0,0.729681097226682,0.201501507606781,0,0.321770099925603,0.269694629902176,0.408535270172221,0.105585180329809,0.287795945900217,0.241218873769974,0.0397173661631923,0.3654,0,0.164652813200126,0.209999261581861,0.0327294
0.801,1.99615067209644,12,0,0,2.06445529055469,0,0,0.418648999995807,0.187074217898535,0.394276782105657,0.0732398746673324,0.38798719970651,0.173372925626157,0.173372925626157,0.3654,0,1,0.800982227101603,0.0327294
0.814,2.12171498856703,13,0,0,2.11375215466918,0,0,0.415940411347575,0.189395782041358,0.394663806611066,0.0741486959808943,0.385098972240396,0.17535233177871,0.17535233177871,0.3654,0,1,0.814003782334024,0.0327294
1.093,2.82036772380078,14,0,0,3.3609936619515,0,0,0.358672214638701,0.238326336455174,0.403001448906125,0.0933035079853624,0.325206838796031,0.216089653218607,0.216089653218607,0.3654,0,1,1.09301812401674,0.0327294
1.37,3.79590587484146,15,0,0,5.09554676096701,0,0,0.302734839089771,0.285824988415076,0.411440172495153,0.111900041787231,0.268858797945175,0.253841160267594,0.253841160267594,0.3654,0,1,1.36998257702702,0.0327294
1.548,4.90022794021095,16,0,0,6.61580419477201,0,0,0.267022069658585,0.315992148490542,0.416985781850873,0.123711129002768,0.233988467952465,0.276900403044767,0.276900403044767,0.3654,0,1,1.5480218878082,0.0327294
1.838,7.75601124045215,17,0,0,10.2568236347395,0,0,0.209042268050531,0.36469622840219,0.426261503547279,0.14277973272463,0.179195268890126,0.312624998385244,0.312624998385244,0.3654,0,1,1.83797426918574,0.0327294
2.419,12.8526346500145,18,0,0,31.8010921400135,0,0,0.0928289111901552,0.461248249544453,0.445922839265392,0.180575723365154,0.0760662634027932,0.377958013232052,0.377958013232052,0.3654,0,1,2.41899025121876,0.0327294
