birth_size_bin_avg,delta_size_bin_avg
0.781484148291945,1.2128406384291
0.842757004792744,1.15027850155035
0.872718419866319,1.12104590152381
0.895333142158323,1.10113078778968
0.914482593525517,1.08082014190668
0.931518423175232,1.06187973117634
0.947022159370902,1.04786874704494
0.961799591672077,1.03537063836346
0.976156756117749,1.0193523721374
0.99019044311802,1.00484016537579
1.00413694016892,0.994743709316259
1.01824186190447,0.978423523974753
1.03292141050464,0.963497609103054
1.04813839699613,0.954474423055124
1.0645168684088,0.937897587674553
1.08277040204778,0.921687209737939
1.10374207894193,0.901786735852279
1.12932457355067,0.87420859244737
1.16421049541414,0.849316032727988
1.23853428997369,0.788075001242017
